"SubCustomer.sum","SubCustomer.JPO","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Air Force","Air Force",81553023298.5625,83720006592.9594,72275362881.4491,72170931992.9669,77976219082.6946,65001740875.7447,67251730788.5116,59081351363.2833,56199563119.5895,58134071992.2562,61331339334.9936,64097702055.6231,73632143353.6413,84660092220.0562,81895696836.4873,80238266061.6407,88277452230.5317,95089992165.5606,84847330677.7081,89482771171.351,84911417022.5799,83959483899.8513,90031568583.6068,68094072942.8472,67706732445.929,63523769894.4616,77428170502.5211,71296651080.8395,81466738669.843,84946115298.4126,86228411069.1881,84531151339.1555,78969929143.957
"Army","Army",45341623216.1956,66964058620.3498,58253969126.9293,56082714189.9998,36930936282.1019,51706934999.2854,54485118895.0853,52728842061.1894,51916173443.895,55703658070.0609,59511355776.9817,63976487116.7887,71714198366.1829,97840464544.5052,113133865525.231,138052988940.085,142159794880.885,161069986817.795,204108054363.234,194227725520.748,184693066160.417,160953065347.745,137236347715.062,107744256954.663,91527587187.0036,87224757048.7341,88466929140.949,91870160074.0202,104554150849.227,106557787213.176,111286931857.12,117503440111.053,112656925401.181
"Other DOD","DLA",18262612677.065,22421512193.9629,12922419535.4389,14498272990.0517,11967161451.9741,11633895608.0658,12433396429.1735,13456429485.5768,12181676340.3484,12776554421.2029,15479686199.4014,18024997622.0953,22659784298.7555,26939926800.6417,29183808853.5985,40299338576.7082,45577658695.4847,41695176500.3189,47614369874.5631,50178769487.8203,45720181776.6197,46366705771.9564,54389178612.4388,41761816788.8715,39165776853.9506,37015979764.3438,35975136874.5606,41299157745.5345,51927630471.3142,49494642548.6378,46376060935.4863,41858561736.2452,48168708988.3562
"Navy","F-35 JPO",,,,,,,,140046183.136688,1086654815.98736,1143087877.62556,287650773.263358,423766740.36093,10179104.0628542,365611014.859387,291814463.8679,429961322.195012,886708500.956586,1450444112.84666,3632970693.09919,4858082045.62215,2452738600.44899,6255021405.23053,5908381976.01715,15064314896.3359,4605716285.65461,13661490140.9433,12066711743.5826,28213328607.2449,18263064442.4415,19313675440.9329,39743146019.5718,10529202485.3032,20737931632.3383
"Other DOD","MDA",,,,,615413249.785993,441086827.127328,516772615.50379,657595814.473655,921941677.480181,1527097513.50217,2219819065.05554,2639136452.5424,3860618524.87589,4070926654.7074,5032027958.04565,5546155128.86681,4883163466.57621,6707506973.23454,7678521255.99703,7486682672.27044,7008112775.3774,6901972632.50949,8660209163.26119,9526071901.97308,7340878845.66945,5623609669.26176,7838305753.83973,6326610841.52302,9470216494.09284,9870049002.97941,13624421096.7536,9427765466.92812,9841067323.8948
"Navy","Navy",87421849051.3779,80486100094.3418,76097691448.0967,68384784614.2048,71847203684.9646,67727583713.1553,61041618961.5874,61262074657.6241,62224569444.3114,60661037951.3798,65111567731.9761,66160355441.1894,74213128462.1338,86279117652.9742,90177180858.4285,94248971605.7827,103915892470.452,115290390448.776,124906541847.82,121499866093.05,112788588632.24,127175488217.963,113236868497.701,101180570392.159,97458444310.6202,88153810723.2782,98534892954.0839,99722348966.0228,105345188429.745,117319629918.421,126375597924.414,108862667325.142,103132344471.962
"Other DOD","Other DOD",6620572987.3436,7699051618.32898,11503199717.2847,10893366295.5292,10418516964.8925,7894054223.20342,8101025595.91266,8775061872.79224,10795154336.5082,11583786899.6012,9623333699.70723,11824227651.0314,17619886698.1491,22186089127.0401,22051767132.7875,24710479756.1538,26980032102.324,25253319561.3578,31076309747.6692,35768870818.6917,36532680667.2865,41030887732.4152,40909002490.5622,35768166518.4199,35875013790.1733,33666444365.9305,34618057118.8595,35983145082.3393,38868789595.2917,42406596707.9135,43437634109.204,41169826056.8068,40813785087.514
