"SimpleArea","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",24757623115,22131821678,21125521075,19453324274,17371471020,16817559260,14824589360,20980673355,23158766452,22356213210,18995926906.7397,18157441804.9999,19431139860.6926,23912929296.8721,27891193919.1426,28247600362.0315,33691497113.9281,40747127607.3878,51535139298.3614,46933422601.9231,43250713562.8587,58466056696.2359,52582455346.7815,56804121919.0089,47745436391.0938,50679126415.5283,56841222319.6642,72624772419.0232,67209863858.3161,77216098811.7172,100580964322.41,64224433857.9599,74597810720.8934,95704321670.5598,75248832882.295,44550059559.29
"R&D",5807482764,4672408499,5456085290,5949899754,7778588187,7197744375,7164293925,7002625075,7572289424,7640148977,5297878670.5478,6185360302.89,8737929012.3595,10867534676.74,11062044747.5729,14433103548.029,15393035848.8935,15841370040.1777,13373905310.4374,13950591064.6897,12269649937.0595,11369894623.2411,10309432551.8395,9414687586.2561,7062439032.3795,6920202859.9843,7493029697.1566,7693109558.2102,7262068473.9149,8683207987.0728,8850295105.7501,8199692166.8947,9093170524.8272,10778108104.6246,10668669384.05,4081629362.26
"Services (Non-R&D)",13851867608.56,15441839667,14638869248,12842225934,16102697946.16,15405714510,14947421861,17565364749,18073269851.09,20122114718.05,16182196955.6718,17866133709.0013,19584376574.1847,22076068626.3216,21867060833.7003,22903279149.0472,25838716398.2058,29183830603.2675,31518468434.7613,34869096575.8158,32569953807.118,34243777941.2099,31720879328.5475,28160507549.6187,29316685488.7827,27139515365.0015,28876422011.7045,29294940389.3762,33830477525.8749,35928416059.7011,40908789399.6482,39365037618.262,40301191232.8358,45345004791.7704,48629670746.8165,19662095730.46
"Unlabeled",,,,,0,,363498,180311,0,,22446,311148.83,41107091.14,2995459.4296,38350,415117,6847111.0876,-2427,0,48177.3391,-1374,-4965.14,,,,30000,1738.23,32000,20204.71,0,10000,10000,,10000,10000,
