"Vehicle.AwardTask","Vehicle.sum7","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Award","Definitive",,,,,,,,,,,26385830441.9697,27342411636.8908,29055823534.2043,35527786369.658,37134338745.6798,38848120946.3065,43883999778.658,48667855249.6562,53919233843.6064,58380172208.2495,49246943878.9941,64004511861.0444,58229022090.8932,63249227691.4751,51876157872.7767,53965926310.2549,59474374349.0905,74505260328.3152,67651935549.6634,79319765735.0487,103704495193.904,64705953588.2263,74274785811.3853,52277429982.029
"Award","Pur. Order",,,,,,,,,,,600479792,656370281.4492,841452263.4247,1101277305.4612,1222363308.256,1689218142.1243,1582550638.2089,1660068401.765,1744751662.3427,1675960357.3446,1694548308.7933,1758429194.3475,1391187644.8305,1318729027.2788,1521540335.0792,1544560035.7702,1676601800.8415,1750648807.8739,1892537321.0956,1963223245.4129,1930248875.2409,1945142067.2073,2132661315.8257,829251161.9392
"Task Order","BOA or BPA",,,,,,,,,,,16487268,11146809,8694363,1941170.7003,4182207,3062250,4351859.75,3664592.0728,880976.0977,3109070.9192,240339667.0147,1110377805.2165,2064006447.3532,2593204388.1938,3261933622.709,3953034131.9917,4732280611.7867,5856950269.2099,7334131891.9943,5044390678.1495,5930103246.1628,7026470054.8162,8617374531.2627,3501052372.4988
"Task Order","FSS or GWAC",,,,,,,,,,,1488993837,1579451964.2822,2317490424.2247,2188113376.9121,2464196668.5194,2487195906.6686,2739366743.2806,2957226264.9291,2608234555.101,2417141160.6679,2000507429.6483,1915010398.5023,1497995502.5304,1180544202.4889,1042419193.8907,965431735.9285,1054843031.0331,1065291949.6307,1208269675.847,1401905556.9774,1474076768.7371,1586007492.9405,1528965912.55,545520483.0375
"Task Order","Multi-Awd.",,,,,,,,,,,1256853160,1723664398,2477389942.8438,3245367049.981,3451017394.1973,4894191722.7048,6141228266.3682,7457292922.0604,9012208884.6387,10639522071.7194,11962292325.4404,12462183529.3221,11780161587.3851,10462799981.9558,12304294494.2867,11140246342.4732,11846369088.0075,11607597967.4547,14152219451.9582,15236683692.8041,16655019237.0216,16399758166.4921,16673271887.5319,7448186593.0997
"Task Order","Single-Awd.",,,,,,,,,,,10480888998.9896,10825263907.219,13057319166.3883,14789408947.7599,16529930744.8791,17641035489.7443,20596802258.3182,25039602974.6801,29140239707.8975,22636138419.9464,22760548689.5869,22608676465.5327,19450175578.8074,15056757524.5757,13984093543.4614,13215178222.5736,14174080804.8399,14638683688.5154,16007688476.1106,19030766197.7843,20608354746.9353,19992195522.4055,20643216645.7452,10124475689.8586
"Task Order","Unlbd. IDV",,,,,,,,,,,247041481,70937972,36382919,5593105,14308786,19985979,10568670.6299,1606605.7345,2051059.2507,2256587.7115,184473982.869,189695451.7651,199736144.9853,137122590.1291,137726328.8782,100785073.0274,16006550.9706,41693024.4511,6549,,10156,,,
,,43985137405,41939949844,40644252613,37382740962,40131281740,38631559907,35472291538,36315651254,37912327660,37471174500,0,0,0,40775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0
