"SimpleArea","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",26269738253.9141,27402512070.5877,28465084332.5,33417000338.223,33013087242.078,31666541505.7127,36405009977.4251,42140803437.352,47477014347.6124,45170806060.2098,44140395976.4189,51325134471.5834,56280406365.9665,55261432598.7871,41172839212.3735,44356897586.2231,57349351521.4415,66383177980.2887,66145123111.0381,70004648651.7854,84539626916.5969,53245222489.6788,55400754783.5541,77710527619.9733,54728429449.43,33266993861.6
"R&D",3957545494.9786,4098732038.0937,5586956527.47,8337866003.25,8953119109.8294,9347924288.35,9898784067.5338,9640680938.7039,8778529970.7126,9039273626.3181,8644663478.7857,7327443051.1357,6531938560.4489,5699021247.0394,3596392184.0802,3988063219.5232,4051684775.2015,4133457181.4572,3219094640.3845,4462032553.6038,4551162663.9099,3824027399.8036,3685780372.7377,4757967940.3977,4035963931.83,1162384612.62
"Services (Non-R&D)",5586165557.64,5154819086.1991,5386718280.9026,8000661569.313,6404056304.879,6881332264.2465,8632808090.3009,9704601308.7094,11821834026.4203,13061662778.4999,12861893495.4621,13607357019.969,16972946831.9979,13922871669.9044,14362612943.0282,14651648845.0044,15220509816.8268,17096366540.7783,16286355608.8619,17165156350.8296,18035072617.2456,17684574577.15,18255697075.8179,16843726205.072,15092892353.07,7865540858.87
"Unlabeled",3806.53,0,9511.12,0,,,,0,0,,,,,,,,,,,,,,,,,
