"Shiny.VendorSize","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",20870904885,21993504232.58,24163136142.7701,31402907383.0894,28745911405.3601,26286507059.279,32742918084.5999,37418445490.8044,38179411667.6256,38767275683.3869,35515411945.3831,40722603307.679,47789724309.2963,46923133468.5131,33374849823.769,36556435358.1933,52135082272.7208,62242772097.8585,54509069439.9084,55420196638.4951,75232452925.1182,51630092396.6574,53961419189.2504,75656111765.0128,50992062052.08,31098670591.19
"Large",9177204645.53,9307858367.7191,9717653951.785,13087845407.0922,13797455565.6643,14808545047.8606,15566962208.2968,17427628941.8711,22188604176.0042,20366339509.3522,20981664215.8088,21949644563.4473,21489283290.7255,18037910729.4682,16855627427.1097,16591393028.0304,14690375299.8435,14083533753.5453,17760795142.2311,20747280653.8505,18058048125.9442,10717292215.5695,10453880915.3855,11203173464.0897,9711306827.96,4946417594.51
"Medium",3200033855.5541,2680417532.1677,2837848671.32,2565173373.1311,3055516822.4312,3549524370.1784,3495598894.3706,3286422993.4969,3773484772.252,4298781680.4456,4964149245.4053,5604547722.3926,6494771831.5054,5842982745.9037,4792537433.7092,5484770935.9173,5277447078.6354,6753784694.9872,7844744152.1034,9217917220.6252,8730065833.5495,7674550635.2865,7815329397.8563,7602681288.148,7228720837.05,3031877227.76
"Small",2266633251.9786,2114773990.4137,2514175390.1175,2637205142.4733,2659548428.8908,3048153976.5915,2966256475.8016,3118022656.4457,3621321304.7488,3523452294.6837,3779826232.8838,3567073380.5336,3621946623.4147,3572773039.9385,3609410337.0947,3653614124.3948,3960235801.9827,4204755485.3619,5103566249.6283,5416281380.3645,4337671801.7236,4038015064.8628,4178913682.0034,3406950537.218,3646471659.97,1658318933.36
"To Be Labeled",280853201,559346072,205424251,57622400,100647334.44,186533498.6999,155234574.92,232740850.9762,300994800.5413,307878047.7258,361498028.197,326711872.5454,374045792.843,378699408.3974,297232794.1993,213078469.2049,209766982.2784,141333860.7867,269885832.189,655976881.6141,728845511.6249,654127286.6862,949323527.4839,1439560584.9945,2277955871.94,1558882102.2
"Unlabeled",17823274,163000,530245,4774205,11183100,16534105.6998,9631897.2709,2824751.171,13561623.5734,8015249.4336,44403282.9887,89353696.0902,15519910.6284,127826123.51,202186523.6,497317735.01,348638678.009,186821809.9846,162512544.2243,174184781.2694,38777999.792,39746867.57,-16634479.8698,3744125.98,768485.33,752884.07
