"SimpleArea","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",639733865.7529,1424124169.167,842499441.9971,371327514.1487,1056971461.0843,1689889041.3829,1577739238.2131,1440759098.1304,1455008141.5099,1456463644.5799,1266593646.6973,1181065695.3823,1347957558.1056,1249177756.1166,1414618263.6623,1329161063.3725,1488328013.257,1605962101.9125,1595635267.5485,1359052036.3611,1559784041.3959,2117493725.3902,1795783073.1213,1743253531.4909,1520524076.4,711739399.88
"R&D",1832715042.2756,2037789042.5937,1975709807.1,3428025415.6774,5462521681.8804,4427024836.8727,4666867128.901,4561565827.87,6038640101.808,6657037526.3538,7125734839.6858,7259418764.717,7225596681.8003,7531367643.501,7716478315.4691,8438894653.4746,9624727368.857,9675649516.495,10040588999.3529,9719118799.5819,10584933091.0346,10318644877.0026,11010122740.1277,11882829477.1626,11326052236.59,4754754738.89
"Services (Non-R&D)",2573948819.7149,2834342001.7935,2914848783.1837,2761225219.9878,4334481466.0559,6447033612.8554,6704155459.0208,7226424653.0057,7541778766.6819,7223095369.686,7751178551.8758,6952261915.1879,6579966782.8936,5438428302.2973,5881822008.9147,6106395557.3115,6158042620.4001,6098538070.2095,6405031659.697,6651836859.4978,6794338447.191,6735548454.4377,7117627316.2213,7320028620.5258,7186824420.37,2986054448.22
"Unlabeled",768855.2447,1590457.0839,9551747.32,9179902.7024,46076382.9296,36841123.2098,27133917.5804,2525492.9002,284823.62,-3180.87,-33681.1799,9393.84,38219.7298,0,0,0,,,,,,,,,,
