"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",2725373578.0735,2619328573.06,3017099181.89,4424505898.8286,7353635620.9883,9538497821.5924,9784315519.1362,9752484411.9985,10713739307.3829,11234375696.5071,11977173455.0524,11220507492.2079,10644371832.2816,10190668498.6058,10343109949.287,10626330100.7933,11507271101.3249,11810197499.4903,12288243132.3449,12074505438.5105,12429020972.9499,11983981810.62,12043571673.6827,12522507692.8641,11551018770.59,5408242333.96
"Cost or Effort-Based","T&M/LH/FPLOE",38469212,25314335.18,33212463.71,38308703.43,58354818.5196,73746482.3381,92853663.3181,87265222.3548,128174462.2609,131836158.2185,138060620.7041,131744258.4906,134572160.1808,96154981.4917,78231584.0496,64592124.7468,62848547.1255,70560196.6522,63954065.6428,47970397.5022,63671939.7236,54118860.2429,78633586.4324,132978559.6956,142254458.3,72710883.32
"Crosscutting","Combination/Other",,51070.94,726998.38,,657269.9,7631747.88,29293037.5094,117342793.8724,164976668.0175,125509422.4076,121576771.5694,116352925.9073,75063587.4286,43094769.52,37913263.0539,26565515.9814,8280373.0371,8257368.1114,4090652.0007,895121.07,2311631.31,2615.95,,-30908.3,-16139.2,
"Crosscutting","UCA",80779608,67189000,62506140,58683842.51,119956376.88,163392595.16,235177049.48,142776509.28,233501239.7907,25348478.315,71179349.4487,159029707.5829,375507322.3803,73972833.21,92339975.2592,47672931.4101,132810935.6622,19809697.7783,34176415.8309,247173237.0298,415121459.3526,215763162.9199,451950525.2817,148984647.2233,54229755.73,44681053.68
"Crosscutting",,82966931,5116309.1177,4977173.1725,21986390.1918,29944649.7716,29835677.4764,34221302.3441,89828582.4718,104933765.3758,91405884.4701,48619918.5722,29310339.9492,18574785.6816,28469867.7091,35287485.7782,23251633.9573,61042916.1899,68557022.4401,78459419.49,52696618.07,58993368.59,46347019.9,-15170846.16,18297368.88,20755858.14,26967334.96
"Fixed-Price","FFP",1264915533.7114,1695031285.5404,1507025949.2883,1410649788.4271,1876433499.2697,1926045168.1947,1932556775.7174,2203317106.0123,2504612692.1443,2663013799.8061,2839361500.1861,3135755938.4738,3227473519.6967,3170593741.3183,3923364669.098,4552464557.1899,5059029820.7801,5047846646.8299,5147570398.5452,4902199831.7106,5421815842.8288,5972901357.9328,6233424838.4773,6764950564.1255,6517475396.66,2153567589.99
"Fixed-Price","Other FP",213223964.5313,171910894.91,130096616.73,129532389.9588,77679861.8447,77357895.2684,53690446.2708,45950709.3446,41050679.8495,33317092.5675,32061991.0335,27964306.7715,53089140.8615,61138304.08,47538856.9102,43521382.1219,42417923.7713,30832355.2174,23702312.7117,11338865.4577,6769520.0366,8742678.0917,12194343.9562,19523695.0796,11495903.92,7852222.52
"Incentive","Incentive",641437755.6719,1713904201.89,986965256.43,486091039.17,1383388894.7763,784281226.4108,813787949.9393,792309736.5719,1144723018.7982,1031786827.4578,915439750.5126,572090799.744,624906894.0182,554880705.98,455132804.61,490053027.9579,397396384.6231,324088902.0974,401059530.0322,393228186.09,541350844.83,889829551.1732,1118929007.8,1338900009.6112,1736186729.22,738527168.56
