fiscal_year,contractingcustomer,contractingsubcustomer,fundingagency,fundingsubagency,productserviceorRndArea,PlatformPortfolio,isforeignownedandlocated,isforeigngovernment,isinternationalorganization,fundedbyforeignentity,PlaceCountryText,PlaceIsInternational,OriginIsInternational,OriginCountryText,VendorIsInternational,VendorCountryText,SumOfnumberOfActions,SumOfobligatedAmount
2015,Defense,Army,Defense,Army,PAMS,Other Services,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,7,5345630.5875
2009,Defense,Air Force,Defense,Air Force,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,16400.0000
2006,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,GERMANY,1,,11,158658.0000
2008,Defense,Army,Defense,Army,Ground Vehicles,Land Vehicles,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,1272372.3125
2016,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,X,,1,1,ISRAEL,0,UNITED STATES,1,93965.0000
2012,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,98,1162819.0226
2011,Defense,Navy,Defense,Air Force,FRS&C,Facilities and Construction,1,0,0,,NETHERLANDS,1,1,NETHERLANDS,1,ISRAEL,1,0.0000
2005,Defense,DLA,Defense,DLA,Other,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,1,,8,224630.0000
2003,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,JAPAN,1,ISRAEL,1,27413.0000
2013,State and IAP,USAID,State and IAP,USAID,Other,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,-476.4600
2016,Defense,Army,Defense,DEPARTMENT OF DEFENSE,FRS&C,Facilities and Construction,1,0,0,X,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,7,57845.6602
2009,Defense,Navy,Defense,Navy,Missiles & Space,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,-46300.0000
2005,State and IAP,State,State and IAP,State,Engines & Power Plants,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,49381.0000
2016,Defense,Other DoD,Defense,DLA,Engines & Power Plants,Aircraft,0,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2003,Defense,Army,Defense,Army,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,13,2082768.0000
2010,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,0.0000
2010,Defense,DLA,Defense,DLA,Fuels,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,7285.0098
2000,Defense,DLA,Defense,DLA,Clothing & Subsistence,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,2341203.0000
2016,Defense,Navy,Defense,Navy,Ships,Ships & Submarines,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,8414.0000
2018,Defense,DLA,Defense,DLA,Ground Vehicles,Land Vehicles,1,0,1,X,,1,1,,1,ISRAEL,0,0.0000
2016,Other Agencies,Commerce,Other Agencies,Commerce,Other,Facilities and Construction,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,0.0000
2011,Defense,Army,Defense,Army,Other,Other Products,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,95901.7422
2015,Other Agencies,Agriculture,Other Agencies,Agriculture,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,1,0.0000
2009,NASA,NASA,NASA,NASA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,11232.5000
2011,Defense,Navy,Defense,Navy,FRS&C,Facilities and Construction,1,0,0,,JAMAICA,1,1,JAMAICA,1,ISRAEL,3,2400.0000
2012,Defense,DLA,Defense,DLA,Missiles & Space,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,15593.2803
2010,State and IAP,USAID,State and IAP,USAID,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,11,204314.0059
2013,HHS,HHS,HHS,HHS,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,5789.6200
2016,Defense,Other DoD,Defense,Army,Engines & Power Plants,Aircraft,0,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2010,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,2,31749.7100
2016,State and IAP,USAID,State and IAP,USAID,ICT,"Electronics, Comms, & Sensors",1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,148000.0000
2009,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,44,286710.5612
2013,Defense,DLA,Defense,Navy,Aircraft,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,754763.0000
2007,HHS,HHS,HHS,HHS,Advanced Technology Development (6.3),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,0.0000
2006,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,62,1182490.7788
2007,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,8,66048.9200
2002,VA,VA,VA,VA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,39000.0000
2006,Defense,Army,Defense,Army,Aircraft,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,657400.0000
2011,Other Agencies,Transportation,Defense,Navy,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,60000.0000
2014,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,1,0,0,,ISRAEL,1,0,UNITED STATES,1,UNITED KINGDOM,1,45250.0000
2015,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,X,"PALESTINIAN TERRITORY,OCCUPIED",1,1,"PALESTINIAN TERRITORY,OCCUPIED",1,ISRAEL,2,31930.0000
2005,Defense,Air Force,Defense,Air Force,Missiles & Space,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,41500.0000
2007,Defense,Navy,Defense,Navy,Missiles & Space,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,2120510.0000
2011,NASA,NASA,NASA,NASA,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,-42720.0000
2005,HHS,HHS,HHS,HHS,Advanced Technology Development (6.3),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,4609094.0000
2012,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,4198.0000
2017,State and IAP,State,State and IAP,State,ERS,Other Services,1,0,0,X,,1,1,,1,ISRAEL,0,751865.0000
2008,Defense,Army,Defense,Army,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,GERMANY,1,GERMANY,1,83492.7734
2009,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,JAPAN,0,UNITED STATES,1,8701.0000
2008,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,248731.7500
2008,Defense,Army,Defense,Army,Other,Facilities and Construction,1,0,0,,KUWAIT,1,1,KUWAIT,1,ISRAEL,2,164600.0000
2011,Other Agencies,Treasury,Other Agencies,Treasury,Other,Other Products,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,85672.4375
2007,Defense,Army,Defense,Army,Advanced Technology Development (6.3),Missile Defense,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,193413.0000
2017,HHS,HHS,HHS,HHS,PAMS,Other R&D and Knowledge Based,0,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,25000.0000
2006,Defense,Army,Defense,Army,Basic Research (6.1),Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,2,96221.0000
2010,Defense,DLA,Defense,DLA,Ground Vehicles,Land Vehicles,1,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2001,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,319112.0000
2012,Defense,DLA,Defense,Army,Launchers & Munitions,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,2435486.7500
2008,Other Agencies,Interior,Other Agencies,Interior,Engines & Power Plants,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,50379.1992
2008,VA,VA,VA,VA,ICT,"Electronics, Comms, & Sensors",1,0,1,,UNITED STATES,0,1,,1,ISRAEL,1,8969.2002
2013,Defense,Army,Defense,Army,ERS,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,0.0000
2012,State and IAP,State,State and IAP,State,ERS,Land Vehicles,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,12387.0996
2006,Defense,Army,Defense,Army,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,5,4619428.0000
2011,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,-0.0100
2008,Defense,Army,Defense,Army,Aircraft,Aircraft,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2017,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,0,X,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,1,0.0000
2017,State and IAP,State,State and IAP,State,Ships,Ships & Submarines,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,11,125892.0598
2010,State and IAP,State,State and IAP,State,Other,Facilities and Construction,1,0,0,,ISRAEL,1,1,UNITED KINGDOM,1,UNITED KINGDOM,1,5478.2002
2015,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,0,X,,1,1,,1,ISRAEL,NULL,0.0000
2006,Defense,DLA,Defense,DLA,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,TURKEY,1,,1,3901.0000
2005,Defense,Army,Defense,Army,Other,Land Vehicles,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,2,291870.0000
2015,State and IAP,State,State and IAP,State,ERS,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,180467.6400
2009,Defense,Air Force,Defense,Air Force,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,328260.0000
2015,Defense,Other DoD,Defense,Navy,Aircraft,Aircraft,1,0,0,X,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,1,-2560.0000
2011,DHS,TSA,DHS,TSA,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,9905.0000
2001,Defense,Navy,Defense,Navy,Launchers & Munitions,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,,4,773652.0000
2009,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,4,131302.0000
2001,Defense,Navy,Defense,Navy,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,4,13424630.0000
2008,Defense,Air Force,Defense,Air Force,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,177156.0000
2013,Defense,Navy,Defense,Navy,Aircraft,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,0.0000
2009,Defense,Army,Defense,Army,Other,Facilities and Construction,1,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,17500.0000
2003,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,140000.0000
2014,Defense,Other DoD,Defense,Other DoD,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,50005.8100
2007,Defense,Other DoD,Defense,Other DoD,Ships,Ships & Submarines,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,5007.0000
2007,Other Agencies,SELECTIVE SERVICE SYSTEM,Other Agencies,SELECTIVE SERVICE SYSTEM,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,8525.0000
2006,Other Agencies,Interior,Other Agencies,Interior,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,20098.1309
2011,NASA,NASA,NASA,NASA,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,274620.0000
2013,Defense,Air Force,Defense,Air Force,ERS,Aircraft,1,0,1,,,1,1,,1,ISRAEL,0,0.0000
2013,Defense,DLA,Defense,DLA,Other,Other Products,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,27327.0000
2017,Defense,Army,Defense,Army,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,25875.3203
2018,Defense,Other DoD,Defense,Air Force,PAMS,Other Services,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,559968.8828
2011,Defense,DLA,Defense,Air Force,Electronics & Communications,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,389874.8750
2011,Defense,Other DoD,Defense,Other DoD,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,65904.0000
2011,Defense,DLA,Defense,DLA,Other,Ships & Submarines,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,5,69744.0000
2010,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,JAPAN,0,UNITED STATES,2,23206.9599
2008,Defense,Navy,Defense,Navy,Other,Facilities and Construction,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,10678.0000
2016,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,PAMS,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,435000.0000
2002,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,10,232000.0000
2010,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,GUATEMALA,1,1,ISRAEL,0,UNITED STATES,1,11760.0000
2011,State and IAP,State,State and IAP,State,PAMS,Other Services,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,178850.0000
2003,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,1,,2,3422858.0000
2015,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,1,0,0,B,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,21318.0000
2016,Defense,DLA,Defense,DLA,Other,Aircraft,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,13,174217.9102
2005,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2131,2202990.0000
2007,State and IAP,State,State and IAP,State,ERS,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,8,74625.4297
2012,Defense,Navy,Defense,Air Force,Engines & Power Plants,Ordnance and Missiles,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2009,Defense,Other DoD,Defense,Other DoD,Aircraft,Aircraft,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2012,Defense,DLA,Defense,DLA,Electronics & Communications,Aircraft,1,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,3,23406.0000
2007,Defense,Army,Defense,Army,Applied Research (6.2),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,156000.0000
2017,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,1,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2011,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,4,1600.0000
2006,Defense,DLA,Defense,DLA,Other,Other Products,0,0,0,,,1,1,,1,ISRAEL,0,0.0000
2012,Defense,Army,Defense,Army,PAMS,Facilities and Construction,0,0,1,,ISRAEL,1,1,ISRAEL,1,GERMANY,4,418707.5117
2005,Defense,Air Force,Defense,Air Force,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,3,327900.0000
2009,Defense,DLA,Defense,Air Force,Electronics & Communications,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,613785.0000
2014,Defense,DLA,Defense,Navy,Aircraft,"Electronics, Comms, & Sensors",1,0,0,A,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,227416.4000
2001,Other Agencies,Transportation,Other Agencies,Transportation,FRS&C,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,175000.0000
2015,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,25672.0000
2017,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,5983.3799
2003,Defense,Army,Defense,Army,Advanced Technology Development (6.3),Missile Defense,0,0,0,,ISRAEL,1,1,ISRAEL,1,,9,4714233.0000
2006,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,12,12761908.0000
2016,Defense,Air Force,Defense,Air Force,Electronics & Communications,Aircraft,1,0,0,A,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,0.0000
2001,Energy,Energy,Energy,Energy,Engines & Power Plants,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,4118000.0000
2013,State and IAP,USAID,State and IAP,USAID,System Development & Demonstration (6.5),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,-1012.2900
2014,DHS,ICE,DHS,ICE,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,7,1333380.9900
2005,Defense,Army,Defense,Army,Electronics & Communications,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,6,329480.0000
2016,Defense,Other DoD,Defense,DLA,Ground Vehicles,Land Vehicles,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,0.0000
2015,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,8,596606.0000
2015,Defense,Other DoD,Defense,Other DoD,Aircraft,Aircraft,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,4281433.0000
2015,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,3,9005.9600
2016,Defense,Other DoD,Defense,DLA,Other,Aircraft,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2013,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,378430.0000
2010,DHS,TSA,DHS,TSA,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,9300.0000
2010,Defense,DLA,Defense,Army,Ground Vehicles,Land Vehicles,0,0,0,,,1,1,,1,ISRAEL,0,0.0000
2012,Other Agencies,Interior,Other Agencies,Interior,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,4,13289.6602
2005,Defense,DLA,Defense,DLA,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,14,1659290.0000
2008,Defense,Army,Defense,Army,Basic Research (6.1),Other R&D and Knowledge Based,0,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,60000.0000
2007,Defense,Army,Defense,Army,Engines & Power Plants,Ordnance and Missiles,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,87400.0000
2012,Defense,DLA,Defense,DLA,Other,Other Products,0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,11207.0898
2016,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,62,413144.2096
2010,Defense,Army,Defense,Army,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2013,State and IAP,USAID,State and IAP,USAID,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,-802.7200
2009,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,3,510118.1719
2017,Defense,Air Force,Defense,Air Force,ERS,Aircraft,1,0,1,X,,1,1,,1,ISRAEL,0,0.0000
2007,Defense,Navy,Defense,Navy,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,0.0000
2011,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,580000.0000
2011,State and IAP,State,State and IAP,State,Fuels,Other Products,0,0,0,,JERSEY,1,1,ISRAEL,0,UNITED STATES,1,20512.1094
2010,State and IAP,State,Other Agencies,Agriculture,PAMS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,0.0000
2011,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,1,0,0,A,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,3,9226412.0000
2015,Other Agencies,Transportation,Other Agencies,Transportation,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2008,Defense,Navy,Defense,Navy,ERS,Ships & Submarines,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,511899.0000
2008,Defense,Air Force,Defense,Air Force,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,26000.0000
2014,Defense,Navy,Defense,Navy,Other,Facilities and Construction,1,0,0,,SINGAPORE,1,1,SINGAPORE,1,ISRAEL,1,21610.0000
2008,State and IAP,State,State and IAP,State,Other,Other Products,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,169409.6875
2009,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,7000.0000
2016,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,139425.0000
2012,State and IAP,USAID,State and IAP,USAID,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,5,69322.4400
2014,Defense,Army,Defense,Army,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2015,Defense,Army,Defense,Army,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,-20060.0000
2017,Defense,Air Force,Defense,Air Force,PAMS,Aircraft,0,0,0,A,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,15580.0000
2012,State and IAP,USAID,State and IAP,USAID,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,10,137443.8400
2008,Defense,Other DoD,Defense,Other DoD,ICT,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,15381.5303
2007,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,X,,1,1,ISRAEL,0,UNITED STATES,2,254500.0000
2001,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,62700.0000
2010,State and IAP,State,State and IAP,State,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,4,53929.1714
2006,State and IAP,State,State and IAP,State,ICT,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,145512.5000
2017,Defense,Other DoD,Defense,Air Force,Engines & Power Plants,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2011,DHS,TSA,DHS,TSA,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,-500.0000
2000,Other Agencies,Justice,Other Agencies,Justice,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,375000.0000
2011,Defense,Army,Defense,Air Force,FRS&C,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,14300.0000
2010,Defense,Navy,Defense,Navy,Electronics & Communications,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,8064.6299
2010,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,1,X,,1,1,,1,ISRAEL,0,0.0000
2017,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,1,0,0,X,EGYPT,1,1,EGYPT,1,ISRAEL,1,-18.0000
2014,Defense,Army,Defense,DEPARTMENT OF DEFENSE,FRS&C,Facilities and Construction,1,0,0,,PANAMA,1,1,PANAMA,1,ISRAEL,1,1555500.0000
