"","Fiscal.Year","Action.Obligation","Obligation.2016","vendor_count","hh_index","top4","top8","top12","top20","top50"
"1",1987-01-01,-171000,NA,1,0,0,0,0,0,0
"2",1988-01-01,7652670,NA,38,791.419943048277,0.452775614640116,0.697074201802203,0.697074201802203,0.952608744020469,1
"3",1989-01-01,NA,NA,1471,0,0,0,0,0,0
"4",1990-01-01,NA,NA,33758,0,0,0,0,0,0
"5",1991-01-01,136154193844,NA,35621,133.847347433208,0.18134962599753,0.269441252515864,0.269441252515864,0.408299719405924,0.531001371088007
"6",1992-01-01,123406660550,NA,40194,117.985546887185,0.155121040552269,0.25394507239193,0.25394507239193,0.414079117342121,0.539500213106021
"7",1993-01-01,121373382142,NA,39719,134.983992169652,0.176427176101507,0.269262376565944,0.269262376565944,0.410988580790243,0.543743688804991
"8",1994-01-01,117161902725,NA,32002,165.078902741962,0.205411528245409,0.294639161038798,0.294639161038798,0.414353988447666,0.525865651266518
"9",1995-01-01,116592014868,NA,33592,146.779727737379,0.195161631630772,0.27566403783687,0.27566403783687,0.407176282683177,0.514924666259645
"10",1996-01-01,118448779098,NA,37355,205.596082904608,0.231735212382855,0.313668110650079,0.313668110650079,0.427208644757303,0.520899821057875
"11",1997-01-01,115982151879,NA,34792,213.294828169516,0.249473182799415,0.328131266098368,0.328131266098368,0.432508000350459,0.528020866789306
"12",1998-01-01,116965882167,NA,32454,265.378287992535,0.284033942848331,0.35869966421081,0.35869966421081,0.463246233048711,0.548567553827232
"13",1999-01-01,122185036488,NA,32519,260.354669717682,0.285763528315433,0.353088107305764,0.353088107305764,0.444812796659574,0.536493983355653
"14",2000-01-01,132161205341.387,NA,32735,273.415108226041,0.286566238503761,0.362820819189446,0.362820819189446,0.461596008108915,0.557535798861883
"15",2001-01-01,143965398821.961,NA,34875,272.730093553794,0.281220412159643,0.387612872887423,0.387612872887423,0.478316511859666,0.568659612619301
"16",2002-01-01,169756187097.754,NA,47203,284.319258116684,0.298290162084935,0.387961192711232,0.387961192711232,0.476357071768963,0.568570429290407
"17",2003-01-01,211531252358.5,NA,59666,267.889923402536,0.282501472840629,0.380911082376175,0.380911082376175,0.49162090420007,0.590998115426146
"18",2004-01-01,229625803101.852,NA,71857,241.161299310305,0.267458911687855,0.378368933749004,0.378368933749004,0.481284358059702,0.586323029545242
"19",2005-01-01,265501570776.831,NA,87249,192.208651870612,0.236931166799586,0.338236808172577,0.338236808172577,0.456922877188504,0.573257192167212
"20",2006-01-01,295073836107.319,NA,84100,223.295382511073,0.257630206628341,0.355191846671651,0.355191846671651,0.471882480429417,0.582628152744777
"21",2007-01-01,327950089454.508,NA,86541,223.07627432308,0.255662732539955,0.360132979520332,0.360132979520332,0.479715369225688,0.595395416188071
"22",2008-01-01,391449772696.926,NA,86415,200.363430416151,0.222283434152119,0.356953393217868,0.356953393217868,0.495586606354131,0.610401228696867
"23",2009-01-01,367179443077.614,NA,86341,184.926557856441,0.225173847584314,0.323877356578085,0.323877356578085,0.442064497716027,0.566262067527207
"24",2010-01-01,362017471453.397,NA,84556,171.359496737631,0.213916018103212,0.311245491593345,0.311245491593345,0.428089127271025,0.562228133701289
"25",2011-01-01,368157287660.894,NA,81787,209.673564741981,0.24571440407189,0.342808707716838,0.342808707716838,0.453738318676407,0.579098699988696
"26",2012-01-01,356506603419.419,NA,76300,207.012812216724,0.241625819723445,0.331648045495494,0.331648045495494,0.441498675448943,0.576161331384872
"27",2013-01-01,305966265575.338,NA,69275,257.899179234807,0.265008448324347,0.349937464766612,0.349937464766612,0.465470139917996,0.589511651586651
"28",2014-01-01,282898666278.45,NA,66838,191.057618159565,0.235164151434322,0.325111594248858,0.325111594248858,0.435947489341827,0.548281501389203
"29",2015-01-01,272285910980.977,NA,65794,219.029379411832,0.244560514678115,0.340313453560996,0.340313453560996,0.446325729633667,0.556109232379962
"30",2016-01-01,295672906090.902,NA,63796,296.935109750229,0.289882476970597,0.377273921149892,0.377273921149892,0.482772361071947,0.581573644832643
