"","Fiscal.Year","NAICS_Code","Action.Obligation","Obligation.2016","vendor_count","hh_index","pct_sum_check","top4","top8","top12","top20","top50"
"82",2000-01-01,333611,13411591,0.0186220369341849,4,7394.17546424761,NA,1,1,1,1,1
"83",2000-01-01,333612,0,0,1,0,NA,0,0,0,0,0
"84",2000-01-01,333618,1552214,0.00215525409608442,2,8741.34172486645,1,1,1,1,1,1
"85",2000-01-01,333911,26838,3.7264648708692e-05,4,10000,NA,1,1,1,1,1
"86",2000-01-01,333912,28048,3.89447375728964e-05,1,10000,1,1,1,1,1,1
"87",2000-01-01,333923,35880,4.98194945848375e-05,2,10000,NA,1,1,1,1,1
"88",2000-01-01,333924,11485180,0.015947209108581,11,2925.97507538789,1,0.87317647611966,0.984535636359204,1,1,1
"89",2000-01-01,333991,1328484,0.00184460427658984,2,5444.31113788311,1,1,1,1,1,1
"90",2000-01-01,333992,113667,0.000157826992502083,1,10000,1,1,1,1,1,1
"91",2000-01-01,333995,0,0,1,0,NA,0,0,0,0,0
"92",2000-01-01,333999,14007291,0.0194491682865871,13,5369.34117177847,NA,0.975178997851904,0.991113842069819,1,1,1
"93",2000-01-01,334111,614339734.959,0.853012683919745,119,2142.17779559075,1,0.669887548503542,0.781487625950226,0.843487032520504,0.90995978997925,0.977651935535447
"94",2000-01-01,334112,9028349,0.0125358914190503,11,3349.68531137631,NA,0.86515463680015,0.988008438752202,1,1,1
"95",2000-01-01,334210,97094204,0.134815612329908,5,5231.15364588242,1,0.998948001056788,1,1,1,1
"96",2000-01-01,334220,169925788,0.235942499305748,17,2962.75376529313,NA,0.967987246996329,0.998678434318698,0.999866971654147,1,1
"97",2000-01-01,334290,579554779,0.804713661482921,70,2956.8260390828,NA,0.754299380260209,0.88298803116297,0.932537449205989,0.972818776951376,0.998071952341956
"98",2000-01-01,334310,1074448,0.0014918744793113,4,5368.24988656195,NA,1,1,1,1,1
"99",2000-01-01,334412,11860897,0.0164688933629547,2,6907.77422176318,1,1,1,1,1,1
"100",2000-01-01,334413,1684439,0.00233884893085254,5,7015.56548488513,1,0.982252845012494,1,1,1,1
"101",2000-01-01,334417,36333473,0.0504491432935296,4,6542.57536216499,1,1,1,1,1,1
"102",2000-01-01,334418,2919280,0.00405342960288809,9,1814.47324288196,NA,0.818377819188293,1,1,1,1
"103",2000-01-01,334419,156172506,0.216846023326854,10,3956.64664493499,NA,0.970999575831699,1,1,1,1
"104",2000-01-01,334510,67412,9.36017772840878e-05,2,10000,NA,1,1,1,1,1
"105",2000-01-01,334511,732760123,1.01743977089697,26,3109.84201945108,NA,0.894310700199135,0.964727282408519,0.994129718877021,0.999954492781227,1
"106",2000-01-01,334512,2706293,0.00375769647320189,11,2098.48528676006,1,0.837769598487673,0.950881519480707,1,1,1
"107",2000-01-01,334513,3901104,0.00541669536239933,16,1171.78558447626,1,0.591480001558533,0.857158127545433,0.959092092904983,1,1
"108",2000-01-01,334514,30212,4.19494584837545e-05,1,10000,1,1,1,1,1,1
"109",2000-01-01,334515,12191478,0.0169279061371841,8,4674.54593493225,1,0.957492192497087,1,1,1,1
"110",2000-01-01,334516,16802246,0.0233299722299361,48,722.331806618906,NA,0.469434324434959,0.602166281817324,0.692048491612371,0.81983908579841,1
"111",2000-01-01,334519,6026653,0.00836802693696195,18,1305.30874727016,NA,0.640341164490473,0.925687939889687,0.985575077908086,1,1
"112",2000-01-01,334613,763448,0.00106004998611497,6,1941.03737167209,1,0.822908698431327,1,1,1,1
"113",2000-01-01,335121,261560,0.000363176895306859,2,5002.86951254698,1,1,1,1,1,1
"114",2000-01-01,335122,0,0,1,0,NA,0,0,0,0,0
"115",2000-01-01,335221,203006,0.000281874479311302,1,10000,1,1,1,1,1,1
"116",2000-01-01,335222,2552140,0.00354365454040544,3,4495.91916829002,1,1,1,1,1,1
"117",2000-01-01,335224,569266,0.000790427658983616,2,8014.06496285854,1,1,1,1,1,1
"118",2000-01-01,335228,773334,0.00107377672868648,1,10000,1,1,1,1,1,1
"119",2000-01-01,335311,3800,5.27631213551791e-06,1,10000,1,1,1,1,1,1
"120",2000-01-01,335312,31723590,0.0440483060261039,8,9007.03486414519,NA,0.995898099805224,1,1,1,1
"121",2000-01-01,335313,4163974,0.00578169119688975,4,3258.39780671374,1,1,1,1,1,1
"122",2000-01-01,335314,2645119,0.00367275617883921,3,8910.06707367555,NA,1,1,1,1,1
"123",2000-01-01,335911,309164,0.000429275201332963,2,7767.58335621494,1,1,1,1,1,1
"124",2000-01-01,335921,904486,0.00125588169952791,1,10000,1,1,1,1,1,1
"125",2000-01-01,335931,2593875,0.00360160372118856,3,9086.45506817908,1,1,1,1,1,1
"126",2000-01-01,335999,71202086,0.0988643237989447,28,3448.33830440414,1,0.889559036233854,0.951143172968275,0.972530509850512,0.994455654009912,1
"127",2000-01-01,336111,2329920,0.00323510136073313,1,10000,1,1,1,1,1,1
"128",2000-01-01,336120,3005331,0.00417291169119689,6,3269.06988700812,1,0.924241955378626,1,1,1,1
"129",2000-01-01,336211,7615604,0.0105742904748681,11,4263.43222572896,NA,0.973616143906642,1,1,1,1
"130",2000-01-01,336212,26037788,0.0361535517911691,2,9992.32180596295,1,1,1,1,1,1
"131",2000-01-01,336214,34340752,0.0476822438211608,1,10000,1,1,1,1,1,1
"132",2000-01-01,336350,2781700,0.00386239933351847,2,10000,NA,1,1,1,1,1
"133",2000-01-01,336411,10025029301,13.9197851999445,17,4413.27677741454,NA,0.981479309593249,0.998466993740398,1,1,1
"134",2000-01-01,336412,951894181,1.32170811024715,15,3324.57675546353,NA,0.982715050340244,0.997565897505996,0.999862736843435,1,1
"135",2000-01-01,336413,1984602977,2.75562757150791,123,1772.4942715938,NA,0.693101306377815,0.87807390102489,0.953045786950868,0.991370493646095,1
"136",2000-01-01,336414,1267058821,1.7593152193835,11,2519.48247629155,1,0.831760725337312,0.987515757170992,1,1,1
"137",2000-01-01,336419,287479626,0.399166378783671,6,3659.17436539511,1,0.986900351679183,1,1,1,1
"138",2000-01-01,336611,1979667622,2.74877481532908,27,2637.22842239463,NA,0.992559713642677,0.999481421028161,0.99977558050904,1,1
"139",2000-01-01,336612,14980116,0.0207999389058595,14,2294.50182117927,NA,0.858064650500704,0.981948537648173,1,1,1
"140",2000-01-01,336991,469427,0.000651800888642044,2,6193.26438390292,1,1,1,1,1,1
"141",2000-01-01,336992,38622659,0.0536276853651763,2,9972.96083921047,1,1,1,1,1,1
"142",2000-01-01,336999,0,0,6,0,NA,0,0,0,0,0
"143",2000-01-01,337122,81914645,0.113738746181616,20,1038.31370819747,1,0.536349415907253,0.833803759999204,0.954526629517835,1,1
"144",2000-01-01,337124,12143169,0.0168608289364066,2,5038.45681679309,1,1,1,1,1,1
"145",2000-01-01,337127,6284131,0.00872553596223271,16,2532.22861665543,NA,0.827708715811303,0.931717527849117,0.984525465812218,1,1
"146",2000-01-01,337211,7756499,0.0107699236323244,21,2164.59193767579,1,0.742321374630487,0.877324679600939,0.945566678987517,0.996422612830866,1
"147",2000-01-01,337214,118268010,0.164215509580672,125,637.595590208649,1,0.438044970909716,0.631319813362887,0.725841036811222,0.80574169633868,0.929085692741427
"148",2000-01-01,337215,286617,0.000397968619827826,2,5409.58429985964,1,1,1,1,1,1
"149",2000-01-01,339112,7517227,0.0104376936961955,31,1165.94751546137,NA,0.639928260780205,0.831151433899761,0.901335026865625,0.970160406224263,1
"150",2000-01-01,339113,1719267,0.00238720772007776,7,9104.36495757933,NA,1,1,1,1,1
"151",2000-01-01,339114,3172013,0.00440435018050541,8,6736.14161140837,NA,0.957639517870828,1,1,1,1
"152",2000-01-01,339920,18030008,0.0250347236878645,34,2101.35568967471,1,0.645799602529294,0.805561317554601,0.876271602319866,0.955628194951439,1
"153",2000-01-01,339950,2390095,0.00331865454040544,10,2718.7024292923,1,0.813325411751416,0.960586503883737,1,1,1
"154",2000-01-01,339991,0,0,25,0,NA,0,0,0,0,0
"155",2000-01-01,339992,68665,9.53415717856151e-05,1,10000,1,1,1,1,1,1
"156",2000-01-01,339994,0,0,1,0,NA,0,0,0,0,0
"157",2000-01-01,339999,4485846,0.00622861149680644,13,3604.69437192365,NA,0.928208413752946,0.97775023930826,1,1,1
"158",2000-01-01,423120,12687,1.7615940016662e-05,1,10000,1,1,1,1,1,1
"159",2000-01-01,423430,4043017,0.00561374201610664,2,8913.7983833425,1,1,1,1,1,1
"160",2000-01-01,423450,0,0,3,0,NA,0,0,0,0,0
"161",2000-01-01,423460,0,0,1,0,NA,0,0,0,0,0
"162",2000-01-01,423610,0,0,3,0,NA,0,0,0,0,0
"163",2000-01-01,423620,464541,0.000645016662038323,5,3361.35728032438,1,0.945735683179741,1,1,1,1
"164",2000-01-01,423710,0,0,1,0,NA,0,0,0,0,0
"165",2000-01-01,423720,0,0,1,0,NA,0,0,0,0,0
"166",2000-01-01,423830,0,0,6,0,NA,0,0,0,0,0
"167",2000-01-01,423840,0,0,1,0,NA,0,0,0,0,0
"168",2000-01-01,423850,29223,4.05762288253263e-05,1,10000,1,1,1,1,1,1
"169",2000-01-01,423860,0,0,1,0,NA,0,0,0,0,0
"170",2000-01-01,423940,236019,0.000327713135240211,4,3901.27311089453,1,1,1,1,1,1
"171",2000-01-01,423990,0,0,1,0,NA,0,0,0,0,0
"172",2000-01-01,424110,0,0,1,0,NA,0,0,0,0,0
"173",2000-01-01,424210,0,0,1,0,NA,0,0,0,0,0
"174",2000-01-01,424410,0,0,1,0,NA,0,0,0,0,0
"175",2000-01-01,424450,0,0,1,0,NA,0,0,0,0,0
"176",2000-01-01,424690,0,0,1,0,NA,0,0,0,0,0
"177",2000-01-01,424950,0,0,1,0,NA,0,0,0,0,0
"178",2000-01-01,441310,3154370,0.00437985281866148,9,2864.24775156852,NA,0.906736685930947,1,1,1,1
"179",2000-01-01,441320,195390.9815,0.000271301001805054,1,10000,1,1,1,1,1,1
"180",2000-01-01,444130,2051120.3501,0.00284798715648431,5,7626.15023720653,NA,1,1,1,1,1
"181",2000-01-01,448150,0,0,1,0,NA,0,0,0,0,0
"182",2000-01-01,451110,8157082,0.0113261344071091,3,6487.01360263437,1,1,1,1,1,1
"183",2000-01-01,451211,93121,0.000129298805887254,1,10000,1,1,1,1,1,1
"184",2000-01-01,453110,0,0,1,0,NA,0,0,0,0,0
"185",2000-01-01,453210,199793.3999,0.00027741377381283,3,5664.80585001626,1,1,1,1,1,1
"186",2000-01-01,454390,0,0,1,0,NA,0,0,0,0,0
"187",2000-01-01,481112,100740,0.000139877811718967,1,10000,1,1,1,1,1,1
"188",2000-01-01,481219,5562104,0.00772299916689809,1,10000,1,1,1,1,1,1
"189",2000-01-01,483111,610345771,0.84746705220772,7,2872.77765418326,1,0.936948330227719,1,1,1,1
"190",2000-01-01,483114,0,0,1,0,NA,0,0,0,0,0
"191",2000-01-01,484110,0,0,12,0,NA,0,0,0,0,0
"192",2000-01-01,484210,0,0,3,0,NA,0,0,0,0,0
"193",2000-01-01,485310,1554918,0.0021590086087198,2,10000,NA,1,1,1,1,1
"194",2000-01-01,485410,422484,0.000586620383226881,3,4382.94386498524,1,1,1,1,1,1
"195",2000-01-01,488119,5552172.5,0.00770920924743127,5,7400.49059251375,1,0.989560843075391,1,1,1,1
"196",2000-01-01,488190,60233822,0.0836348542071647,5,3538.34974415649,1,0.973789908267817,1,1,1,1
"197",2000-01-01,488310,9010000,0.0125104137739517,2,9977.82707831107,1,1,1,1,1,1
"198",2000-01-01,488330,36277938,0.0503720327686754,2,5056.05888223048,1,1,1,1,1,1
"199",2000-01-01,488991,0,0,2,0,NA,0,0,0,0,0
"200",2000-01-01,492110,0,0,5,0,NA,0,0,0,0,0
"201",2000-01-01,493110,378592,0.000525676201055262,2,10000,NA,1,1,1,1,1
"202",2000-01-01,493190,26855886.3198,0.0372894839208553,4,8642.35668013084,1,1,1,1,1,1
"203",2000-01-01,511120,5401685,0.00750025687309081,5,5417.6208372815,1,0.973778552433176,1,1,1,1
"204",2000-01-01,511130,659570,0.000915815051374618,5,2795.35547991086,1,0.950410115681429,1,1,1,1
"205",2000-01-01,511199,10822955,0.0150277075812274,4,7339.97735723726,1,1,1,1,1,1
"206",2000-01-01,511210,29134127,0.0404528283810053,21,1264.90114496429,NA,0.639941891100698,0.853139448228734,0.95059464881033,1,1
"207",2000-01-01,512220,3884.09,5.39307136906415e-06,1,10000,1,1,1,1,1,1
"208",2000-01-01,512240,129257,0.000179473757289642,1,10000,1,1,1,1,1,1
"209",2000-01-01,515210,96195,0.000133567064704249,2,10000,NA,1,1,1,1,1
"210",2000-01-01,517110,15973947,0.0221798764232158,24,1632.1487641679,NA,0.692706741756996,0.876895823056319,0.952561535262711,0.998858567207881,1
"211",2000-01-01,517410,1768248,0.00245521799500139,1,10000,1,1,1,1,1,1
"212",2000-01-01,518210,83405961.1719,0.115809443448903,32,2945.12413522246,NA,0.759665044140691,0.863673561339305,0.924111129489999,0.984591823503679,1
"213",2000-01-01,522190,778161,0.00108047903360178,3,6039.25571348678,1,1,1,1,1,1
"214",2000-01-01,523999,89350,0.000124062760344349,1,10000,1,1,1,1,1,1
"215",2000-01-01,531210,185452,0.000257500694251597,1,10000,1,1,1,1,1,1
"216",2000-01-01,532111,81812,0.000113596223271314,1,10000,1,1,1,1,1,1
"217",2000-01-01,532299,102715,0.000142620105526243,2,7344.73973260595,1,1,1,1,1,1
"218",2000-01-01,532411,4010000,0.00556789780616495,2,9950.24906561526,1,1,1,1,1,1
"219",2000-01-01,532412,37500,5.20688697584005e-05,3,10000,NA,1,1,1,1,1
"220",2000-01-01,532420,95320,0.000132352124409886,1,10000,1,1,1,1,1,1
"221",2000-01-01,532490,182931,0.000254000277700639,3,9163.60361993194,NA,1,1,1,1,1
"222",2000-01-01,541110,3469796,0.0048178228269925,3,7077.54812380574,1,1,1,1,1,1
"223",2000-01-01,541199,681780,0.000946653707303527,1,10000,1,1,1,1,1,1
"224",2000-01-01,541211,18884639,0.0262213815606776,5,6851.43692687805,1,0.993113662379249,1,1,1,1
"225",2000-01-01,541219,20720274,0.0287701666203832,12,4185.85721019043,1,0.957735549249976,0.992353672543133,1,1,1
"226",2000-01-01,541310,145741746,0.202362879755623,24,6646.23946967503,NA,0.972797767426283,0.993458206928193,0.997804583630113,0.999989444948741,1
"227",2000-01-01,541330,2668787166.3281,3.70561950337142,204,1372.60703964857,NA,0.678764594888297,0.804718865042409,0.852179214747127,0.907669609734488,0.97246645853067
"228",2000-01-01,541350,0,0,2,0,NA,0,0,0,0,0
"229",2000-01-01,541360,47178,6.55068036656484e-05,2,6559.73993328934,1,1,1,1,1,1
"230",2000-01-01,541370,2287900,0.00317675645653985,4,4734.5556480373,1,1,1,1,1,1
"231",2000-01-01,541380,6394704,0.00887906692585393,6,4418.36084182632,NA,0.989494118883376,1,1,1,1
"232",2000-01-01,541410,7711254,0.0107071008053319,1,10000,1,1,1,1,1,1
"233",2000-01-01,541511,723184928,1.00414458206054,134,1035.98000874827,1,0.54788991675446,0.676351227828686,0.748550220062108,0.832543300736489,0.952244235654203
"234",2000-01-01,541512,520975998,0.723376836989725,84,1559.3736809676,NA,0.626700549072128,0.764513483402358,0.820709573265216,0.896444534475464,0.983229246580377
"235",2000-01-01,541513,9495971.2177,0.0131851863617051,10,1855.22429727749,NA,0.801494659494496,1,1,1,1
"236",2000-01-01,541519,933553448.22,1.29624194420994,243,283.014677998003,NA,0.249857250364664,0.405427519294542,0.501768351256854,0.615372149262865,0.818503022385526
"237",2000-01-01,541611,413479616.9453,0.574117768599417,143,601.154430560096,NA,0.412810548777547,0.623641562445391,0.700013160984196,0.809731793699753,0.947986266737447
"238",2000-01-01,541612,97238,0.000135015273535129,2,5009.58758623542,1,1,1,1,1,1
"239",2000-01-01,541614,3288904,0.00456665370730353,6,3394.20731528491,1,0.961841391539552,1,1,1,1
"240",2000-01-01,541618,37860921,0.0525700097195224,3,8708.65534253389,1,1,1,1,1,1
"241",2000-01-01,541620,53603549,0.0744286989725076,60,683.370312427137,NA,0.455020259634438,0.590668216078076,0.6911113353951,0.835256264004889,0.989480138521084
"242",2000-01-01,541690,7429107,0.0103153387947792,10,4763.57122979179,1,0.885510196582173,0.976155007593779,1,1,1
"243",2000-01-01,541712,69759544,0.0968613496251041,7,7939.46765425135,1,0.979901717820862,1,1,1,1
"244",2000-01-01,541720,196191.54,0.000272412579838934,2,10000,NA,1,1,1,1,1
"245",2000-01-01,541810,50000,6.94251596778673e-05,1,10000,1,1,1,1,1,1
"246",2000-01-01,541820,2170446,0.00301367120244377,13,1758.49743367967,1,0.752398354992476,0.900692760842702,0.988071115337585,1,1
"247",2000-01-01,541930,375440,0.00052129963898917,1,10000,1,1,1,1,1,1
"248",2000-01-01,541990,384132911,0.53336977367398,26,7871.71394489051,NA,0.957277974549804,0.984037155306383,0.994737274672099,1,1
"249",2000-01-01,561110,58098365.9297,0.0806697666338517,4,8541.52764748366,1,1,1,1,1,1
"250",2000-01-01,561210,437772009,0.607847832546515,39,864.898603546891,NA,0.483107141735962,0.747117758275861,0.871061157772652,0.976922247671619,1
"251",2000-01-01,561330,175625,0.000243855873368509,1,10000,1,1,1,1,1,1
"252",2000-01-01,561450,969419,0.00134604137739517,4,3467.09771566826,1,1,1,1,1,1
"253",2000-01-01,561499,25810411.3984,0.0358378386537073,2,9856.22695434233,1,1,1,1,1,1
"254",2000-01-01,561611,585993,0.000813653151902249,3,4807.8727185005,1,1,1,1,1,1
"255",2000-01-01,561612,151128,0.000209841710635934,1,10000,1,1,1,1,1,1
"256",2000-01-01,561613,141974,0.000197131352402111,1,10000,1,1,1,1,1,1
"257",2000-01-01,561621,0,0,1,0,NA,0,0,0,0,0
"258",2000-01-01,561710,78654,0.000109211330186059,2,8721.16806803184,1,1,1,1,1,1
"259",2000-01-01,561720,11861935,0.0164703346292696,12,1907.9518316238,NA,0.773482235402571,0.98074100051973,1,1,1
"260",2000-01-01,561730,6320722.6484,0.00877634358289364,10,2905.15218260738,NA,0.87952553991706,1,1,1,1
"261",2000-01-01,561790,0,0,2,0,NA,0,0,0,0,0
"262",2000-01-01,561990,81876139,0.113685280477645,9,9803.58086629027,NA,1,1,1,1,1
"263",2000-01-01,562111,3735874,0.00518727297972785,4,3988.45575992918,1,1,1,1,1,1
"264",2000-01-01,562112,76395,0.000106074701471813,2,10000,NA,1,1,1,1,1
"265",2000-01-01,562119,110100,0.000152874201610664,3,5656.66090029624,NA,1,1,1,1,1
"266",2000-01-01,562211,13582656.4883,0.0188595619109969,6,4340.06646797939,NA,1,1,1,1,1
"267",2000-01-01,562212,-505022,-0.000701224659816718,2,0,NA,0,0,0,0,0
"268",2000-01-01,562910,290277298,0.403050955290197,23,1202.74158940991,NA,0.564833116877221,0.866679031166912,0.972396395311304,0.999759329577745,1
"269",2000-01-01,562991,38728,5.37739516800889e-05,1,10000,1,1,1,1,1,1
"270",2000-01-01,611310,22113089,0.0307040946959178,94,239.23474552199,NA,0.185106069984162,0.323029948461746,0.434784393984938,0.609646440621661,0.899111517165241
"271",2000-01-01,611420,17708181,0.0245878658705915,10,4444.14926919009,1,0.964035492973558,0.99598812548844,1,1,1
"272",2000-01-01,611430,12455612,0.0172946570397112,10,6931.01105677268,NA,0.978144229283957,0.998371818261519,1,1,1
"273",2000-01-01,611512,107864811,0.149770634545959,3,3741.38677345296,1,1,1,1,1,1
"274",2000-01-01,611519,6163323,0.00855779366842544,1,10000,1,1,1,1,1,1
"275",2000-01-01,611620,52760,7.32574284920855e-05,1,10000,1,1,1,1,1,1
