"","StartFY","Ceil.Simple","Dur.Simple","ContractCount","Action.Obligation","metric","Quantile","pCRai"
"533",2007,"0k - <100k","(~2 years+]",7046,1977014362.3252,"Contracts within Period","90th Percentile",0
"534",2007,"0k - <100k","<~1 year",799435,15310345279.4389,"Contracts within Period","90th Percentile",0
"535",2007,"100k - <10m","(~1 year,~2 years]",22075,29122221394.3167,"Contracts within Period","90th Percentile",0
"536",2007,"100k - <10m","(~2 years+]",5717,10843574974.7633,"Contracts within Period","90th Percentile",0
"537",2007,"100k - <10m","<~1 year",86281,58810468779.617,"Contracts within Period","90th Percentile",0
"538",2007,"10m+","(~1 year,~2 years]",1186,50474588423.5698,"Contracts within Period","90th Percentile",0.0517238003057505
"539",2007,"10m+","(~2 years+]",706,44800935453.8877,"Contracts within Period","90th Percentile",0.0383431908446576
"540",2007,"10m+","<~1 year",1674,40448697061.1124,"Contracts within Period","90th Percentile",0.00251105021791429
"541",2008,"0k - <100k","(~1 year,~2 years]",35030,2266221672.107,"Contracts within Period","90th Percentile",0
"542",2008,"0k - <100k","(~2 years+]",6092,618892626.1556,"Contracts within Period","90th Percentile",0
"543",2008,"0k - <100k","<~1 year",846741,15994548650.7544,"Contracts within Period","90th Percentile",0
"544",2008,"100k - <10m","(~1 year,~2 years]",23205,31411082323.4901,"Contracts within Period","90th Percentile",0
"545",2008,"100k - <10m","(~2 years+]",4925,9507391504.3006,"Contracts within Period","90th Percentile",0
"546",2008,"100k - <10m","<~1 year",92643,65358214313.8484,"Contracts within Period","90th Percentile",0
"547",2008,"10m+","(~1 year,~2 years]",1457,63569047630.6706,"Contracts within Period","90th Percentile",0.0462383898709263
"548",2008,"10m+","(~2 years+]",698,70245486165.1772,"Contracts within Period","90th Percentile",0.0635812246366592
"549",2008,"10m+","<~1 year",1786,54722136760.3663,"Contracts within Period","90th Percentile",0.00724933374056526
"550",2009,"0k - <100k","(~1 year,~2 years]",31608,1681044711.8143,"Contracts within Period","90th Percentile",0
"551",2009,"0k - <100k","(~2 years+]",4237,1034769135.8481,"Contracts within Period","90th Percentile",0
"552",2009,"0k - <100k","<~1 year",757602,14298566039.1159,"Contracts within Period","90th Percentile",0
"553",2009,"100k - <10m","(~1 year,~2 years]",22605,30971788121.2408,"Contracts within Period","90th Percentile",0
"554",2009,"100k - <10m","(~2 years+]",5101,9113345808.836,"Contracts within Period","90th Percentile",0
"555",2009,"100k - <10m","<~1 year",93538,63229896369.9518,"Contracts within Period","90th Percentile",0
"556",2009,"10m+","(~1 year,~2 years]",1388,64922294449.3372,"Contracts within Period","90th Percentile",0.0686053855958607
"557",2009,"10m+","(~2 years+]",747,62548853170.7377,"Contracts within Period","90th Percentile",0.0614266631261966
"558",2009,"10m+","<~1 year",1591,49941164177.5974,"Contracts within Period","90th Percentile",0.00559191395587773
"559",2010,"0k - <100k","(~1 year,~2 years]",30593,1797279663.7696,"Contracts within Period","90th Percentile",0
"560",2010,"0k - <100k","(~2 years+]",5109,399717223.3655,"Contracts within Period","90th Percentile",0
"561",2010,"0k - <100k","<~1 year",754598,16635377762.6929,"Contracts within Period","90th Percentile",0
"562",2010,"100k - <10m","(~1 year,~2 years]",22084,31463820232.1992,"Contracts within Period","90th Percentile",0
"563",2010,"100k - <10m","(~2 years+]",5299,9602713363.4923,"Contracts within Period","90th Percentile",0
"564",2010,"100k - <10m","<~1 year",91656,62737184636.9412,"Contracts within Period","90th Percentile",0
"565",2010,"10m+","(~1 year,~2 years]",1335,53606776110.4485,"Contracts within Period","90th Percentile",0.0657881401599429
"566",2010,"10m+","(~2 years+]",861,41522833916.6976,"Contracts within Period","90th Percentile",0.0219982393715268
"567",2010,"10m+","<~1 year",1345,51851693192.2024,"Contracts within Period","90th Percentile",0.00692270907717354
"568",2011,"0k - <100k","(~1 year,~2 years]",33148,1334091957.8587,"Contracts within Period","90th Percentile",0
"569",2011,"0k - <100k","(~2 years+]",6575,399587035.6415,"Contracts within Period","90th Percentile",0
"570",2011,"0k - <100k","<~1 year",720312,13640022132.3991,"Contracts within Period","90th Percentile",0
"571",2011,"100k - <10m","(~1 year,~2 years]",24252,32174488768.7305,"Contracts within Period","90th Percentile",0
"572",2011,"100k - <10m","(~2 years+]",5166,9118797004.9505,"Contracts within Period","90th Percentile",0
"573",2011,"100k - <10m","<~1 year",86064,55474372540.5382,"Contracts within Period","90th Percentile",0
"574",2011,"10m+","(~1 year,~2 years]",1550,55818976409.2601,"Contracts within Period","90th Percentile",0.0375664829607743
"575",2011,"10m+","(~2 years+]",817,35863998434.9496,"Contracts within Period","90th Percentile",0.056293234306624
"576",2011,"10m+","<~1 year",1168,42824145961.7137,"Contracts within Period","90th Percentile",0.0133945324703434
"577",2012,"0k - <100k","(~1 year,~2 years]",31356,2067722050.4115,"Contracts within Period","90th Percentile",0
"578",2012,"0k - <100k","(~2 years+]",6616,181347308.6989,"Contracts within Period","90th Percentile",0
"579",2012,"0k - <100k","<~1 year",684150,12303167282.7849,"Contracts within Period","90th Percentile",0
"580",2012,"100k - <10m","(~1 year,~2 years]",23355,30518360231.14,"Contracts within Period","90th Percentile",0
"581",2012,"100k - <10m","(~2 years+]",4458,7454761848.009,"Contracts within Period","90th Percentile",0
"582",2012,"100k - <10m","<~1 year",82263,51465586445.256,"Contracts within Period","90th Percentile",0
"583",2012,"10m+","(~1 year,~2 years]",1312,49377155032.7515,"Contracts within Period","90th Percentile",0.0355995167453019
"584",2012,"10m+","(~2 years+]",592,31538407277.2743,"Contracts within Period","90th Percentile",0.0369443176377717
"585",2012,"10m+","<~1 year",984,34117720659.5202,"Contracts within Period","90th Percentile",0.00823343343305835
"586",2013,"0k - <100k","(~1 year,~2 years]",27230,886100750.3667,"Contracts within Period","90th Percentile",0
"587",2013,"0k - <100k","(~2 years+]",2864,74457089.9772,"Contracts within Period","90th Percentile",0
"588",2013,"0k - <100k","<~1 year",625080,10825043663.8563,"Contracts within Period","90th Percentile",0
"589",2013,"100k - <10m","(~1 year,~2 years]",18623,22375119315.402,"Contracts within Period","90th Percentile",0
"590",2013,"100k - <10m","(~2 years+]",2929,4426322245.4999,"Contracts within Period","90th Percentile",0
"591",2013,"100k - <10m","<~1 year",69697,44094982415.848,"Contracts within Period","90th Percentile",0
"592",2013,"10m+","(~1 year,~2 years]",829,27049364847.6771,"Contracts within Period","90th Percentile",0.027240293951005
"593",2013,"10m+","(~2 years+]",455,23000070693.6988,"Contracts within Period","90th Percentile",0.0111807907770663
"594",2013,"10m+","<~1 year",814,24368593829.5934,"Contracts within Period","90th Percentile",0.00273505559713468
"595",2014,"0k - <100k","(~1 year,~2 years]",29911,825183744.3023,"Contracts within Period","90th Percentile",0
"596",2014,"0k - <100k","(~2 years+]",3456,88007861.5304,"Contracts within Period","90th Percentile",0
"597",2014,"0k - <100k","<~1 year",654020,11605629480.2372,"Contracts within Period","90th Percentile",0
"598",2014,"100k - <10m","(~1 year,~2 years]",18810,20973572049.2012,"Contracts within Period","90th Percentile",0
"599",2014,"100k - <10m","(~2 years+]",2444,3452297576.5646,"Contracts within Period","90th Percentile",0
"600",2014,"100k - <10m","<~1 year",76880,45661149336.5356,"Contracts within Period","90th Percentile",0
"601",2014,"10m+","(~1 year,~2 years]",692,17841231886.6238,"Contracts within Period","90th Percentile",0.0222532878950142
"602",2014,"10m+","(~2 years+]",267,7738240609.8874,"Contracts within Period","90th Percentile",0.0319274940327722
"603",2014,"10m+","<~1 year",869,20371960544.2321,"Contracts within Period","90th Percentile",0
"604",2015,"0k - <100k","(~1 year,~2 years]",38626,972228638.6238,"Contracts within Period","90th Percentile",0
"605",2015,"0k - <100k","(~2 years+]",1449,32604881.1972,"Contracts within Period","90th Percentile",0
"606",2015,"0k - <100k","<~1 year",2484913,12624516538.753,"Contracts within Period","90th Percentile",0
"607",2015,"100k - <10m","(~1 year,~2 years]",18914,19425990168.6043,"Contracts within Period","90th Percentile",0
"608",2015,"100k - <10m","(~2 years+]",849,965704389.3911,"Contracts within Period","90th Percentile",0
"609",2015,"100k - <10m","<~1 year",69716,38349636675.3321,"Contracts within Period","90th Percentile",0
"610",2015,"10m+","(~1 year,~2 years]",682,16182377356.4218,"Contracts within Period","90th Percentile",0
"611",2015,"10m+","(~2 years+]",61,2886022519.3607,"Contracts within Period","90th Percentile",0.0114444564808738
"612",2015,"10m+","<~1 year",656,14236372245.2553,"Contracts within Period","90th Percentile",0
"613",2016,"0k - <100k","(~1 year,~2 years]",32670,711809119.1542,"Contracts within Period","90th Percentile",0
"614",2016,"0k - <100k","<~1 year",2928471,13392686210.4429,"Contracts within Period","90th Percentile",0
"615",2016,"100k - <10m","(~1 year,~2 years]",10268,8873580481.5906,"Contracts within Period","90th Percentile",0
"616",2016,"100k - <10m","<~1 year",69845,35637984619.3216,"Contracts within Period","90th Percentile",0
"617",2016,"10m+","(~1 year,~2 years]",288,7744466492.5811,"Contracts within Period","90th Percentile",0.000340809459884795
"618",2016,"10m+","<~1 year",550,11034051984.7729,"Contracts within Period","90th Percentile",0
"619",2007,"0k - <100k","(~1 year,~2 years]",30477,2225721897.4091,"Early Results for All Contracts","90th Percentile",0
"620",2007,"0k - <100k","(~2 years+]",7946,2171916823.0491,"Early Results for All Contracts","90th Percentile",0
"621",2007,"0k - <100k","<~1 year",799455,15331636679.4867,"Early Results for All Contracts","90th Percentile",0
"622",2007,"100k - <10m","(~1 year,~2 years]",22101,29850509328.3448,"Early Results for All Contracts","90th Percentile",0
"623",2007,"100k - <10m","(~2 years+]",6435,11870991010.1498,"Early Results for All Contracts","90th Percentile",0
"624",2007,"100k - <10m","<~1 year",86314,58934623249.1137,"Early Results for All Contracts","90th Percentile",0
"625",2007,"10m+","(~1 year,~2 years]",1195,51271591963.9378,"Early Results for All Contracts","90th Percentile",0.0519351032264431
"626",2007,"10m+","(~2 years+]",776,71206629704.0816,"Early Results for All Contracts","90th Percentile",0.042783478312192
"627",2007,"10m+","<~1 year",1683,52832591307.0637,"Early Results for All Contracts","90th Percentile",0.00341618675128193
"628",2008,"0k - <100k","(~1 year,~2 years]",35055,2559782111.2468,"Early Results for All Contracts","90th Percentile",0
"629",2008,"0k - <100k","(~2 years+]",7571,731210756.2179,"Early Results for All Contracts","90th Percentile",0
"630",2008,"0k - <100k","<~1 year",846839,16080919051.7592,"Early Results for All Contracts","90th Percentile",0
"631",2008,"100k - <10m","(~1 year,~2 years]",23264,32049376415.0933,"Early Results for All Contracts","90th Percentile",0
"632",2008,"100k - <10m","(~2 years+]",5726,11347189008.2488,"Early Results for All Contracts","90th Percentile",0
"633",2008,"100k - <10m","<~1 year",92839,67259115275.0238,"Early Results for All Contracts","90th Percentile",0
"634",2008,"10m+","(~1 year,~2 years]",1470,76137848910.9658,"Early Results for All Contracts","90th Percentile",0.0468957092737564
"635",2008,"10m+","(~2 years+]",768,95351890249.4356,"Early Results for All Contracts","90th Percentile",0.0689853568974128
"636",2008,"10m+","<~1 year",1806,71781317494.4757,"Early Results for All Contracts","90th Percentile",0.0100916801962767
"637",2009,"0k - <100k","(~1 year,~2 years]",31626,4015666340.7105,"Early Results for All Contracts","90th Percentile",0
"638",2009,"0k - <100k","(~2 years+]",5181,1067649171.2731,"Early Results for All Contracts","90th Percentile",0
"639",2009,"0k - <100k","<~1 year",757766,14336007474.5423,"Early Results for All Contracts","90th Percentile",0
"640",2009,"100k - <10m","(~1 year,~2 years]",22700,31607640000.2465,"Early Results for All Contracts","90th Percentile",0
"641",2009,"100k - <10m","(~2 years+]",5516,11317166919.8411,"Early Results for All Contracts","90th Percentile",0
"642",2009,"100k - <10m","<~1 year",93700,64914699191.8222,"Early Results for All Contracts","90th Percentile",0
"643",2009,"10m+","(~1 year,~2 years]",1408,78153955252.363,"Early Results for All Contracts","90th Percentile",0.069563959415452
"644",2009,"10m+","(~2 years+]",825,109388728125.148,"Early Results for All Contracts","90th Percentile",0.0819782198915991
"645",2009,"10m+","<~1 year",1621,60738224712.3245,"Early Results for All Contracts","90th Percentile",0.0077812797402452
"646",2010,"0k - <100k","(~1 year,~2 years]",30617,1837509192.239,"Early Results for All Contracts","90th Percentile",0
"647",2010,"0k - <100k","(~2 years+]",6148,1101536953.2289,"Early Results for All Contracts","90th Percentile",0
"648",2010,"0k - <100k","<~1 year",754951,16711980500.545,"Early Results for All Contracts","90th Percentile",0
"649",2010,"100k - <10m","(~1 year,~2 years]",22152,32002598798.4265,"Early Results for All Contracts","90th Percentile",0
"650",2010,"100k - <10m","(~2 years+]",5658,10750868822.2295,"Early Results for All Contracts","90th Percentile",0
"651",2010,"100k - <10m","<~1 year",91856,64243223935.3407,"Early Results for All Contracts","90th Percentile",0
"652",2010,"10m+","(~1 year,~2 years]",1378,62652034995.0287,"Early Results for All Contracts","90th Percentile",0.0702750605091743
"653",2010,"10m+","(~2 years+]",950,67871439229.3798,"Early Results for All Contracts","90th Percentile",0.0224139076270497
"654",2010,"10m+","<~1 year",1372,75663216265.5873,"Early Results for All Contracts","90th Percentile",0.0071820984901994
"655",2011,"0k - <100k","(~1 year,~2 years]",33187,1374313952.1122,"Early Results for All Contracts","90th Percentile",0
"656",2011,"0k - <100k","(~2 years+]",7592,967845745.9544,"Early Results for All Contracts","90th Percentile",0
"657",2011,"0k - <100k","<~1 year",720531,13712761047.2793,"Early Results for All Contracts","90th Percentile",0
"658",2011,"100k - <10m","(~1 year,~2 years]",24377,35357454889.1148,"Early Results for All Contracts","90th Percentile",0
"659",2011,"100k - <10m","(~2 years+]",5684,10662733338.6148,"Early Results for All Contracts","90th Percentile",0
"660",2011,"100k - <10m","<~1 year",86437,61449107450.268,"Early Results for All Contracts","90th Percentile",0
"661",2011,"10m+","(~1 year,~2 years]",1593,82438414713.6518,"Early Results for All Contracts","90th Percentile",0.0418877000304672
"662",2011,"10m+","(~2 years+]",1023,80149933480.4068,"Early Results for All Contracts","90th Percentile",0.0465070253462449
"663",2011,"10m+","<~1 year",1205,51037574741.6963,"Early Results for All Contracts","90th Percentile",0.0143922284220985
"664",2012,"0k - <100k","(~1 year,~2 years]",31468,2093720174.6796,"Early Results for All Contracts","90th Percentile",0
"665",2012,"0k - <100k","(~2 years+]",7343,237163507.8615,"Early Results for All Contracts","90th Percentile",0
"666",2012,"0k - <100k","<~1 year",684443,12733672066.3087,"Early Results for All Contracts","90th Percentile",0
"667",2012,"100k - <10m","(~1 year,~2 years]",23688,31708057116.3042,"Early Results for All Contracts","90th Percentile",0
"668",2012,"100k - <10m","(~2 years+]",5136,9416529789.6232,"Early Results for All Contracts","90th Percentile",0
"669",2012,"100k - <10m","<~1 year",82528,53366212980.6853,"Early Results for All Contracts","90th Percentile",0
"670",2012,"10m+","(~1 year,~2 years]",1398,77435308058.9747,"Early Results for All Contracts","90th Percentile",0.0425417247634991
"671",2012,"10m+","(~2 years+]",784,109575677005.146,"Early Results for All Contracts","90th Percentile",0.0510532826519244
"672",2012,"10m+","<~1 year",1030,54824229276.6201,"Early Results for All Contracts","90th Percentile",0.0101828616615586
"673",2013,"0k - <100k","(~1 year,~2 years]",27680,990409103.4534,"Early Results for All Contracts","90th Percentile",0
"674",2013,"0k - <100k","(~2 years+]",5247,177879879.9455,"Early Results for All Contracts","90th Percentile",0
"675",2013,"0k - <100k","<~1 year",625520,10928614149.253,"Early Results for All Contracts","90th Percentile",0
"676",2013,"100k - <10m","(~1 year,~2 years]",19862,26173561271.9926,"Early Results for All Contracts","90th Percentile",0
"677",2013,"100k - <10m","(~2 years+]",4204,7113376170.6444,"Early Results for All Contracts","90th Percentile",0
"678",2013,"100k - <10m","<~1 year",70419,47299622368.3284,"Early Results for All Contracts","90th Percentile",0
"679",2013,"10m+","(~1 year,~2 years]",1025,44540949443.8116,"Early Results for All Contracts","90th Percentile",0.0281335111129538
"680",2013,"10m+","(~2 years+]",739,78587225732.8313,"Early Results for All Contracts","90th Percentile",0.0332209659265235
"681",2013,"10m+","<~1 year",977,44246763167.1629,"Early Results for All Contracts","90th Percentile",0.00822622301995111
"682",2014,"0k - <100k","(~1 year,~2 years]",30853,908662472.3582,"Early Results for All Contracts","90th Percentile",0
"683",2014,"0k - <100k","(~2 years+]",6976,336393941.4656,"Early Results for All Contracts","90th Percentile",0
"684",2014,"0k - <100k","<~1 year",655246,12400243804.8409,"Early Results for All Contracts","90th Percentile",0
"685",2014,"100k - <10m","(~1 year,~2 years]",20908,25822114894.5052,"Early Results for All Contracts","90th Percentile",0
"686",2014,"100k - <10m","(~2 years+]",4427,7911305900.2678,"Early Results for All Contracts","90th Percentile",0
"687",2014,"100k - <10m","<~1 year",78352,49504024205.8266,"Early Results for All Contracts","90th Percentile",0
"688",2014,"10m+","(~1 year,~2 years]",1002,39063412182.0385,"Early Results for All Contracts","90th Percentile",0.0256048320504804
"689",2014,"10m+","(~2 years+]",674,51655679044.161,"Early Results for All Contracts","90th Percentile",0.0434468843667838
"690",2014,"10m+","<~1 year",1087,41713698996.1659,"Early Results for All Contracts","90th Percentile",0
"691",2015,"0k - <100k","(~1 year,~2 years]",41164,1215877963.7185,"Early Results for All Contracts","90th Percentile",0
"692",2015,"0k - <100k","(~2 years+]",5991,221935712.4822,"Early Results for All Contracts","90th Percentile",0.862317612344721
"693",2015,"0k - <100k","<~1 year",2486526,12785333023.4996,"Early Results for All Contracts","90th Percentile",0
"694",2015,"100k - <10m","(~1 year,~2 years]",23726,30268713212.1981,"Early Results for All Contracts","90th Percentile",0
"695",2015,"100k - <10m","(~2 years+]",4477,7672157335.0281,"Early Results for All Contracts","90th Percentile",0
"696",2015,"100k - <10m","<~1 year",72129,44104002775.9147,"Early Results for All Contracts","90th Percentile",0
"697",2015,"10m+","(~1 year,~2 years]",1360,38662111780.7029,"Early Results for All Contracts","90th Percentile",0.00666698928775204
"698",2015,"10m+","(~2 years+]",748,44116443662.25,"Early Results for All Contracts","90th Percentile",0.0180826881705499
"699",2015,"10m+","<~1 year",925,37224490029.275,"Early Results for All Contracts","90th Percentile",0
"700",2016,"0k - <100k","(~1 year,~2 years]",47430,1267989862.9091,"Early Results for All Contracts","90th Percentile",0
"701",2016,"0k - <100k","(~2 years+]",4802,147784108.807,"Early Results for All Contracts","90th Percentile",0
"702",2016,"0k - <100k","<~1 year",2933728,13824809188.7508,"Early Results for All Contracts","90th Percentile",0
"703",2016,"100k - <10m","(~1 year,~2 years]",22337,26407581956.136,"Early Results for All Contracts","90th Percentile",0
"704",2016,"100k - <10m","(~2 years+]",4087,6769529623.6285,"Early Results for All Contracts","90th Percentile",0
"705",2016,"100k - <10m","<~1 year",76114,45203261350.0695,"Early Results for All Contracts","90th Percentile",0
"706",2016,"10m+","(~1 year,~2 years]",1316,36974851537.5804,"Early Results for All Contracts","90th Percentile",0.00612656301608691
"707",2016,"10m+","(~2 years+]",754,46771569966.5715,"Early Results for All Contracts","90th Percentile",0.00147317275395048
"708",2016,"10m+","<~1 year",1027,24352373084.9229,"Early Results for All Contracts","90th Percentile",0
"709",2007,"0k - <100k","(~1 year,~2 years]",30465,1544431439.1332,"Contracts within Period","95th Percentile",0
"710",2007,"0k - <100k","(~2 years+]",7046,1977014362.3252,"Contracts within Period","95th Percentile",0
"711",2007,"0k - <100k","<~1 year",799435,15310345279.4389,"Contracts within Period","95th Percentile",0
"712",2007,"100k - <10m","(~1 year,~2 years]",22075,29122221394.3167,"Contracts within Period","95th Percentile",0.0500587653391944
"713",2007,"100k - <10m","(~2 years+]",5717,10843574974.7633,"Contracts within Period","95th Percentile",0.00660173078065386
"714",2007,"100k - <10m","<~1 year",86281,58810468779.617,"Contracts within Period","95th Percentile",0
"715",2007,"10m+","(~1 year,~2 years]",1186,50474588423.5698,"Contracts within Period","95th Percentile",0.14813896237022
"716",2007,"10m+","(~2 years+]",706,44800935453.8877,"Contracts within Period","95th Percentile",0.167540657541326
"717",2007,"10m+","<~1 year",1674,40448697061.1124,"Contracts within Period","95th Percentile",0.0687043238980155
"718",2008,"0k - <100k","(~1 year,~2 years]",35030,2266221672.107,"Contracts within Period","95th Percentile",0
"719",2008,"0k - <100k","(~2 years+]",6092,618892626.1556,"Contracts within Period","95th Percentile",0
"720",2008,"0k - <100k","<~1 year",846741,15994548650.7544,"Contracts within Period","95th Percentile",0
"721",2008,"100k - <10m","(~1 year,~2 years]",23205,31411082323.4901,"Contracts within Period","95th Percentile",0.0206876870343334
"722",2008,"100k - <10m","(~2 years+]",4925,9507391504.3006,"Contracts within Period","95th Percentile",0.00707554754373798
"723",2008,"100k - <10m","<~1 year",92643,65358214313.8484,"Contracts within Period","95th Percentile",0
"724",2008,"10m+","(~1 year,~2 years]",1457,63569047630.6706,"Contracts within Period","95th Percentile",0.126031994890205
"725",2008,"10m+","(~2 years+]",698,70245486165.1772,"Contracts within Period","95th Percentile",0.178796455508659
"726",2008,"10m+","<~1 year",1786,54722136760.3663,"Contracts within Period","95th Percentile",0.075210249898442
"727",2009,"0k - <100k","(~1 year,~2 years]",31608,1681044711.8143,"Contracts within Period","95th Percentile",0
"728",2009,"0k - <100k","(~2 years+]",4237,1034769135.8481,"Contracts within Period","95th Percentile",0
"729",2009,"0k - <100k","<~1 year",757602,14298566039.1159,"Contracts within Period","95th Percentile",0
"730",2009,"100k - <10m","(~1 year,~2 years]",22605,30971788121.2408,"Contracts within Period","95th Percentile",0.0253762338264108
"731",2009,"100k - <10m","(~2 years+]",5101,9113345808.836,"Contracts within Period","95th Percentile",0.0031295695718592
"732",2009,"100k - <10m","<~1 year",93538,63229896369.9518,"Contracts within Period","95th Percentile",0
"733",2009,"10m+","(~1 year,~2 years]",1388,64922294449.3372,"Contracts within Period","95th Percentile",0.151182287614204
"734",2009,"10m+","(~2 years+]",747,62548853170.7377,"Contracts within Period","95th Percentile",0.149869514352142
"735",2009,"10m+","<~1 year",1591,49941164177.5974,"Contracts within Period","95th Percentile",0.0765961432441934
"736",2010,"0k - <100k","(~1 year,~2 years]",30593,1797279663.7696,"Contracts within Period","95th Percentile",0
"737",2010,"0k - <100k","(~2 years+]",5109,399717223.3655,"Contracts within Period","95th Percentile",0
"738",2010,"0k - <100k","<~1 year",754598,16635377762.6929,"Contracts within Period","95th Percentile",0
"739",2010,"100k - <10m","(~1 year,~2 years]",22084,31463820232.1992,"Contracts within Period","95th Percentile",0.0445243380974411
"740",2010,"100k - <10m","(~2 years+]",5299,9602713363.4923,"Contracts within Period","95th Percentile",0
"741",2010,"100k - <10m","<~1 year",91656,62737184636.9412,"Contracts within Period","95th Percentile",0
"742",2010,"10m+","(~1 year,~2 years]",1335,53606776110.4485,"Contracts within Period","95th Percentile",0.132414394421332
"743",2010,"10m+","(~2 years+]",861,41522833916.6976,"Contracts within Period","95th Percentile",0.0975747192168881
"744",2010,"10m+","<~1 year",1345,51851693192.2024,"Contracts within Period","95th Percentile",0.0908055501128803
"745",2011,"0k - <100k","(~1 year,~2 years]",33148,1334091957.8587,"Contracts within Period","95th Percentile",0
"746",2011,"0k - <100k","(~2 years+]",6575,399587035.6415,"Contracts within Period","95th Percentile",0
"747",2011,"0k - <100k","<~1 year",720312,13640022132.3991,"Contracts within Period","95th Percentile",0
"748",2011,"100k - <10m","(~1 year,~2 years]",24252,32174488768.7305,"Contracts within Period","95th Percentile",0.0100214571068322
"749",2011,"100k - <10m","(~2 years+]",5166,9118797004.9505,"Contracts within Period","95th Percentile",0
"750",2011,"100k - <10m","<~1 year",86064,55474372540.5382,"Contracts within Period","95th Percentile",0
"751",2011,"10m+","(~1 year,~2 years]",1550,55818976409.2601,"Contracts within Period","95th Percentile",0.115859515852476
"752",2011,"10m+","(~2 years+]",817,35863998434.9496,"Contracts within Period","95th Percentile",0.144475349358505
"753",2011,"10m+","<~1 year",1168,42824145961.7137,"Contracts within Period","95th Percentile",0.101120367478799
"754",2012,"0k - <100k","(~1 year,~2 years]",31356,2067722050.4115,"Contracts within Period","95th Percentile",0
"755",2012,"0k - <100k","(~2 years+]",6616,181347308.6989,"Contracts within Period","95th Percentile",0
"756",2012,"0k - <100k","<~1 year",684150,12303167282.7849,"Contracts within Period","95th Percentile",0
"757",2012,"100k - <10m","(~1 year,~2 years]",23355,30518360231.14,"Contracts within Period","95th Percentile",0.00362432581132241
"758",2012,"100k - <10m","(~2 years+]",4458,7454761848.009,"Contracts within Period","95th Percentile",0
"759",2012,"100k - <10m","<~1 year",82263,51465586445.256,"Contracts within Period","95th Percentile",0
"760",2012,"10m+","(~1 year,~2 years]",1312,49377155032.7515,"Contracts within Period","95th Percentile",0.115258218195958
"761",2012,"10m+","(~2 years+]",592,31538407277.2743,"Contracts within Period","95th Percentile",0.0911941441404992
"762",2012,"10m+","<~1 year",984,34117720659.5202,"Contracts within Period","95th Percentile",0.0936152756881041
"763",2013,"0k - <100k","(~1 year,~2 years]",27230,886100750.3667,"Contracts within Period","95th Percentile",0
"764",2013,"0k - <100k","(~2 years+]",2864,74457089.9772,"Contracts within Period","95th Percentile",0
"765",2013,"0k - <100k","<~1 year",625080,10825043663.8563,"Contracts within Period","95th Percentile",0
"766",2013,"100k - <10m","(~1 year,~2 years]",18623,22375119315.402,"Contracts within Period","95th Percentile",0.00244995590347356
"767",2013,"100k - <10m","(~2 years+]",2929,4426322245.4999,"Contracts within Period","95th Percentile",0
"768",2013,"100k - <10m","<~1 year",69697,44094982415.848,"Contracts within Period","95th Percentile",0
"769",2013,"10m+","(~1 year,~2 years]",829,27049364847.6771,"Contracts within Period","95th Percentile",0.105719219738212
"770",2013,"10m+","(~2 years+]",455,23000070693.6988,"Contracts within Period","95th Percentile",0.0592579400525019
"771",2013,"10m+","<~1 year",814,24368593829.5934,"Contracts within Period","95th Percentile",0.068867287118761
"772",2014,"0k - <100k","(~1 year,~2 years]",29911,825183744.3023,"Contracts within Period","95th Percentile",0
"773",2014,"0k - <100k","(~2 years+]",3456,88007861.5304,"Contracts within Period","95th Percentile",0
"774",2014,"0k - <100k","<~1 year",654020,11605629480.2372,"Contracts within Period","95th Percentile",0
"775",2014,"100k - <10m","(~1 year,~2 years]",18810,20973572049.2012,"Contracts within Period","95th Percentile",0.00246483812943935
"776",2014,"100k - <10m","(~2 years+]",2444,3452297576.5646,"Contracts within Period","95th Percentile",0
"777",2014,"100k - <10m","<~1 year",76880,45661149336.5356,"Contracts within Period","95th Percentile",0
"778",2014,"10m+","(~1 year,~2 years]",692,17841231886.6238,"Contracts within Period","95th Percentile",0.067153352412821
"779",2014,"10m+","(~2 years+]",267,7738240609.8874,"Contracts within Period","95th Percentile",0.0812472368631774
"780",2014,"10m+","<~1 year",869,20371960544.2321,"Contracts within Period","95th Percentile",0.0142732404372713
"781",2015,"0k - <100k","(~1 year,~2 years]",38626,972228638.6238,"Contracts within Period","95th Percentile",0
"782",2015,"0k - <100k","(~2 years+]",1449,32604881.1972,"Contracts within Period","95th Percentile",0
"783",2015,"0k - <100k","<~1 year",2484913,12624516538.753,"Contracts within Period","95th Percentile",0
"784",2015,"100k - <10m","(~1 year,~2 years]",18914,19425990168.6043,"Contracts within Period","95th Percentile",0
"785",2015,"100k - <10m","(~2 years+]",849,965704389.3911,"Contracts within Period","95th Percentile",0
"786",2015,"100k - <10m","<~1 year",69716,38349636675.3321,"Contracts within Period","95th Percentile",0
"787",2015,"10m+","(~1 year,~2 years]",682,16182377356.4218,"Contracts within Period","95th Percentile",0.02528597422567
"788",2015,"10m+","(~2 years+]",61,2886022519.3607,"Contracts within Period","95th Percentile",0.0656683192514489
"789",2015,"10m+","<~1 year",656,14236372245.2553,"Contracts within Period","95th Percentile",0.0105194648459543
"790",2016,"0k - <100k","(~1 year,~2 years]",32670,711809119.1542,"Contracts within Period","95th Percentile",0
"791",2016,"0k - <100k","<~1 year",2928471,13392686210.4429,"Contracts within Period","95th Percentile",0
