"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",438862374.2891,704816101.73,944473864.57,1895494206.65,719237003.4742,1173545106.8247,1577705443.6864,2635740817.1638,2214798516.8736,3512675666.0254,3720026812.6379,3457344087.616,3983724855.6487,3841565840.0305,3118495666.0378,4348624094.7404,4066639619.45,4483707158.9621,4433730259.5335,4798103562.5151,5412634895.052,5153451621.8773,4979916592.7122,5763168808.7817,6240881452.88,2211838679.94
"Cost or Effort-Based","T&M/LH/FPLOE",229643656.4062,333887067.8878,644513140.4102,440679401.0586,1363076922.2632,1867049490.983,2108298800.9869,2095603514.6567,2042297268.6697,2134509985.8949,2211029170.7217,1608938134.0095,2653173050.332,2084432105.0556,2742378159.888,2281173636.733,2761591820.2251,2937827226.4789,3541023059.0708,3528093407.2451,3765127848.3053,3852796123.789,3949872946.5755,3929009489.9555,4165563812.63,1128438203.02
"Crosscutting","Combination/Other",1994295.625,750000,6e+06,76017.0391,9383019.3994,79184649.0287,100301973.3404,232513807.6576,822012197.8996,1010034356.4211,306113516.5533,398004795.875,127212263.8186,86535840.5403,-3706329.38,13871125.9295,3253211.12,-21439094.6323,-3064137.8256,-164268.0616,-4846317.5585,-104840.1624,-363.67,0,,
"Crosscutting","UCA",40327565,20043258,189696421,168619159,355253291.73,245589844.02,248918861.82,69452827.1298,120766035.2111,456413058.0279,615446979.1087,686236285.8391,572254229.0244,246948869.7387,339735758.3294,341095858.8992,369221620.2908,295558852.2186,337169980.0092,122902755.633,173730487.684,187657389.3345,199674670.6805,185424898.1474,228581104.85,41965372.44
"Crosscutting",,49052507.1591,69921414.1538,120577294.2765,320722621.0284,87118476.621,142444498.3161,457294976.8287,521203092.471,818988933.4162,712254413.2896,441754921.5471,239795260.2612,65570481.298,24988876.9897,41833667.885,41760047.2606,12012704.67,48595350.2819,-1919903.4699,-19770.6418,-282745.12,-174226.6494,530863.52,599465.01,1022316.96,117591.73
"Fixed-Price","FFP",982156933.1577,1474995448.6807,2704550227.5018,2621706082.9259,2914491938.9477,4428152803.4656,3930036613.9285,4663034518.7068,4621216671.7958,5196047049.0388,6869058582.9404,6569764571.971,6294756687.2369,5619723129.2282,6876155267.2975,6187725470.9276,6352939659.7175,8487713289.0324,6786644775.3453,6433879559.8654,5750069393.605,5998790263.6157,8140557123.9219,8506447981.3968,8677061456.83,2647084169.81
"Fixed-Price","Other FP",96323648.0341,109856276.0244,138075657.235,205999950.2796,258204346.3712,313681413.0565,193832764.2125,89741559.2624,151749141.6526,65757765.835,95796276.3482,137825526.4043,95530579.5801,63432746.48,121167319.6386,104940189.3568,72529639.89,51311762.2907,90111627.1274,97801500.7029,109868821.4221,66257276.2183,594181316.7442,184491321.6402,107689031.81,61087781.38
"Incentive","Incentive",4145000,3529000,29852000,261729957,22528970.2849,112188428.6473,65005804.659,22211174.4392,12650874.5101,11172043.326,9299075.9545,15917665.1909,6330158.9585,8982525.37,12877352.51,23204602.9984,24126752.2202,79361798.2465,220496520.4108,468911974.1711,469171799.6377,360727665.6022,348624352.8675,362186189.9178,165624968.26,19190301.88
