"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",6918789242.2811,7328811918.684,8801334701.4989,10191426190.9468,12056670402.8457,12506041123.9648,12765068830.9666,14564575290.2307,15234083827.3575,14888759317.5961,16989478929.6331,18542196714.3724,18215313797.6679,15320174653.9432,14280701012.5827,14936155509.08,16011755012.2443,16834165955.4099,18816123575.3623,20794372181.3065,21213565861.872,19442163054.9524,19426786572.2741,18788237669.7315,17548507150.21,7091149254.66
"Cost or Effort-Based","T&M/LH/FPLOE",3041119469.5999,3279808089.6754,4761782578.4417,6294583121.5448,8842928516.1165,10167884920.3271,10417502072.1175,11790122460.4632,12202864055.484,11517680997.1795,11758090594.4095,8915124511.1751,6544009983.3115,5655507714.3218,5583393364.0216,5985298791.8516,6536507292.7104,7100980877.8463,7251540800.4414,7596491671.9512,8547154885.9735,9367504941.9228,9987859909.2942,11541637846.9642,12058523558.67,3826890441.24
"Crosscutting","Combination/Other",630815.8438,6008281.4071,44386050.126,132835758.6085,460825642.3191,616787906.101,1286628728.7187,3978287594.4896,5773226793.5366,6304849880.9476,984380993.0201,804174743.2634,391575678.1137,210087773.9602,83130824.485,10024694.7481,-6545384.1236,-66580414.6766,4520799.7674,205139.0282,-2989121.3231,-996051.1824,467098.33,-1278170.5078,-3759268.97,0
"Crosscutting","UCA",611351615,774664931.8175,800010636,861850560.2735,1451240233.71,2179549780.18,1664412436.0801,1857414062.3182,1323787184.981,2033108166.5168,3233095754.0634,2614836970.005,2157846107.0138,1268517774.2107,1032514047.7267,988679287.7834,1186801832.8577,1638143214.8508,1330391196.7454,1383161106.3994,1199239428.1991,1054511145.9681,1162215850.7902,1651438438.9315,2090055428.14,1206398164.49
"Crosscutting",,4990619405.1543,4264398501.1687,4969426672.9604,4593897424.5095,4918515091.6977,4112680362.099,3163552845.0163,1543572171.0603,2540071117.7356,1894104799.3087,847181280.5773,674187259.1721,540710272.5713,661488448.8229,752281810.5223,496566244.6641,173458894.2083,497293339.7439,3284694.2986,5258807.4986,6763464.5315,2393995.9493,14021740.1137,1703277.3334,5381460.71,533655.97
"Fixed-Price","FFP",16495369703.8513,19452899468.9072,21644476951.7152,26687680851.6815,29167937162.0295,30369772021.7494,33458010886.3928,37910003029.6511,39696242465.3777,40755415108.8484,44934841454.8649,42599498756.9165,44243110359.4534,40581538226.1632,43899552068.3007,44003463928.0671,46343781190.277,48836622855.4158,55836351296.2406,59220029561.8483,62438288566.3127,60408072857.4224,64973703808.5551,69744978193.2427,74460088744.1869,26575121195.92
"Fixed-Price","Other FP",1096781880.3751,1675103707.3359,1454198027.7734,1606018999.2881,1350010844.0872,1290124006.3546,705242710.9975,565419820.3181,777671110.6487,666825686.2541,868034016.8932,1330922387.1969,617359191.1929,356809449.9391,330975400.9327,307629890.0933,385758605.7755,368363439.1102,361647710.7579,286402561.5562,260818944.4949,481717897.985,606620716.3202,1166239742.1677,1456866819.42,718993574.42
"Incentive","Incentive",697335586.6983,636186374.8359,1409188226.4399,1317885939.1957,1633904989.1926,1659848464.2961,1682636664.1386,1998710208.2178,1777507941.997,1726469484.4703,2775501578.458,2931623907.5681,2506389647.3718,2828696620.5282,3821926400.3264,3068087231.4786,4866422040.8444,4317376762.5344,3503684369.0095,4176464063.6755,4374239201.9137,3508330770.3523,4937012035.9558,4304092698.7586,4642585459.88,1931883235.18
