"SubCustomer.sum","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Army",0.761867520421607,0.730710635771735,0.950293596805766,1.52196424009875,1.19306836704321,1.52849362583304,1.93471744763929,2.65610095787186,1.37346090985105,1.09688749080476,1.23961482399923,0.86779077427385,1.21129054367932,0.910480342819488,1.38926767879135,0.9206515335239,0.700907717622316
"Navy",0.0939535718050066,0.141237757054258,0.293239944181683,0.360917280677828,1.00880271697942,0.619548914919441,0.877258527631801,0.712413253192215,0.849125757909573,0.54488353204646,0.685812721175191,0.925081256601949,0.986929426030632,0.904699718868207,0.537292922447199,0.7815747447455,0.50008219734572
"Air Force",0.355556438529249,0.264807760755777,0.718404086045483,0.627504503292341,0.870882776349783,1.03853126609309,1.15700347193109,0.725699797699621,0.588666123553952,0.544951105871239,1.17679246624885,1.10989408244851,1.23431924100436,1.57318038012888,1.74835128413519,0.7952977814989,0.98779433881606
"Other DoD",,,0.00295036162545048,0.00730872275660538,0.0190874830599422,0.0604640771366512,0.0895160769390429,0.000748880812722471,-0.00159415776288195,-0.0132435829646018,-0.00663640456655738,0.0220021144227396,0.0177143617388853,0.156374445447533,0.28442865048444,0.046901943332,-0.0140931190027454
