Year,Global.Vendor.Name,Number.of.Actions,Dollars.Obligated,%Total.Actions,%Total.Dollars
2007,LOCKHEED MARTIN CORPORATION,5038,14391151273.38,0.029708341687207367,0.2087665044173469
2007,THE BOEING COMPANY,3071,9687400019.32,0.01810923329126912,0.14053112225058145
2007,NORTHROP GRUMMAN CORPORATION,4016,6235964775.62,0.023681758677218098,0.09046257267019397
2007,UNITED TECHNOLOGIES CORPORATION,1676,2751873451.78,0.009883124388201579,0.03992029478487155
2007,RAYTHEON COMPANY,1816,2122884921.33,0.010708683704638466,0.030795817227364103
2007,L-3 COMMUNICATIONS HOLDINGS  INC.,2790,1826890524.13,0.016452217806135084,0.026501948414737103
2007,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1278,1345887845.01,0.007536177188616716,0.01952424065337073
2007,GENERAL DYNAMICS CORPORATION,2221,1210902827.15,0.01309690887004517,0.017566068593886378
2007,EVERGREEN INTERNATIONAL AIRLINES  INC.,833,1105610722.97,0.004912077932799472,0.016038639403904483
2007,GENERAL ELECTRIC COMPANY,1055,720522978.93,0.006221179134577963,0.010452330102445024
2007,URS CORPORATION,1366,703202306.72,0.008055100187519903,0.010201066244345707
2007,BOOZ ALLEN HAMILTON INC.,1979,699060337.53,0.011669870623061409,0.010140980403208023
2007,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,144,627825521.19,8.491467254779398e-4,0.009107606261166872
2007,THE AEROSPACE CORPORATION,13,612025222.2,7.665907938342513e-5,0.008878397831192769
2007,ITT CORPORATION,606,597452109.73,0.0035734924697196635,0.008666991690638164
2007,BAE SYSTEMS PLC,1095,592763271.04,0.006457053224988502,0.008598972638896364
2007,ROCKWELL COLLINS  INC.,456,580049882.36,0.002688964630680143,0.008414544745421842
2007,GENERAL ATOMIC TECHNOLOGIES CORPORATION,194,556217856.84,0.0011439893384911134,0.008068823366604949
2007,COMPUTER SCIENCES CORPORATION,1234,465038741.42,0.007276715689165124,0.0067461254920221534
2007,SAIC  INC,2108,447814028.34,0.012430564564635397,0.006496253673500244
