Year,Global.Vendor.Name,Number.of.Actions,Dollars.Obligated,%Total.Actions,%Total.Dollars
2014,BECHTEL GROUP  INC.,62,2095560195.27,2.109e-4,0.024997
2014,UNITED TECHNOLOGIES CORPORATION,1059,2081755463.2,0.0036025000000000002,0.024832399999999998
2014,BELL BOEING JOINT PROJECT OFFICE,725,1937585162.68,0.0024663,0.023112599999999997
2014,HEWLETT-PACKARD COMPANY,19649,1377979300.46,0.0668422,0.0164373
2014,L-3 COMMUNICATIONS HOLDINGS  INC.,2880,949052683.55,0.0097972,0.011320799999999999
2014,GENERAL ELECTRIC COMPANY,1009,945117841.86,0.0034324,0.011273899999999998
2014,TEXTRON INC.,417,861021760.39,0.0014186000000000001,0.0102708
2014,SAIC  INC.,2860,834197694.24,0.0097292,0.0099508
2014,AUSTAL LIMITED,65,736670625.82,2.211e-4,0.008787399999999999
2014,BOOZ ALLEN HAMILTON HOLDING CORPORATION,1448,570153478.35,0.0049258999999999995,0.0068011
2014,JOHNS HOPKINS UNIVERSITY,777,528723164.75,0.0026432,0.0063069
2014,COMPUTER SCIENCES CORPORATION,895,465753187.68,0.0030446,0.0055558
2014,THE CHARLES STARK DRAPER LABORATORY INC,98,405710073.75,3.334e-4,0.0048395
2014,ROLLS-ROYCE CORPORATION,102,401104289.83,3.4700000000000003e-4,0.0047846
2014,A.P. MOLLER - MARSK A/S,180,360224191.09999996,6.123e-4,0.0042970000000000005
2014,CACI INTERNATIONAL INC,960,352325822.55,0.0032657000000000003,0.0042027
2014,URS CORPORATION,1212,348033733.4,0.004123,0.0041515
2014,ROCKWELL COLLINS  INC.,639,342641533.95,0.0021738,0.0040872
2014,EXELIS INC.,756,320603169.17,0.0025718000000000004,0.0038243
2014,ALION SCIENCE AND TECHNOLOGY CORPORATION,468,316898781.23,0.001592,0.0037801
2014,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,681,302950768.42,0.0023166000000000003,0.0036138
2014,SODEXO,71,250046553.67,2.4150000000000002e-4,0.0029826999999999996
2014,HONEYWELL INTERNATIONAL INC.,764,237257622.3,0.002599,0.0028301
2014,MARITIME HELICOPTER SUPPORT COMPANY LLC,15,231071115,5.1000000000000006e-5,0.0027562999999999997
2014,MANTECH INTERNATIONAL CORPORATION,771,217878396.7,0.0026228000000000002,0.002599
2014,CERBERUS CAPITAL MANAGEMENT  L.P.,721,197673269.86999997,0.0024527,0.0023580000000000003
2014,SERCO GROUP PLC,808,189460681.81,0.0027487,0.00226
2014,ALLIANT TECHSYSTEMS INC.,220,180107815.28,7.484000000000001e-4,0.0021484
2014,JACOBS ENGINEERING GROUP INC.,737,179769634.08,0.0025071,0.0021444
2014,ERAPSCO,33,178713594.03,1.123e-4,0.0021318
2014,SCIENTIFIC RESEARCH CORP,588,163397520.79,0.0020003,0.0019491
2014,GENERAL ATOMIC TECHNOLOGIES CORPORATION,72,162558865.76,2.449e-4,0.0019391
2014,THE PENNSYLVANIA STATE UNIVERSITY,473,159813208.63,0.0016091,0.0019062999999999999
2014,PATRIOT CONTRACT SERVICES  LLC,69,159600134.01,2.347e-4,0.0019038
2014,KORTE CONSTRUCTION COMPANY,5,157345217.2,1.7e-5,0.0018769
2014,GUAM MACC BUILDERS A JV,13,156006043.52,4.4200000000000004e-5,0.0018609
2014,ENGILITY CORP.,607,149429420.3,0.0020649,0.0017825
2014,FINMECCANICA SPA,490,145974343.57,0.0016669,0.0017412
2014,CADDELL CONSTRUCTION CO.  INC.,5,145095e3,1.7e-5,0.0017308000000000002
2014,DZSP 21 LLC,47,133389093.19,1.599e-4,0.0015911
2014,HARRIS CORPORATION,433,131256714.07,0.001473,0.0015657
2014,SOFTCHOICE CORPORATION,635,130763144.3,0.0021601999999999997,0.0015598
2014,CUBIC CORPORATION,170,130471300.87,5.783e-4,0.0015562999999999998
2014,ITT CORPORATION,77,123383037.62,2.619e-4,0.0014718
2014,NAVMAR APPLIED SCIENCES CORPORATION,91,121817541.96,3.096e-4,0.0014531
2014,QED SYSTEMS  INC.,477,118695507.49,0.0016227,0.0014158999999999999
2014,TETRA TECH  INC.,563,116276864.7,0.0019152,0.001387
2014,DATA LINK SOLUTIONS L.L.C.,170,114346812.73,5.783e-4,0.001364
2014,CHUGACH ALASKA CORPORATION,694,112303905.6,0.0023609,0.0013396
2014,GOVERNMENT OF CANADA,210,110361306,7.144e-4,0.0013165
2014,AMERICAN MARITIME HOLDINGS  INC.,312,109114857.34,0.0010613999999999999,0.0013016
2014,VT MILCOM INC.,469,107426623.88,0.0015953999999999999,0.0012814
2014,VIGOR INDUSTRIAL LLC,164,106374121.19,5.579e-4,0.0012689
2014,J. WALTER THOMPSON COMPANY,40,106051523.86,1.361e-4,0.001265
2014,JOHN C. GRIMBERG CO.  INC.,54,104318145,1.8370000000000002e-4,0.0012443999999999999
2014,VIASAT  INC.,205,103863211.04,6.973999999999999e-4,0.0012389
2014,VERITAS CAPITAL FUND II L.P.  THE,55,98914968.02,1.8710000000000002e-4,0.0011799
2014,CH2M HILL COMPANIES  LTD.,398,97109707.78,0.0013539000000000001,0.0011584
2014,CNA CORPORATION,612,95631600.06,0.0020819,0.0011407000000000001
2014,UNIVERSITY OF TEXAS SYSTEM,420,95489938.05,0.0014288,0.0011390999999999999
2014,MERCOM INCORPORATED,381,93796787.65,0.0012961000000000001,0.0011189
2014,PROGENY SYSTEMS CORPORATION,222,93481802.26,7.552e-4,0.0011151
2014,DELPHINUS ENGINEERING CORP.,335,93072597,0.0011396000000000002,0.0011102
2014,OCEANEERING INTERNATIONAL INC,179,92476510.88,6.089e-4,0.0011031
2014,THE INTERPUBLIC GROUP OF COMPANIES INC,87,89402730.51,2.9600000000000004e-4,0.0010664
2014,OCEAN SHIPHOLDINGS  INC.,54,88642956.81,1.8370000000000002e-4,0.0010574
2014,SUMITOMO HEAVY INDUSTRIES  LTD.,1219,88317622.8,0.0041468,0.0010535
2014,ICI SERVICES CORPORATION,197,86503126.99,6.701999999999999e-4,0.0010319
2014,GRYPHON TECHNOLOGIES  L.C.,239,83475159.98,8.129999999999999e-4,9.957e-4
2014,RQ CONSTRUCTION  LLC,48,81810411.84,1.633e-4,9.758999999999999e-4
2014,STERLING PARENT INC.,91,80717739.31,3.096e-4,9.628000000000001e-4
2014,KBR  INC.,122,80042037.12,4.15e-4,9.548e-4
2014,ELBIT SYSTEMS LTD.,249,80004046.84,8.470999999999999e-4,9.543e-4
2014,MCKEAN DEFENSE GROUP  LLC,166,78968035.41,5.647e-4,9.42e-4
2014,GOODWILL INDUSTRIES OF SOUTHEASTERN WISCONSIN  INC.,18,78240569.94,6.12e-5,9.333e-4
2014,WYLE SERVICES CORPORATION,282,77320509.27,9.593000000000001e-4,9.223e-4
2014,VSE CORPORATION,453,74264839.43,0.0015409999999999998,8.859e-4
2014,KRATOS DEFENSE & SECURITY SOLUTIONS  INC.,275,72804370.71,9.354999999999999e-4,8.684999999999999e-4
2014,THE TIMKEN COMPANY,76,72718374.32,2.585e-4,8.673999999999999e-4
2014,J. F. TAYLOR  INC.,101,72642464.27,3.436e-4,8.665000000000001e-4
2014,MANHATTAN HUNT A JOINT VENTURE,18,72337721,6.12e-5,8.629000000000001e-4
2014,AFOGNAK NATIVE CORPORATION,1295,71288237.76,0.0044053,8.504000000000001e-4
2014,EMCOR GROUP  INC.,599,71202862.35,0.0020377,8.493000000000001e-4
2014,FLUOR CORPORATION,343,70608731.98,0.0011668,8.423e-4
2014,WALSH CONSTRUCTION GROUP LLC,5,69352e3,1.7e-5,8.273e-4
2014,EJB FACILITIES SERVICES,273,67663924.44,9.287e-4,8.071e-4
2014,OSHKOSH CORPORATION,604,66905635.65,0.0020547,7.981e-4
2014,CDW CORPORATION,299,66162626.42,0.0010171,7.892e-4
2014,DETYENS SHIPYARDS  INC.,59,65424966.04,2.007e-4,7.804e-4
2014,PAE HOLDING CORPORATION,53,64527827.06,1.8030000000000002e-4,7.697e-4
2014,INTERNATIONAL BUSINESS MACHINES CORPORATION,105,64156339.91,3.572e-4,7.653e-4
2014,NEW MOUNTAIN CAPITAL  L.L.C.,300,63715008.63,0.0010205,7.599999999999999e-4
2014,CGI TECHNOLOGIES AND SOLUTIONS INC.,306,63028670.42,0.001041,7.518e-4
2015,LOCKHEED MARTIN CORPORATION,3845,15524424053.69,0.0137084,0.1843995
2015,GENERAL DYNAMICS CORPORATION,4770,7976555836.61,0.017006300000000002,0.0947457
2015,THE BOEING COMPANY,1929,3648490560.5,0.0068774000000000005,0.0433369
2015,RAYTHEON COMPANY,2614,3570770568.79,0.0093196,0.0424137
2015,UNITED TECHNOLOGIES CORPORATION,935,3102359515.57,0.0033334999999999997,0.0368499
2015,HUNTINGTON INGALLS INDUSTRIES  INC.,2715,3079054503.31,0.0096797,0.0365731
2015,NORTHROP GRUMMAN CORPORATION,2507,3004325672.57,0.0089382,0.0356854
2015,BECHTEL GROUP  INC.,53,2484524243.12,1.89e-4,0.0295112
2015,BAE SYSTEMS PLC,3107,2298195662.85,0.011077300000000002,0.027298
2015,BELL BOEING JOINT PROJECT OFFICE,535,2028822277.53,0.0019073999999999999,0.0240984
2015,TEXTRON INC.,429,960617334.72,0.0015295,0.011410199999999999
2015,AUSTAL LIMITED,127,845997862.19,4.528e-4,0.0100488
2015,HEWLETT-PACKARD COMPANY,14181,817640973.31,0.050559,0.009712
2015,GENERAL ELECTRIC COMPANY,882,791060737.25,0.0031446,0.0093962
2015,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1786,637186427.28,0.0063676,0.007568500000000001
2015,L-3 COMMUNICATIONS HOLDINGS  INC.,2377,556127587.33,0.0084746,0.0066057
2015,JOHNS HOPKINS UNIVERSITY,959,549499826.59,0.0034191,0.006527
2015,COMPUTER SCIENCES CORPORATION,853,534313370.79,0.0030412,0.0063466
2015,BOOZ ALLEN HAMILTON HOLDING CORPORATION,1404,508826818.14,0.0049629999999999995,0.006047
2015,THE CHARLES STARK DRAPER LABORATORY INC,85,467684441,3.03e-4,0.0055552
2015,HARRIS CORPORATION,610,427840241.99,0.0021749,0.0050818999999999994
2015,"LEIDOS HOLDINGS, INC",1604,401170668.26,0.0057187,0.0047650999999999995
2015,ROLLS-ROYCE CORPORATION,131,340607301.24,4.6699999999999997e-4,0.0040457
2015,GENERAL ATOMIC TECHNOLOGIES CORPORATION,88,335170550.09,3.1370000000000004e-4,0.0039812
2015,CACI INTERNATIONAL INC,671,327630091.5,0.0023923,0.0038916000000000003
2015,ROCKWELL COLLINS  INC.,519,318530490.28,0.0018504,0.0037835000000000004
2015,MARITIME HELICOPTER SUPPORT COMPANY LLC,37,303318379.41,1.319e-4,0.0036027999999999998
2015,AECOM TECHNOLOGY CORPORATION,1081,291705264.96,0.0038540999999999996,0.0034649000000000004
2015,ALLIANT TECHSYSTEMS INC.,261,270040929.54,9.304999999999999e-4,0.0032075999999999997
2015,"CERBERUS CAPITAL MANAGEMENT, L.P.",222,268027683.35999998,7.815e-4,0.0031864
2015,SODEXO,60,252720104.53,2.139e-4,0.0030018
2015,ALION SCIENCE AND TECHNOLOGY CORPORATION,407,227314637.61,0.0014510999999999999,0.0027
2015,ENGILITY CORP.,940,227077783.97,0.0033512999999999998,0.0026972000000000003
2015,SERCO GROUP PLC,856,223749319.42,0.0030519,0.0026577000000000003
2015,HORNBECK OFFSHORE SERVICES  INC.,30,209920721.88,1.07e-4,0.0024934000000000002
2015,PATRIOT CONTRACT SERVICES  LLC,80,196026721.79,2.852e-4,0.0023284
2015,THE WHITING-TURNER CONTRACTING COMPANY,55,190067892.26,1.961e-4,0.0022576
2015,CORE TECH-AMEC-SKEC LLC,5,186434924.3,1.78e-5,0.0022145
2015,ERAPSCO,57,182135403.64,2.032e-4,0.0021634000000000002
2015,HONEYWELL INTERNATIONAL INC.,664,181270174.32,0.0023673,0.0021531
2015,MANTECH INTERNATIONAL CORPORATION,695,179788924.36,0.0024779,0.0021355
2015,HENSEL PHELPS CONSTRUCTION CO,53,179381458.32,1.89e-4,0.0021307
2015,CHUGACH ALASKA CORPORATION,901,177559546.84,0.0032123,0.0021091
2015,JACOBS ENGINEERING GROUP INC.,508,170479149.31,0.0018112,0.0020250000000000003
2015,THE PENNSYLVANIA STATE UNIVERSITY,510,162715283.26,0.0018183,0.0019326999999999999
2015,SHAW INFRASTRUCTURE  INC.,582,161606645.07999998,0.0020214,0.0019218000000000002
2015,INSIGHT ENTERPRISES  INC.,427,157312817.8,0.0015224,0.0018686
2015,FINMECCANICA SPA,436,146997189.78,0.0015545000000000001,0.0017460000000000002
2015,SCIENTIFIC RESEARCH CORP,417,142909960.21,0.0014866999999999999,0.0016975000000000002
2015,DATA LINK SOLUTIONS L.L.C.,222,140109810.65,7.915e-4,0.0016642000000000002
2015,MAERSK INC.,39,136882559.79,1.346e-4,0.0016289999999999998
2015,IDENTITY THEFT GUARD SOLUTIONS  LLC,2,133262983,7.1e-6,0.0015829
2015,THALES,253,129093401.96000001,8.814e-4,0.0015361999999999997
2015,EPSILON SYSTEMS SOLUTIONS  INC.,745,123883906.34,0.0025897000000000003,0.0014746000000000002
2015,ACCENTURE INC.,140,119405079.59,4.883e-4,0.0014211000000000002
2015,CROWLEY HOLDINGS  INC,38,117846768.2,1.355e-4,0.0013997999999999999
2015,P & S CONSTRUCTION INC.,157,112968302.57,5.446e-4,0.0013442999999999999
2015,VSE CORPORATION,391,109234324.27,0.001394,0.0012975
2015,CUBIC CORPORATION,185,106453998.27,6.596000000000001e-4,0.0012645
2015,VIGOR INDUSTRIAL LLC,105,105630647.61,3.744e-4,0.0012547
2015,KBR  INC.,221,103905131.82,7.879e-4,0.0012342
2015,DZSP 21 LLC,35,102989274.31,1.248e-4,0.0012232999999999999
2015,QED SYSTEMS  INC.,513,102339307.22,0.0018290000000000001,0.0012156
2015,OSHKOSH CORPORATION,378,101236497.37,0.0013477,0.0012025
2015,DETYENS SHIPYARDS  INC.,67,99129963.72,2.389e-4,0.0011775
2015,EMCOR GROUP  INC.,522,97334150.49,0.0018611,0.0011561
2015,JX HOLDINGS  INC.,171,97243644.32,5.964999999999999e-4,0.0011577999999999998
2015,EXELIS INC.,468,97048490.93,0.0016685,0.0011527
2015,SIERRA NEVADA CORPORATION,122,96570486.65,4.3499999999999995e-4,0.0011471
2015,CNA CORPORATION,680,95376265.21,0.0024243999999999997,0.0011329
2015,PROGENY SYSTEMS CORPORATION,234,90869434.41,8.343000000000001e-4,0.0010793
2015,GOVERNMENT OF CANADA,223,89003346.7,7.951e-4,0.0010572
2015,SUMITOMO HEAVY INDUSTRIES  LTD.,853,88753105.1,0.0030412,0.0010542
2015,AMERICAN MARITIME HOLDINGS  INC.,269,87469600.74,9.591e-4,0.001039
2015,OCEANEERING INTERNATIONAL INC,168,85948060.67,5.99e-4,0.0010209
2015,J. WALTER THOMPSON COMPANY,30,84819927.3,1.07e-4,0.0010075000000000001
2015,CAE INC,54,84781025.42,1.925e-4,0.001007
2015,ICI SERVICES CORPORATION,222,83566754.51,7.915e-4,9.926e-4
2015,VIASAT  INC.,209,82686229.26,7.451000000000001e-4,9.821e-4
2015,MILLSTEIN & CO.  L.P.,489,79712540.99,0.0017434,9.468e-4
2015,TETRA TECH  INC.,374,79032559.79,0.0013333999999999998,9.388e-4
2015,DELPHINUS ENGINEERING CORP.,269,76315273.7,9.591e-4,9.065e-4
2015,SOLPAC CONSTRUCTION  INC.,29,72643846.58,1.034e-4,8.629000000000001e-4
2015,GRYPHON TECHNOLOGIES  L.C.,265,72335429,9.448e-4,8.592e-4
2015,GOODWILL INDUSTRIES OF SOUTHEASTERN WISCONSIN  INC.,16,71235509.31,5.7e-5,8.461e-4
2015,VT MILCOM INC.,435,70045862.08,0.0015509,8.32e-4
2015,UNIVERSITY OF TEXAS SYSTEM,467,68440147.59,0.001665,8.129e-4
2015,FLUOR CORPORATION,338,68106107.41,0.0012051,8.09e-4
2015,EHW CONSTRUCTORS  A JOINT VENTURE,8,67995754,2.85e-5,8.077e-4
2015,KRATOS DEFENSE & SECURITY SOLUTIONS  INC.,235,67445501.39,8.378e-4,8.011e-4
2015,LANE INDUSTRIES INCORPORATED,3,67224724.18,1.07e-5,7.985000000000001e-4
2015,COUNTERTRADE PRODUCTS  INC.,287,67105678.13,0.0010232,7.971e-4
2015,CDW CORPORATION,252,66951672.46,8.984e-4,7.953000000000001e-4
2015,ORBITAL SCIENCES CORPORATION,42,66688684.35,1.497e-4,7.921e-4
2015,THE TIMKEN COMPANY,80,66132416.67,2.852e-4,7.855e-4
2015,ELBIT SYSTEMS LTD.,275,64315814.37,9.804e-4,7.639e-4
2015,NEW MOUNTAIN CAPITAL  L.L.C.,300,63715008.63,0.0010205,7.599999999999999e-4
2015,SEALIFT HOLDINGS INC.,39,63386843.9,1.39e-4,7.528999999999999e-4
2015,CGI TECHNOLOGIES AND SOLUTIONS INC.,306,63028670.42,0.001041,7.518e-4
2015,G4S-PARSONS PACIFIC  LLC,302,62913250.09,0.0010273,7.505000000000001e-4
2016,LOCKHEED MARTIN CORPORATION,3958,14288579060.89,0.014798529868129321,0.1540849273808509
2016,GENERAL DYNAMICS CORPORATION,5011,8696116902.03,0.018735581902272872,0.09377703238611755
2016,THE BOEING COMPANY,2228,6342219165.7,0.008330248748406297,0.06839311140848006
2016,HUNTINGTON INGALLS INDUSTRIES  INC.,2755,4433280868.99,0.010300644210888398,0.04780753620400172
2016,RAYTHEON COMPANY,2597,4325810456.73,0.009709899461225833,0.046648598663879326
2016,NORTHROP GRUMMAN CORPORATION,2670,3975055916.3700004,0.00998283849113322,0.04286613802524198
2016,UNITED TECHNOLOGIES CORPORATION,688,3612662148.02,0.0025723568846066124,0.03895816248467031
2016,BECHTEL GROUP  INC.,30,2567656507.31,1.1216672461947439e-4,0.027689049049723163
2016,BAE SYSTEMS PLC,3046,2306626408.23,0.011388661439697299,0.024874157261704263
2016,BELL BOEING JOINT PROJECT OFFICE,442,2209934921.98,0.0016525897427269226,0.023831457314166596
2016,TEXTRON INC.,424,1100793064.99,0.001585289707955238,0.011870712878972829
2016,GENERAL ELECTRIC COMPANY,858,879667220.72,0.0032079683241169675,0.00948613989161169
2016,AUSTAL LIMITED,179,865846520.47,6.692614568961972e-4,0.009337100467516492
2016,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2166,757115091.13,0.008098437517526052,0.008164564393602192
2016,JOHNS HOPKINS UNIVERSITY,1031,641862720.29,0.00385479643608927,0.006921707905516514
2016,L-3 COMMUNICATIONS HOLDINGS  INC.,2171,635479601.93,0.008117131971629296,0.006852873746096416
2016,BOOZ ALLEN HAMILTON HOLDING CORPORATION,962,501205786.42,0.0035968129694644788,0.005404894137778428
2016,"LEIDOS HOLDING, INC.",726,483240283.73,0.0027144347357912803,0.005211158066084207
2016,ROLLS-ROYCE CORPORATION,411,448625274.17,0.0015366841272867991,0.00483787733525639
2016,HARRIS CORPORATION,1041,419303327.46000004,0.0038921853442957614,0.004521675842426206
2016,HEWLETT-PACKARD COMPANY,8772,415889559.36,0.03279755027873431,0.004484862510075802
2016,COMPUTER SCIENCES CORPORATION,523,407042045.11,0.0019554398991995033,0.0043894528416334195
2016,LEONARDO SPA,780,373802913.77,0.002916334840106334,0.004031009282137346
2016,THE CHARLES STARK DRAPER LABORATORY INC,157,332698340.93,5.870058588419159e-4,0.0035877465130346926
2016,CACI INTERNATIONAL INC,764,325465546.25,0.0028565125869759477,0.003509749629070292
2016,AECOM TECHNOLOGY CORPORATION,1342,321511447.77,0.005017591481311154,0.0034671094914785006
2016,MARITIME HELICOPTER SUPPORT COMPANY LLC,22,309184149.75,8.225559805428122e-5,0.003334174592065522
2016,HEWLETT PACKARD ENTERPRISE COMPANY,5669,305296306.58,0.02119577206226001,0.0032922489373195364
2016,GENERAL ATOMIC TECHNOLOGIES CORPORATION,87,287871746.18,3.252835013964757e-4,0.0031043462695709905
2016,VSE CORPORATION,568,284793926.72,0.002123689986128715,0.0030711557342515236
2016,ROCKWELL COLLINS  INC.,532,282369927.74,0.0019890899165853457,0.0030450158567162625
2016,SERCO GROUP PLC,838,264852558.45,0.0031331905077039844,0.0028561123580932808
2016,ALION SCIENCE AND TECHNOLOGY CORPORATION,312,256327163.85,0.0011665339360425336,0.002764176357862879
2016,DATA LINK SOLUTIONS L.L.C.,189,250119693.02,7.066503651026886e-4,0.00269723634318519
2016,SODEXO,57,249219787.36,2.1311677677700135e-4,0.002687531956368291
2016,HONEYWELL INTERNATIONAL INC.,664,240527779.12,0.002482623504911033,0.0025937992308994553
2016,VIASAT  INC.,172,225441290.98,6.430892211516531e-4,0.0024311098256354457
2016,ALLIANT TECHSYSTEMS INC.,310,219191861.51,0.0011590561544012354,0.0023637173381142467
2016,"ENGILITY HOLDINGS, INC.",924,218473601.64999998,0.0034547351182798113,0.0023559717800782057
2016,PATRIOT CONTRACT SERVICES  LLC,73,189931528.59,2.729390299073877e-4,0.0020481802749881886
2016,PROGENY SYSTEMS CORPORATION,202,183274673.5,7.552559457711276e-4,0.0019763941982372086
2016,JACOBS ENGINEERING GROUP INC.,324,180510080.65,0.0012114006258903234,0.0019465814305214986
2016,CROWLEY HOLDINGS  INC,91,179666310.32,3.402390646790723e-4,0.0019374823948882052
2016,CHUGACH ALASKA CORPORATION,917,179307415.31,0.003428562882535267,0.001933612149196346
2016,MANTECH INTERNATIONAL CORPORATION,656,172347979.11,0.00245271237834584,0.0018585631035971351
2016,INSIGHT ENTERPRISES  INC.,609,170815070.78,0.00227698450977533,0.0018420325537290897
2016,SHAW INFRASTRUCTURE  INC.,257,168082896.27,9.608949409068305e-4,0.0018125693783376704
2016,CSC GOVERNMENT SOLUTIONS LLC,266,166465191.18,9.945449582926728e-4,0.001795124398661661
2016,SCIENTIFIC RESEARCH CORP,465,163124488.8,0.001738584231601853,0.0017590989911365495
2016,ERAPSCO,62,161606327.23,2.3181123088024706e-4,0.0017427274671194314
2016,THE PENNSYLVANIA STATE UNIVERSITY,550,156853012.61,0.0020563899513570305,0.0016914687565842627
2016,CNA CORPORATION,677,153876304.6,0.002531229085579472,0.0016593685851396234
2016,GOVERNMENT OF CANADA,269,140486935.17,0.0010057616307546204,0.0015149805387492058
2016,DZSP 21 LLC,40,130204553.29,1.4955563282596584e-4,0.0014040975700138046
2016,QED SYSTEMS  INC.,388,124756282.71,0.0014506896384118687,0.0013453446056292384
2016,KRATOS DEFENSE & SECURITY SOLUTIONS  INC.,190,124140249.97,7.103892559233378e-4,0.001338701442610535
2016,"CERBERUS CAPITAL MANAGEMENT, L.P.",148,122180311.72,5.533558414560736e-4,0.0013175658950074277
2016,MLS-MULTINATIONAL LOGISTIC SERVICES LIMITED,3090,121992486.79,0.011553172635805862,0.0013155404318332359
2016,BETHEL-WEBCOR JV-1,18,120391808.67,6.730003477168463e-5,0.0012982790672966171
2016,AMERICAN MARITIME HOLDINGS  INC.,321,120365542.78,0.001200183953428376,0.001297995821654346
2016,CUBIC CORPORATION,179,117016702.76,6.692614568961972e-4,0.0012618826595902348
2016,ACCENTURE INC.,62,116411434.64,2.3181123088024706e-4,0.0012553555798912172
2016,KBR  INC.,330,114915952,0.0012338339708142182,0.0012392286205202571
2016,VIGOR INDUSTRIAL LLC,83,111298124.48,3.103279381138791e-4,0.0012002147557881456
2016,HOCHTIEF AG,23,107613299.6,8.599448887493037e-5,0.0011604784061044991
2016,THE WALSH GROUP LTD,10,107498687.16,3.738890820649146e-5,0.0011592424504913424
2016,J. F. TAYLOR  INC.,175,107375906.42,6.543058936136006e-4,0.0011579184097084173
2016,DELPHINUS ENGINEERING CORP.,333,97293440.61,0.0012450506432761658,0.0010491912923699216
2016,MILLSTEIN & CO.  L.P.,627,91388142.53,0.0023442845445470145,9.855098428750827e-4
2016,THE TIMKEN COMPANY,87,90705321.53,3.252835013964757e-4,9.78146449793744e-4
2016,SUMITOMO HEAVY INDUSTRIES  LTD.,1410,86687506.36,0.005271836057115296,9.348192052818203e-4
2016,M.C. DEAN  INC.,126,86117584.44,4.7110024340179244e-4,9.286732913122276e-4
2016,RQ CONSTRUCTION  LLC,42,85095000.71,1.5703341446726414e-4,9.176459708833426e-4
2016,A.P. MOLLER - MARSK A/S,79,83372727.95,2.9537237483128257e-4,8.990733562081023e-4
2016,MERCOM INCORPORATED,295,82430434.74,0.001102972792091498,8.889118712755847e-4
2016,M. A. MORTENSON COMPANIES  INC.,17,82124170,6.356114395103548e-5,8.856091789629962e-4
2016,G4S-PARSONS PACIFIC  LLC,229,82123620.91,8.562059979286545e-4,8.856032576959189e-4
2016,CARAHSOFT TECHNOLOGY CORPORATION,765,82119806.53,0.002860251477796597,8.855621242520125e-4
2016,OCEANEERING INTERNATIONAL INC,159,81620461.83,5.944836404832142e-4,8.801772996652127e-4
2016,UNIVERSITY OF TEXAS SYSTEM,411,81581835,0.0015366841272867991,8.797607563357368e-4
2016,ELBIT SYSTEMS LTD.,314,79804420.38,0.0011740117176838318,8.605935038411908e-4
2016,MCKEAN DEFENSE GROUP  LLC,124,79732406.7,4.636224617604941e-4,8.598169239863332e-4
2016,CADDELL-NAN A JOINT VENTURE,3,79721831,1.1216672461947438e-5,8.597028779388181e-4
2016,CH2M HILL COMPANIES  LTD.,347,77927878.66,0.0012973951147652537,8.403572862704194e-4
2016,GILBANE  INC.,74,77087617.6,2.766779207280368e-4,8.312960938411847e-4
2016,ICI SERVICES CORPORATION,173,76932709.5,6.468281119723023e-4,8.296255985989716e-4
2016,CDW CORPORATION,212,75385912.41,7.92644853977619e-4,8.129452753652968e-4
2016,GOODWILL INDUSTRIES OF SOUTHEASTERN WISCONSIN  INC.,14,75138772.42,5.2344471489088046e-5,8.102801714910924e-4
2016,FLUOR CORPORATION,333,73973504.29,0.0012450506432761658,7.977141735409026e-4
2016,SEALIFT HOLDINGS INC.,31,73642519.18,1.1590561544012353e-4,7.94144902137416e-4
2016,HARDIN-WGI JOINT VENTURE,46,73601356.09,1.7198897774986074e-4,7.937010083319931e-4
2016,GRYPHON TECHNOLOGIES  L.C.,248,70574861.33,9.272449235209882e-4,7.610639474090102e-4
2016,MUNILLA CONSTRUCTION MANAGEMENT  LLC,26,69628949.05,9.72111613368778e-5,7.508634352131265e-4
2016,THALES,149,69565710.91,5.570947322767228e-4,7.50181488872061e-4
2016,HARPER CONSTRUCTION COMPANY  INC.,29,68610442.84,1.0842783379882524e-4,7.398800858726486e-4
2016,MOOG INC.,213,68485764.02,7.963837447982681e-4,7.385355766080278e-4
2016,AFOGNAK NATIVE CORPORATION,822,67882413.38,0.0030733682545735982,7.320291745960843e-4
2016,WORLD WIDE TECHNOLOGY HOLDING CO.  INC.,192,67450776.83,7.17867037564636e-4,7.273744999655106e-4
2016,VT MILCOM INC.,389,66326358.33,0.0014544285292325178,7.152490155363127e-4
2016,WPP PLC,31,66146628.05,1.1590561544012353e-4,7.133108433063153e-4
