"SubCustomer.JPO","SubCustomer.sum","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Air Force","Air Force",1889258000,2225149000,2347957913,2333598353,1317076899,2543025943,3026058467,5255865604,4313544034,2546500585,934362095,1229718858,1613606856,256256382.2,965003610.14,491944855.9605,432108874.0882,341197386.9354,407518458.1017,479236674.9987,333341094.7269,379786063.4448,222564038.018,210870788.1549,230213218.617,220831830.4614,325233749.0453,290240855.8889,313041400.8759,318394882.0074,590258971.2845,1464676541.1155,747409332.8744,241324739.722,476730258.21,148572838.12
"Army","Army",590021000,923951000,509570160,400302592,403821065,356797574,429802612,423467607,506442949,728199897,554428929,561131566,809979038.3111,1485296497.2064,1778521058.0616,8163691622.6308,7672705940.8601,8669795981.269,10848160227.4274,5075435564.6893,4420056073.628,4126773621.1251,2777834081.7179,2259555336.865,2225734604.4996,1473070476.2499,1542322494.999,1542343603.0149,1753079915.7769,1937305809.1145,3619136785.5773,31343937124.3547,30233655763.9392,4713838107.444,2645185988.86,438380395.77
"DLA","Other DoD",7916258000,10013734000,5632416068,6687317724,5665350369,5299996289,5801267997,6116573037,5472484549,5340655257,6585223450,7774887487,10211590447,12512582120.8095,13572791804.9392,20780953525.0113,24185177234.4825,23316711151.7536,26551885009.7341,28430072449.7482,23162326595.217,23897683712.2193,31055594091.597,23004731338.7987,20824217955.4019,18450121251.7335,16589050490.7537,18935407533.6955,22241577058.2429,19976627359.4683,20452764715.0259,19511809173.7575,26517057826.7453,26461652075.5085,27157389216.36,12098335682.7
"Navy","Navy",429645000,445416115,331694559,337307503,379156920,332262362,346500989,553875800,480793038,550544046,374593742,476084506,502905325.93,837821123.2103,1214805406.1447,1632008527.4766,1735556620.7362,1907301540.585,1185544805.5123,1590143500.5527,1496503153.2173,1552807680.6036,1252099031.9146,1161082488.8756,1002061788.9013,728777761.6907,796680095.5589,688592758.5206,926115020.0482,861686483.0258,815194878.521,980836142.3382,891450672.5873,1373654732.9847,1574908676.7718,690420448.81
"Other DoD","Other DoD",88943000,98160000,853405602,792926411,863980392,39708025,79964364,72706952,171754816,326271504,188156984.09,183042261,253826493,451219504,785468426.643,719903215.9769,594449609.452,56725643.9981,106996864.7044,43966446.2104,26912800.6333,30670101.6773,45388652.079,24139083.777,57801817.544,192592719.8894,150773800.0229,135502134.94,133018112.1593,119903693.6198,119958978.3647,73984155.8322,157765233.6319,49709892.4551,467524617.81,109767580.44
