"Shiny.VendorSize","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",29446000,13597000,15401771,18674971,42598531,45034796,38378094,178435430,114532245,136562918,141621032,167387698,194914547,237972737.0938,241431334.4687,331749108,404721715.5,469941277.8,482143127.9611,528644654.479,396167684.3431,501764570.1553,507122623.4388,417674709.1721,396507223.9926,301533342.0256,398934362.2164,394303978.7955,429150182.5886,402230734.7987,339388242.5745,649789351.3726,394852502.981,1934179849.0272,659513445.35,341813933.38
"Large",2386958000,3063181759,1785408612,2036876584,1953315555,1586935646,1743108770,2651870946,2304875244,1990472979,3136160263,4067941867,5172069807,6229146304.4502,7635286235.0547,11747581693.4334,14282608737.8855,15022581864.2896,16959836738.1663,19111043338.6455,15208986403.8106,13509805244.605,19195644292.6409,12149707618.7856,13417153387.4511,11662270495.5512,10413055783.644,11711272531.1799,13016511879.425,11301264587.7711,13635157658.47,40763408954.4863,43268145869.1803,16832419997.1342,15233034110.81,6128652392.04
"Medium",1515140000,5062052635,2781564427,3157670187,3090600240,2526868645,2596724710,2505942177,2245863917,2697384337,2465094109,2443787429,3363296140.55,4278776342.3623,4621372847.8793,6810355143.3475,7339251136.4716,6705410243.5248,6812800701.6967,7331603240.8952,6438196128.3241,8276058316.3117,8013476358.0304,7719744799.951,4704204614.0655,3916257519.2739,3635485100.3678,3957170661.0218,4693267662.4262,4490187381.6795,4386000187.6698,4636353659.2015,5843394093.5945,6335651063.8729,6736426075.0217,3191398626.95
"Small",1027758000,3190175535,1950945131,2368421827,2159877428,1912632506,2282852588,2084009211,2036068018,2239367925,1918370553.09,2272635137,2933506395.7611,4071406977.1199,4248191198.9983,6364724849.1506,5945037940.7777,5855269353.4949,6325631931.7945,6024276663.9483,5714286010.235,5687913833.0588,5726397694.7288,4531957716.4952,4748050884.4179,4683130428.1054,4386541729.4151,4707669050.8112,6251507927.8135,5894567567.7385,6170994851.0101,6421435299.3904,8218316581.1371,6950420854.1393,8030207354.1501,3509288501.5
"To Be Labeled",,,,,,,,17520366,38582198,4250940,96352127,64934005,198567765,361598292.4,307866363.4806,418942749.0196,771558422.0461,503477559.079,766276230.9908,622730341.9675,693649942.2576,1167262925.0357,1305488865.5397,1312642929.1973,876793403.4168,331973557.9864,331267834.0388,447025112.4648,525513362.1728,631269097.7845,700964694.6382,665488024.9735,821626470.1977,785540237.3786,1660305597.99,313462549.19
"Unlabeled",5954823000,2377403186,3141724361,2969809014,1382993891,2500318600,3022530267,4984710870,4205097764,2424132190,879167116,1208178542,1529553504.93,364274974,1262442326.0469,6115148204.105,5876820326.9381,5735051406.3528,7753416634.8705,2000556396.2638,987853548.4521,844916289.9036,605350060.9479,528651262.87,197319871.6199,170228697.0824,238775820.6977,374645551.7867,450880492.6771,494398857.4635,364808694.4108,238767847.9738,1003312.6875,1967546.5621,2252174.69,860942.78
