"","StartFY","NAICS","hh_index_lag1"
"3384",2005,511210,373.000899834201
"3385",2005,512110,1331.02622740443
"3386",2005,512120,638.780058060076
"3387",2005,512131,4609.50512384494
"3388",2005,512191,1716.93004537251
"3389",2005,512199,3663.36875018251
"3390",2005,512210,3522.96008548167
"3391",2005,512220,4942.09525265925
"3392",2005,512230,1766.61723103051
"3393",2005,512240,4042.47874859132
"3394",2005,512290,1055.83127381936
"3395",2005,515111,3281.98259412044
"3396",2005,515112,9917.60229018677
"3397",2005,515120,4399.49325049264
"3398",2005,515210,580.976455178811
"3399",2005,517110,1444.93552730456
"3400",2005,517210,10000
"3401",2005,517410,1110.14818662549
"3402",2005,518210,401.853208247805
"3403",2005,519110,5782.10214571234
"3404",2005,519120,743.81191496123
"3405",2005,519190,2068.878463005
"3406",2005,521110,3656.35701808595
"3407",2005,522110,9961.79586698079
"3408",2005,522130,10000
"3409",2005,522190,4539.93927090071
"3410",2005,522210,9388.15371288838
"3411",2005,522220,3027.03298011172
"3412",2005,522292,9686.15706110975
"3413",2005,522293,10000
"3414",2005,522298,5172.09174864977
"3415",2005,522320,5121.99429069858
"3416",2005,522390,10000
"3417",2005,523130,10000
"3418",2005,523210,5120.36292257037
"3419",2005,523910,9933.27740080336
"3420",2005,523930,9028.26714381191
"3421",2005,523999,9624.11258260485
"3422",2005,524113,10000
"3423",2005,524114,3900.99289224033
"3424",2005,524126,4757.67045785321
"3425",2005,524127,4334.54934628533
"3426",2005,524128,9756.85026273993
"3427",2005,524210,5583.66257379814
"3428",2005,524292,8383.44035551654
"3429",2005,524298,7471.28931695155
"3430",2005,525110,10000
"3431",2005,525120,8887.96479965048
"3432",2005,525990,9165.59861463194
"3433",2005,531110,378.169060104859
"3434",2005,531120,1341.45157346281
"3435",2005,531130,2423.95058929895
"3436",2005,531190,2068.88806743885
"3437",2005,531210,2827.54264048525
"3438",2005,531311,1942.75251885585
"3439",2005,531312,1043.81736685785
"3440",2005,531320,585.785990044093
"3441",2005,531390,3461.53152741859
"3442",2005,532111,193.05726513785
"3443",2005,532112,410.086134326194
"3444",2005,532120,3514.22026272696
"3445",2005,532210,678.59874737679
"3446",2005,532220,7784.99150391163
"3447",2005,532230,3030.30065659853
"3448",2005,532291,2700.79301117247
"3449",2005,532292,2467.97613435433
"3450",2005,532299,1651.90008389005
"3451",2005,532310,631.195355162442
"3452",2005,532411,2193.13995082382
"3453",2005,532412,2009.09619150779
"3454",2005,532420,1909.97112547455
"3455",2005,532490,274.478603607142
"3456",2005,533110,3415.63659198285
"3457",2005,541110,948.037341668673
"3458",2005,541120,7684.97136780798
"3459",2005,541191,6000.83772146394
"3460",2005,541199,3054.27814608591
"3461",2005,541211,1034.06186595044
"3462",2005,541213,10000
"3463",2005,541214,9945.30449728901
"3464",2005,541219,980.278478026731
"3465",2005,541310,281.687368719851
"3466",2005,541320,1522.44591842471
"3467",2005,541330,508.162582602011
"3468",2005,541340,2715.89947093256
"3469",2005,541350,3590.53277331027
"3470",2005,541360,1563.29836637899
"3471",2005,541370,321.985891291234
"3472",2005,541380,487.056474731342
"3473",2005,541410,1928.68564093889
"3474",2005,541420,1472.6825594724
"3475",2005,541430,5457.80314388622
"3476",2005,541490,7954.13461654192
"3477",2005,541511,557.391746391886
"3478",2005,541512,556.906443112568
"3479",2005,541513,1414.1512695419
"3480",2005,541519,945.704207523004
"3481",2005,541611,293.491359027724
"3482",2005,541612,4419.86228621585
"3483",2005,541613,4509.15255436427
"3484",2005,541614,841.120755489214
"3485",2005,541618,968.72239497499
"3486",2005,541620,236.08627855265
"3487",2005,541690,671.052656831743
"3488",2005,541712,2870.54138175737
"3489",2005,541720,9044.96448290277
"3490",2005,541810,3315.76513014753
"3491",2005,541820,2506.57755661546
"3492",2005,541830,4276.3644372592
"3493",2005,541840,4348.40587263348
"3494",2005,541850,719.928876032528
"3495",2005,541860,5109.23355215354
"3496",2005,541870,2358.0364087849
"3497",2005,541890,2980.02660809398
"3498",2005,541910,2312.14726067023
"3499",2005,541921,3209.05286074184
"3500",2005,541922,1620.80608914043
"3501",2005,541930,2955.63536531514
"3502",2005,541940,2951.3143203209
"3503",2005,541990,686.871045361267
"3504",2005,551114,8633.67301292131
"3505",2005,561110,1944.7607283636
"3506",2005,561210,3920.37989336715
"3507",2005,561320,548.355115516918
"3508",2005,561330,3458.29169930782
"3509",2005,561410,595.238024742392
"3510",2005,561421,1603.95351255178
"3511",2005,561422,6437.12095717337
"3512",2005,561431,1262.11017258226
"3513",2005,561439,9728.96091698771
"3514",2005,561440,8259.25245497617
"3515",2005,561450,5693.70749024175
"3516",2005,561491,0
"3517",2005,561492,482.004352916174
"3518",2005,561499,3401.89470079019
"3519",2005,561510,4583.75688879887
"3520",2005,561520,2937.59199280386
"3521",2005,561591,2369.06382803087
"3522",2005,561599,9153.92695992131
"3523",2005,561611,1218.45973573809
"3524",2005,561612,785.673087218868
"3525",2005,561613,3969.1788457491
"3526",2005,561621,688.343331922027
"3527",2005,561622,565.949163200416
"3528",2005,561710,467.061228441388
"3529",2005,561720,71.138243578176
"3530",2005,561730,119.261006520646
"3531",2005,561740,965.599539443177
"3532",2005,561790,389.233938662991
"3533",2005,561910,1528.05614686129
"3534",2005,561920,3538.52093768066
"3535",2005,561990,1366.57322371699
"3536",2005,562111,269.754546377161
"3537",2005,562112,1549.32217057778
"3538",2005,562119,537.52800246029
"3539",2005,562211,2160.26431295273
"3540",2005,562212,540.103908461548
"3541",2005,562213,3285.62469658589
"3542",2005,562219,1000.025418019
"3543",2005,562910,502.982530997541
"3544",2005,562920,709.655246690842
"3545",2005,562991,628.208923586848
"3546",2005,562998,690.15553306751
"3547",2005,611110,3723.8034068714
"3548",2005,611210,3125.29597287476
"3549",2005,611310,95.4476068077039
"3550",2005,611410,5184.12428131471
"3551",2005,611420,875.865635034735
"3552",2005,611430,641.567354858036
"3553",2005,611511,8111.93579742718
"3554",2005,611512,1723.07363134293
"3555",2005,611513,5435.82994875053
"3556",2005,611519,1362.15568644945
"3557",2005,611610,6793.65841352617
"3558",2005,611620,352.298956845512
"3559",2005,611630,1589.20124167649
"3560",2005,611691,778.810507693619
"3561",2005,611692,1141.96677226431
"3562",2005,611699,751.805105542608
"3563",2005,611710,836.764085116669
"3564",2005,621111,445.709359901378
"3565",2005,621112,861.405546013912
"3566",2005,621210,1778.70775398939
"3567",2005,621310,7925.13179294016
"3568",2005,621320,636.629124456818
"3569",2005,621330,1453.86845091172
"3570",2005,621340,447.418783504205
"3571",2005,621391,3088.79144891485
"3572",2005,621399,381.741406950439
"3573",2005,621410,1650.46467486885
"3574",2005,621420,2327.01290580192
"3575",2005,621491,1790.57424946417
"3576",2005,621493,4399.14998239576
"3577",2005,621498,6025.97932981949
"3578",2005,621511,2323.51700758274
"3579",2005,621512,728.923647941207
"3580",2005,621610,2765.4790120786
"3581",2005,621910,942.345644822818
"3582",2005,621991,724.234572316444
"3583",2005,621999,936.674014502265
"3584",2005,622110,864.208561500724
"3585",2005,622210,3430.44446279734
"3586",2005,622310,5197.5970473432
"3587",2005,623110,1327.85818271681
"3588",2005,623210,10000
"3589",2005,623311,8290.85763079313
"3590",2005,623990,6150.8651046627
"3591",2005,624110,2679.08370084868
"3592",2005,624120,1193.90090013704
"3593",2005,624190,1272.49045333785
"3594",2005,624210,6144.8641222838
"3595",2005,624221,3651.41556141657
"3596",2005,624229,2463.86313010359
"3597",2005,624230,5960.12405497419
"3598",2005,624310,1932.35234473285
"3599",2005,624410,2644.79190496876
"3600",2005,711110,2379.69324239245
"3601",2005,711120,5416.34414436202
"3602",2005,711130,384.833897730188
"3603",2005,711190,3549.58225363796
"3604",2005,711211,1500.37428880025
"3605",2005,711212,5555.55555555555
"3606",2005,711219,751.992694585998
"3607",2005,711310,2181.68536023794
"3608",2005,711320,5904.58255531714
"3609",2005,711410,7048.73682881731
"3610",2005,711510,2731.81219164547
"3611",2005,712110,1885.79941124191
"3612",2005,712120,1501.30540394959
"3613",2005,712130,5435.42405708941
"3614",2005,712190,628.532757960857
"3615",2005,713110,3840.93414871331
"3616",2005,713120,7066.03818346929
"3617",2005,713210,5622.02161232907
"3618",2005,713910,3177.05920987429
"3619",2005,713920,9716.49640196945
"3620",2005,713930,3335.97455409734
"3621",2005,713940,674.363062072499
"3622",2005,713950,2833.07665996803
"3623",2005,713990,3164.80362825715
"3624",2005,721110,150.126597207561
"3625",2005,721120,762.088152377553
"3626",2005,721191,2648.28673382195
"3627",2005,721199,845.749637304555
"3628",2005,721211,20.0130062568679
"3629",2005,721214,1147.82762870052
"3630",2005,721310,2590.15253682405
"3631",2005,722310,828.970692559491
"3632",2005,722320,322.553066936729
"3633",2005,722330,4211.81096381687
"3634",2005,722410,9764.98399293114
"3635",2005,811111,1531.97964549232
"3636",2005,811112,4309.51801957339
"3637",2005,811113,1833.66308239105
"3638",2005,811118,2380.12893089911
"3639",2005,811121,1272.1910657569
"3640",2005,811122,3575.75060960091
"3641",2005,811191,9228.33015729531
"3642",2005,811192,1598.4880099601
"3643",2005,811198,7978.39611226532
"3644",2005,811211,5134.12936078458
"3645",2005,811212,2342.86262234277
"3646",2005,811213,1040.01421218479
"3647",2005,811219,1168.12073189313
"3648",2005,811310,1117.32188036025
"3649",2005,811411,7556.19315741845
"3650",2005,811412,3572.40180594693
"3651",2005,811420,1175.85815134653
"3652",2005,811430,2739.53744804921
"3653",2005,811490,1471.56067720464
"3654",2005,812111,7151.16369962163
"3655",2005,812112,10000
"3656",2005,812113,10000
"3657",2005,812191,10000
"3658",2005,812199,2891.78623418582
"3659",2005,812210,1751.82625445414
"3660",2005,812220,8972.1279120819
"3661",2005,812310,4533.67344447129
"3662",2005,812320,338.699240925296
"3663",2005,812331,825.682844366077
"3664",2005,812332,6562.75115978382
"3665",2005,812910,3132.09013341944
"3666",2005,812921,7211.90634459527
"3667",2005,812922,10000
"3668",2005,812930,1416.05264339839
"3669",2005,812990,6876.35929922085
"3670",2005,813110,418.391901052744
"3671",2005,813211,7717.19067449998
"3672",2005,813212,3704.88665400148
"3673",2005,813219,10000
"3674",2005,813311,3454.59017747696
"3675",2005,813312,1328.57986887262
"3676",2005,813319,2591.43599507518
"3677",2005,813410,4372.60840922982
"3678",2005,813910,1812.54311218472
"3679",2005,813920,1275.14123719357
"3680",2005,813930,6852.65854555084
"3681",2005,813940,10000
"3682",2005,813990,4903.70247178797
"3683",2005,814110,10000
"3684",2005,921110,9891.03224157109
"3685",2005,921120,10000
"3686",2005,921130,9582.55371275575
"3687",2005,921140,10000
"3688",2005,921150,2204.58844246163
"3689",2005,921190,2639.90919981448
"3690",2005,922110,3461.73532146227
"3691",2005,922120,3999.63880264105
"3692",2005,922130,2472.02681597739
"3693",2005,922140,3195.45181385961
"3694",2005,922150,10000
"3695",2005,922160,998.375422569266
"3696",2005,922190,8509.95541793186
"3697",2005,923110,1279.12906259557
"3698",2005,923120,4536.10444239991
"3699",2005,923130,7434.27183468027
"3700",2005,923140,10000
"3701",2005,924110,1510.48428319955
"3702",2005,924120,2346.33335632096
"3703",2005,925110,5832.7276524984
"3704",2005,925120,7482.96360717788
"3705",2005,926110,3590.46182115327
"3706",2005,926120,2789.55516390194
"3707",2005,926130,6249.8791659267
"3708",2005,926140,4635.61936425839
"3709",2005,926150,5399.44693282779
"3710",2005,927110,5096.09188757101
"3711",2005,928110,6938.73001805445
"3712",2005,928120,3491.25107121001
"3713",2005,NA,239.031431775732
"3714",2006,111110,5093.17591912673
"3715",2006,111120,10000
"3716",2006,111130,8612.66784850342
"3717",2006,111140,7285.21502691682
"3718",2006,111150,10000
"3719",2006,111160,10000
"3720",2006,111199,9543.60939893699
"3721",2006,111219,10000
"3722",2006,111333,6780.5331731391
"3723",2006,111419,6058.82205659842
"3724",2006,111421,879.271173844586
"3725",2006,111422,2084.78942756692
"3726",2006,111940,5016.49648511832
"3727",2006,111992,1815.18351271367
"3728",2006,111998,1642.23297848089
"3729",2006,112111,7813.89992860691
"3730",2006,112112,5361.05134807314
"3731",2006,112120,2588.05772280697
"3732",2006,112210,2461.90290193697
"3733",2006,112310,5004.93453956666
"3734",2006,112390,10000
"3735",2006,112420,3839.91481128206
"3736",2006,112511,8332.28234028574
"3737",2006,112512,9027.82056118973
"3738",2006,112519,4488.14328209186
"3739",2006,112910,5845.42623344213
"3740",2006,112920,1045.83249509209
"3741",2006,112930,10000
"3742",2006,112990,4599.39234885918
"3743",2006,113110,1791.4653391991
"3744",2006,113210,1705.5225912373
"3745",2006,113310,1567.04277464646
"3746",2006,114111,8816.64373186873
"3747",2006,114112,10000
"3748",2006,114119,5626.71193241001
"3749",2006,114210,2029.00549773901
"3750",2006,115111,7369.19840354662
"3751",2006,115112,705.675665820108
"3752",2006,115114,5125.29628359744
"3753",2006,115115,5219.78519855271
"3754",2006,115116,10000
"3755",2006,115210,6856.28395321387
"3756",2006,115310,1268.91849877664
"3757",2006,211111,789.081029087895
"3758",2006,211112,1607.09225524004
"3759",2006,212111,10000
"3760",2006,212112,9024.46568456036
"3761",2006,212210,6766.45306346222
"3762",2006,212231,10000
"3763",2006,212291,10000
"3764",2006,212299,8445.30916866804
"3765",2006,212311,7135.90034577395
"3766",2006,212312,1645.80307823581
"3767",2006,212313,6138.7862581753
"3768",2006,212319,553.869094414444
"3769",2006,212321,2020.6443933713
"3770",2006,212322,3697.34656240526
"3771",2006,212324,0
"3772",2006,212325,3348.85619796676
"3773",2006,212391,10000
"3774",2006,212393,1775.10129444922
"3775",2006,212399,6480.75832730556
"3776",2006,213111,4278.58014082444
"3777",2006,213112,570.404307625473
"3778",2006,213113,1391.49039403417
"3779",2006,213114,8782.78812006724
"3780",2006,213115,1914.28140706692
"3781",2006,221111,2335.81224652192
"3782",2006,221112,1388.06178163296
"3783",2006,221113,10000
"3784",2006,221121,3374.34474871485
"3785",2006,221122,498.707784526904
"3786",2006,221210,2010.3820650517
"3787",2006,221310,1183.14829010109
"3788",2006,221320,906.428187987782
"3789",2006,221330,7713.14921815426
"3790",2006,236115,1015.27576277487
"3791",2006,236116,1136.69850963664
"3792",2006,236117,3689.11316347161
"3793",2006,236118,771.332268411994
"3794",2006,236210,234.941537834933
"3795",2006,236220,109.059616276469
"3796",2006,237110,1018.36528244722
"3797",2006,237120,1510.29787102117
"3798",2006,237130,3012.41018296956
"3799",2006,237210,3117.87136801361
"3800",2006,237310,246.795788713252
"3801",2006,237990,171.116611229944
"3802",2006,238110,660.6141645811
"3803",2006,238120,3449.10694893891
"3804",2006,238130,1856.29845265257
"3805",2006,238140,2236.56250890985
"3806",2006,238150,1433.23360440885
"3807",2006,238160,380.571284376945
"3808",2006,238170,1445.76402822948
"3809",2006,238190,3195.12937476264
"3810",2006,238210,158.361725194311
"3811",2006,238220,188.537610299791
"3812",2006,238290,491.960713049941
"3813",2006,238310,766.315486897477
"3814",2006,238320,212.863594584443
"3815",2006,238330,288.411854727512
"3816",2006,238340,1579.30396462104
"3817",2006,238350,543.696206214672
"3818",2006,238390,288.002354324164
"3819",2006,238910,1811.46441145526
"3820",2006,238990,204.01064939096
"3821",2006,311111,5891.59082824491
"3822",2006,311119,2679.1819881461
"3823",2006,311211,10000
"3824",2006,311225,10000
"3825",2006,311230,0
"3826",2006,311340,10000
"3827",2006,311411,9987.78407841436
"3828",2006,311412,5141.35359482021
"3829",2006,311421,3289.68081030056
"3830",2006,311422,3635.76868664303
"3831",2006,311423,10000
"3832",2006,311511,1227.16750773924
"3833",2006,311512,5250.33795558321
"3834",2006,311513,9989.21567745348
"3835",2006,311514,0
"3836",2006,311520,9607.19609565683
"3837",2006,311611,8127.00789311615
"3838",2006,311612,8681.89937475675
"3839",2006,311613,2364.21102820924
"3840",2006,311615,10000
"3841",2006,311811,4713.12977163759
"3842",2006,311812,6934.31955059166
"3843",2006,311911,3908.37581340085
"3844",2006,311919,5901.71506908296
"3845",2006,311920,5221.43753925375
"3846",2006,311930,6867.60083827714
"3847",2006,311941,9341.40372644223
"3848",2006,311942,10000
"3849",2006,311991,5699.16261952215
"3850",2006,311999,2509.40225933752
"3851",2006,312111,1750.2390730779
"3852",2006,312112,4598.51101208119
"3853",2006,312113,761.16153273045
"3854",2006,312140,10000
"3855",2006,313210,1646.38762249975
"3856",2006,313230,1209.41306615608
"3857",2006,313320,4837.82282337074
"3858",2006,314110,914.041214154746
"3859",2006,314999,1510.82411025745
"3860",2006,316110,3649.83009357079
"3861",2006,321113,4499.46117942779
"3862",2006,321114,1654.94359665136
"3863",2006,321211,3602.52290330999
"3864",2006,321212,1562.96333716331
"3865",2006,321213,4492.73648745232
"3866",2006,321214,4149.88737170348
"3867",2006,321219,5102.71220907699
"3868",2006,321911,1070.79150094252
"3869",2006,321912,3278.46153409958
"3870",2006,321918,1231.28201481823
"3871",2006,321920,4886.76772970975
"3872",2006,321991,2109.55749796007
"3873",2006,321992,2953.19323885674
"3874",2006,321999,536.510042536805
"3875",2006,322110,6507.06758824494
"3876",2006,322121,857.337033322653
"3877",2006,322122,2461.92315297996
"3878",2006,322130,1942.57574412131
"3879",2006,322211,1389.40013685773
"3880",2006,322212,3921.84733331571
"3881",2006,322291,5329.68502391941
"3882",2006,322299,3392.02226315407
"3883",2006,323111,5431.90541203859
"3884",2006,323113,488.787941876982
"3885",2006,323117,3601.03100828414
"3886",2006,324110,918.852639591158
"3887",2006,324121,3939.35825256748
"3888",2006,324122,9950.38229116137
"3889",2006,324191,2214.16457260251
"3890",2006,324199,4906.90866511543
"3891",2006,325110,1895.46527554454
"3892",2006,325120,382.100388212078
"3893",2006,325193,9049.71621986506
"3894",2006,325199,667.414059452305
"3895",2006,325211,2209.52286727315
"3896",2006,325212,2573.76436622551
"3897",2006,325311,3555.1252687424
"3898",2006,325312,3413.1819769487
"3899",2006,325314,5545.39753887997
"3900",2006,325320,1366.00311226434
"3901",2006,325411,2807.26769824957
"3902",2006,325412,3640.53185863155
"3903",2006,325413,639.62709045227
"3904",2006,325414,2950.30332358165
"3905",2006,325510,810.740871177018
"3906",2006,325520,408.013337893665
"3907",2006,325611,3273.74579567718
"3908",2006,325612,638.636596622783
"3909",2006,325613,1400.30989753513
"3910",2006,325620,8257.97814778664
"3911",2006,325910,6824.03317436244
"3912",2006,325920,955.728456239274
"3913",2006,325991,8093.3104467063
"3914",2006,325992,1069.72784249122
"3915",2006,325998,1114.55723915259
"3916",2006,326111,3380.4960712934
"3917",2006,326112,1990.34072500677
"3918",2006,326113,600.15506210844
"3919",2006,326121,1243.01671904278
"3920",2006,326122,568.141266975498
"3921",2006,326130,1982.95936610761
"3922",2006,326140,1368.41823712642
"3923",2006,326150,639.112140451758
"3924",2006,326160,4626.1525946371
"3925",2006,326191,1210.45840597258
"3926",2006,326199,605.967443355547
"3927",2006,326211,1595.99948453507
"3928",2006,326212,3822.95389696211
"3929",2006,326220,482.819079090393
"3930",2006,326291,2281.79876636841
"3931",2006,326299,713.212304018169
"3932",2006,327211,8063.62428626408
"3933",2006,327212,2175.18478621682
"3934",2006,327213,9669.03084757154
"3935",2006,327215,4757.88924166216
"3936",2006,327310,4033.55856258471
"3937",2006,327320,3208.51053747364
"3938",2006,327331,1031.60629367477
"3939",2006,327332,4253.43736306671
"3940",2006,327390,2436.43192294654
"3941",2006,327410,2998.36046721098
"3942",2006,327420,2566.08771950989
"3943",2006,327910,1204.82587107308
"3944",2006,327991,2482.8576238367
"3945",2006,327992,2453.91263426078
"3946",2006,327993,1241.50493431195
"3947",2006,327999,425.813256300508
"3948",2006,331210,3801.71335418618
"3949",2006,331221,2408.16645142458
"3950",2006,331222,1224.28821823575
"3951",2006,331314,8099.81057571389
"3952",2006,331315,940.345821505129
"3953",2006,331491,486.519102973937
"3954",2006,331492,2794.51134107455
"3955",2006,331511,2114.93810981918
"3956",2006,331512,721.326623638983
"3957",2006,331513,6475.70345605197
"3958",2006,331524,1236.63806337283
"3959",2006,332111,847.721331529255
"3960",2006,332112,357.768613620432
"3961",2006,332114,1073.09841082582
"3962",2006,332117,1750.5841901766
"3963",2006,332311,2070.3378293467
"3964",2006,332312,2870.65948116975
"3965",2006,332313,365.45216179803
"3966",2006,332321,329.481489341646
"3967",2006,332322,1690.24336206932
"3968",2006,332323,1706.58624634723
"3969",2006,332410,4876.59789831774
"3970",2006,332420,836.323354378558
"3971",2006,332431,2865.35054599669
"3972",2006,332439,1441.44473756029
"3973",2006,332510,633.537148466829
"3974",2006,332618,423.713727078245
"3975",2006,332710,149.005852309614
"3976",2006,332721,1083.78376651677
"3977",2006,332722,877.342833905491
"3978",2006,332811,9590.43916618371
"3979",2006,332812,931.436324372065
"3980",2006,332813,1736.71947968305
"3981",2006,332911,162.477883679558
"3982",2006,332912,1642.54261607997
"3983",2006,332913,8464.48099085439
"3984",2006,332919,191.964996593871
"3985",2006,332991,355.042975781514
"3986",2006,332992,1524.48475316823
"3987",2006,332993,1178.78358564092
"3988",2006,332994,927.7426225081
"3989",2006,332996,500.142816224615
"3990",2006,332999,456.150975299483
"3991",2006,333111,1669.02003357364
"3992",2006,333112,277.514169643277
"3993",2006,333120,1008.24540362787
"3994",2006,333131,1697.81936591796
"3995",2006,333132,921.831857593752
"3996",2006,333314,1409.64725943492
"3997",2006,333414,2777.58418450432
"3998",2006,333415,519.010056006769
"3999",2006,333511,1579.45095484564
"4000",2006,333514,2769.00631756017
"4001",2006,333515,705.091860173998
"4002",2006,333611,4454.18733312058
"4003",2006,333612,540.648537525897
"4004",2006,333613,495.459998555776
"4005",2006,333618,2323.29190472363
"4006",2006,333911,409.030704552355
"4007",2006,333912,1910.89153245622
"4008",2006,333913,4793.34157595544
"4009",2006,333921,1877.46291383877
"4010",2006,333922,570.042034713709
"4011",2006,333923,1518.84306156959
"4012",2006,333924,772.124743962403
"4013",2006,333991,1455.59687351303
"4014",2006,333992,597.594904027729
"4015",2006,333993,1835.60371876347
"4016",2006,333994,380.32239156843
"4017",2006,333995,2054.25367917295
"4018",2006,333996,533.030242276699
"4019",2006,333997,573.090324049714
"4020",2006,333999,386.224757339104
"4021",2006,334111,1081.18815781051
"4022",2006,334112,884.976865667513
"4023",2006,334210,4750.7246789549
"4024",2006,334220,874.439365039297
"4025",2006,334290,780.014453571842
"4026",2006,334310,522.115315757318
"4027",2006,334412,2808.72880177401
"4028",2006,334413,228.393906785501
"4029",2006,334416,1099.71990943189
"4030",2006,334417,3118.97437184341
"4031",2006,334418,1973.51023047246
"4032",2006,334419,1050.13407088318
"4033",2006,334510,1437.03706658938
"4034",2006,334511,1290.09501102484
"4035",2006,334512,690.313704930121
"4036",2006,334513,464.244483361831
"4037",2006,334514,1079.83959828352
"4038",2006,334515,353.482288595883
"4039",2006,334516,1043.78562654867
"4040",2006,334517,1774.66022232832
"4041",2006,334519,301.381380654252
"4042",2006,334613,1996.11219795264
"4043",2006,335110,2803.66011276601
"4044",2006,335121,1637.20902289653
"4045",2006,335122,427.425096121113
"4046",2006,335129,653.82234753118
"4047",2006,335221,2550.21839361842
"4048",2006,335222,2147.63624571323
"4049",2006,335224,3554.11074206581
"4050",2006,335228,4150.26205917917
"4051",2006,335311,363.565879524774
"4052",2006,335312,1227.20861873333
"4053",2006,335313,964.898959102756
"4054",2006,335314,774.331316975581
"4055",2006,335911,2207.4126830677
"4056",2006,335912,1189.36859582486
"4057",2006,335921,523.895750795396
"4058",2006,335929,817.390024778676
"4059",2006,335931,119.332847779568
"4060",2006,335932,931.804940425328
"4061",2006,335991,1933.37463402545
"4062",2006,335999,348.012978625052
"4063",2006,336111,1524.41059955651
"4064",2006,336112,8023.42884842018
"4065",2006,336120,1762.34653998212
"4066",2006,336211,3284.74873937873
"4067",2006,336212,3405.22080521775
"4068",2006,336213,7646.58522947801
"4069",2006,336214,7296.43471726426
"4070",2006,336330,1363.32126053599
"4071",2006,336340,2190.54475882973
"4072",2006,336350,1611.75264425859
"4073",2006,336360,1995.21775729669
"4074",2006,336370,7190.08025415105
"4075",2006,336411,2806.99273183877
"4076",2006,336412,2331.64366762958
"4077",2006,336413,643.006057398688
"4078",2006,336414,2465.00959984596
"4079",2006,336415,1400.45442004313
"4080",2006,336419,4161.80284762104
"4081",2006,336510,5766.67555265513
"4082",2006,336611,3174.32480206214
"4083",2006,336612,962.482347999276
"4084",2006,336991,1741.84744907641
"4085",2006,336992,3093.89284906891
"4086",2006,336999,3379.85950343528
"4087",2006,337110,8174.83196703988
"4088",2006,337121,945.374872241363
"4089",2006,337122,690.06998108833
"4090",2006,337124,3972.38004256238
"4091",2006,337125,1586.50977202523
"4092",2006,337127,780.43919935561
"4093",2006,337211,2155.19364630651
"4094",2006,337212,750.883751799887
"4095",2006,337214,418.076458303586
"4096",2006,337215,319.2072471913
"4097",2006,337910,4299.32475373515
"4098",2006,337920,444.420285181991
"4099",2006,339112,259.126449396382
"4100",2006,339113,390.190428342973
"4101",2006,339114,1687.58079415837
"4102",2006,339115,4999.94332557613
"4103",2006,339116,2237.50485228194
"4104",2006,339920,590.173904957172
"4105",2006,339950,1103.26146846846
"4106",2006,339991,365.268821704086
"4107",2006,339992,1726.00426024932
"4108",2006,339993,307.878977647036
"4109",2006,339994,256.613539458328
"4110",2006,339995,2003.91516802739
"4111",2006,339999,1106.6301063309
"4112",2006,423110,463.207861014156
"4113",2006,423120,1427.72575295494
"4114",2006,423130,1974.99005571565
"4115",2006,423140,1166.36030097447
"4116",2006,423210,535.911548678245
"4117",2006,423220,1738.77299563657
"4118",2006,423310,5728.03123245083
"4119",2006,423320,701.601362869095
"4120",2006,423330,2231.01209064946
"4121",2006,423390,3719.66606730549
"4122",2006,423410,188.982788558987
"4123",2006,423420,517.231288756705
"4124",2006,423430,999.48672918577
"4125",2006,423440,1810.0130170446
"4126",2006,423450,503.237649032645
"4127",2006,423460,2010.43694134887
"4128",2006,423490,278.676074677202
"4129",2006,423510,151.003098258094
"4130",2006,423520,2207.11923312793
"4131",2006,423610,98.5882697839102
"4132",2006,423620,1245.16671580671
"4133",2006,423690,3244.21756177789
"4134",2006,423710,358.021651967804
"4135",2006,423720,117.864276526103
"4136",2006,423730,593.867888249204
"4137",2006,423740,4336.26258379087
"4138",2006,423810,3113.9060222043
"4139",2006,423820,230.847763870954
"4140",2006,423830,79.3679903090635
"4141",2006,423840,45.4770347615376
"4142",2006,423850,6381.54713875497
"4143",2006,423860,399.881179905104
"4144",2006,423910,1744.37839368772
"4145",2006,423920,545.697067838064
"4146",2006,423930,2581.65340296156
"4147",2006,423940,995.173247206085
"4148",2006,423990,2712.32046887979
"4149",2006,424110,5065.00359652207
"4150",2006,424120,3642.94853949484
"4151",2006,424130,1934.19438581186
"4152",2006,424210,3445.68595130185
"4153",2006,424310,1383.33408933189
"4154",2006,424320,5094.44954594032
"4155",2006,424330,2765.22675372016
"4156",2006,424340,668.98452062629
"4157",2006,424410,1237.46294599499
"4158",2006,424420,10000
"4159",2006,424430,2784.04372422337
"4160",2006,424440,4623.48034334748
"4161",2006,424450,3303.53148091897
"4162",2006,424460,5685.88371734028
"4163",2006,424480,116.45940612971
"4164",2006,424490,3967.99665799848
"4165",2006,424520,3287.42594822861
"4166",2006,424590,3434.76713596404
"4167",2006,424610,459.581363603752
"4168",2006,424690,2311.00212547661
"4169",2006,424710,2373.33325714453
"4170",2006,424720,432.836869380107
"4171",2006,424810,10000
"4172",2006,424820,10000
"4173",2006,424910,1011.68789789363
"4174",2006,424920,3563.11662700448
"4175",2006,424930,691.266125670584
"4176",2006,424950,6068.38748964831
"4177",2006,424990,5460.11122502023
"4178",2006,425110,1364.07479823924
"4179",2006,425120,3790.65523498348
"4180",2006,441110,4423.72054090385
"4181",2006,441120,4649.07150682288
"4182",2006,441210,397.02808462084
"4183",2006,441222,380.770843778104
"4184",2006,441310,1946.23475130218
