"Shiny.VendorSize","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",3002369000,1869181995,2238062061,3024798722,2854844106,3420852712,3472957428,5671611019,6062007510.07,7316591017.53,6682431662.1941,7087723227.6027,8602203878.2789,9584556484.7237,10958796414.4708,12139090399.7615,12033008282.4299,14941329154.261,15202493637.4727,14083391148.5972,15235338139.7852,14067576483.2293,13150943789.9103,10935332982.6417,10459838503.4029,9920294718.2438,10370998474.1319,11348628043.3138,11266225001.5251,12531043187.3036,10869778314.1018,9759346002.6058,10859755974.7708,10750020547.7946,11425493987.5,4240738496.37
"Large",7637503915.53,8164529255,8454079987,6962506320,6467792371,6425246161,6254957833,7002312284.2,6806730141,6915906694.23,6482205855.5843,7144512059.6684,8098412244.2171,10837737857.4141,13743130932.3357,15942140832.0212,17246307515.9072,19273438547.2758,21649887716.5988,20525095620.3581,19792075861.2099,18489071546.2092,16607323583.9558,13822217063.7053,12583602244.1247,11492892340.2096,13082265655.9237,14087523166.5491,16280272882.7235,16970846499.2057,17844204600.527,14341134657.5094,15174118278.1425,16350344100.4949,18351279095.45,7295630707.28
"Medium",5296720000,6292342402,5684326481,5353904329,4982741025,4899536821,4595356345,4715960042,4885320727.5,6520467041.78,3812886060.7136,4316085031.4109,4607864553.1022,5163784044.3745,6026519930.1529,6747096627.4794,7614669062.6513,8845903498.3432,10032561238.0402,10654940505.908,10361148550.6204,9461076757.9529,9122753296.8696,7623271435.1506,7640036420.3251,7655956084.3261,8209845799.6299,8298824109.0291,10274503993.841,10842553130.6627,11182438268.4061,10903828060.7664,11795638677.4298,12738345137.6536,11703022196.7525,5151778158.55
"Small",2081115513,2465272683,2563334338,2696780741,2830225989,3235622426,3169922830,3120245053,3203608176.82,4508413982.91,3609733709.8149,3523027482.8965,4228872614.6507,5282140241.8214,6061636164.5348,6961751529.101,7906772922.3518,9104953148.2056,9866297625.0224,9651614217.9524,9912977786.1396,9722191992.3334,9824407348.7252,8534551132.5831,9716706959.6397,9912744989.1743,10898386067.5369,11312870484.0002,11941450327.7338,13348497416.5967,14212212975.6577,13451110912.5743,14517139268.6035,15041082284.345,15262042821.18,5828291643.06
"To Be Labeled",263603000,329633000,72916000,17593000,94156000,82905000,14988000,735606448,230321895,789687865,164399410.5,313694426.3022,262665987,349759118.9063,382037821.4872,386046686.4064,290602990.4295,229360144.7406,174801382.2413,192220364.5698,602023045.714,344980700.8297,730985487.846,492283928.8558,459193465.7448,461236771.5789,611599091.0153,766180168.0877,1133822144.2467,1090283698.5094,1189637058.7631,1141634603.5979,1176744959.4273,1424815241.0345,1333209727.58,634013863.07
"Unlabeled",1775428600,623439398,566336616,558775012,610568811,871209416,930574204,748717777,939176635,10237860,776856,1813352,3626925,261760611.05,359924832.02,57078589.5901,109878596.59,57648423.2309,23915803.3668,231731474.348,195545001.035,293950908.5127,137938785.9029,110035442.8502,22087602.1173,112921386.45,155141576.4483,76701826.594,66562847.6195,150664001.3199,53651849.9791,19960987.0745,6500079.1948,5039996.1834,9243681.35,2152614.14
