"SubCustomer.JPO","SubCustomer.sum","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Air Force","Air Force",6904544000,6858530000,5812264395,6051983904,6929069201,6001570027,5166630656,6250999483,6091863889,7505970542,6220862677.6992,6231182308.3724,6897133017.4434,8170110392.4493,9417999634.0743,9796014469.0519,9979829660.4647,11645743793.9818,10767607919.356,10808043100.9871,9973698680.9733,9724850771.7809,10507984427.1079,8371518958.5057,8946404179.8855,8413480848.5642,9780085091.272,10876128700.6579,12046878516.2695,12831869079.6119,12456304633.7211,12128043781.693,13378147135.7025,13670616316.6985,13460184011.4925,5489970876.55
"Army","Army",4419741134.53,4299187000,4502403465,5021341707,2534031984,5631956298,6200365609,7535414006.2,6784040633,7735632683.31,4580530895.9665,6382222467.1912,6829597972.3017,9322517559.2423,11718340388.3056,15482354724.6472,16368438909.2554,19993837560.0241,24927282899.8378,22925357499.7923,22279474215.9459,17500742881.2913,15394594295.4761,11972796371.0325,10901495723.4415,10278630136.8088,11054840911.99,11207115747.4204,12645108763.6318,11770170606.6276,11712507895.8049,10086127686.9593,10703176071.4727,11320660880.5034,11915325110.77,4146419728.76
"DLA","Other DoD",430942000,404258000,324808828,328107540,228554942,372293135,440514944,589116273,758381115,1004111092,844139727,926642097.6719,1155517218,1451703267.84,1557867707.6127,1646017618.0912,1509991032.1236,1275999627.4244,1501608133.0936,1431069076.507,1812705241.2068,2084860250.27,1903493361.0876,1857050670.6415,1687835242.4139,1864088245.0896,2058880988.3146,2100323417.1684,2991991629.3989,3428524861.471,3075175046.4628,2780296455.2674,2620125572.9689,3885809197.0129,4793154092.16,2167344134.68
"Navy","Navy",7596659894,6857449733,7007143719,5371446016,5949776081,4988444486,4443405928,5462882649,5880479597.07,6924265171,6575625378.7397,5743759210.4297,7166613394.8302,7907048109.7339,9779610861.7269,9827454629.9293,11778838774.8369,14034876115.0913,14193971484.5345,13895498098.6057,14454008004.0159,15100503025.0901,13708493313.2074,12403650718.4226,11691388304.7249,11660815511.504,12341069956.982,12784421257.8799,13122936075.5069,15086726447.4958,15925901441.8149,14187710740.8425,15785216806.4256,16680339147.4871,17296727584.19,6675384529.69
"Other DoD","Other DoD",704853000,1324974000,1932435076,1841478957,2198896094,1941108590,2187839503,2156040212,2612399851.32,2891324973.14,2531274875.4015,3103049496.2155,3754784599.6736,4628359029.0245,5058227503.2819,5481363222.64,5564140993.6791,5502175819.5355,5559486965.9203,6279025555.8414,7579222242.3622,7967891460.6349,8059786896.3308,6912675267.1844,7654341744.8887,7339031548.0161,8093359716.1274,8922738674.4473,10155922212.8825,11816596938.3917,12182034049.6311,10434836559.3661,11043231650.999,10752221765.8041,10618900711.2,4673486212.79
