"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",7694547,185882948.0532,129016044.5185,114291112.0063,56149051.3528,30942412.8641,20927821.3098,11822061.6868,1890625.1037,-1496849.7355,-436855.0976,-872165.7508,-14090.6001,-11543.27,3846.75,-381645.16,-725588.1,-105716.3389,0,-404229.84,,0,0,-11117,-75479.65,0
"Cost or Effort-Based","T&M/LH/FPLOE",29702639.7322,7668180.378,41753573.6495,74949491.1457,21673513.1924,14299502.3798,76336793.9108,5939209.3637,1601831.5683,397028.7391,303508.769,73330.81,-76203.1497,-27596.5295,-76.34,,6416203.93,-36752.0781,,,,,,,,0
"Crosscutting","Combination/Other",48443,47470,586686,42462.59,712566.88,1759148.53,12347844.8,1431785.63,734442.8099,159136.08,-7346.3999,-5020,0,-2722,0,,-9742595.27,-155,,,,,,,,
"Crosscutting","UCA",0,7800,771404.72,216971.0625,,544976,3e+05,121344.15,6249552.41,3330642.89,264476.273,-11952.6105,0,,0,,-79,0,,,0,,0,125467.5112,101177.25,135358.84
"Crosscutting",,104540874.9989,151024982.777,304223026.2055,241566232.3281,118209461.115,214719928.6722,197234731.9471,124741551.8927,66946558.9662,30666093.0385,4553139.045,-638546.6752,-1862576.4654,-2777407.22,-1429953.32,-164319.16,-164986.65,-157051.3406,19769.31,-23975.07,5200,-25927.46,-508.13,5170.98,10000,0
"Fixed-Price","FFP",8996621.8137,62859106.0678,188212958.569,240843350.2187,149184800.9057,173341325.967,218583490.2857,167176007.0659,130095251.4096,74032061.5,27954729.3152,3028972.4389,-2481594.6179,-5499435.8111,286714.39,-1040388,8103496.2408,-110546.8091,-264284.83,465316,7833.91,346930.32,6227932.0357,14472105.0342,14547985.67,11633253.37
"Fixed-Price","Other FP",26279.4004,19997,1257166.875,2434773.7813,121769.99,1154300.6,882704.96,517854.54,492717.65,855851.51,880036.8475,810546.7337,862872.75,979075.06,963094.37,815297.6044,885664.5625,642557.875,,,,-2856.02,,,,0
"Incentive","Incentive",0,115350.5,0,,165016.63,118481.31,142803.61,169834.71,73031.49,35915.84,297.97,,,0,0,0,0,0,,,,-1979.29,4958.45,,,
