"Vehicle.AwardTask","Vehicle.sum7","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Award","Definitive",48121954.2923,243277536.84,289284951.6,371602176.69,112263304.86,45748811.32,107419713.31,38139093.37,3380352.27,8524377.83,641199.2641,460026.7781,-981573.3969,-6631443.21,-64890.89,839854.2644,215416.9825,575288.3359,-212795.37,-404229.84,10000,7143.98,52867,-1117,-47114.85,2174883
"Award","Pur. Order",2281379.4209,7055001.81,157283203.07,69731207.68,111979813.84,327136238.41,335576619.15,263412045.08,184867801.46,93099304.82,30866090.536,911464.7006,-753343.9329,-798759.41,-282171.11,-92479.26,-240507.56,-342707.0276,-31720.15,-24544.07,3033.91,-67292.43,3314743.12,6310289.29,8714062.95,2578464.14
"Task Order","BOA or BPA",2121412.3978,2579022.5626,9568162.5428,7479563.7541,839875.065,942804.2498,269999.1499,-3635.1785,-4111.52,-1347.97,-32549.2316,-7025.4101,-4405,,,,-8757.1001,0,,,,,0,4606547.0625,-392961.44,1585708.22
"Task Order","FSS or GWAC",4050219.9143,2518599.4869,16114373.7839,99209435.1996,64455065.3667,45227224.9384,39326066.3042,3508677.9844,4025098.1968,2649439.2891,2203179.9458,478680.9445,-1547217.21,-91695.0311,-40003,-193653.5,-5902792.37,,0,,0,0,2717795.3957,3465998.1011,3838971,1671341.88
"Task Order","Multi-Awd.",5933386.8462,27942419.5198,47834985.39,12953622.0302,6177495,989805.99,7241945.3506,888166.0703,118813.3594,263786.5391,23822.6699,-81760.8409,-1448.6,-47665.85,211903.87,-578554.78,7126648.95,-245,0,465885,0,376316,59840,,-1323.75,2275488.23
"Task Order","Single-Awd.",38717269.0243,10531907.3977,80819379.2188,63058543.9344,41130867.101,6130684.4244,33608571.1383,5770507.833,15345576.6353,2808769.1352,1172157.4081,-173629.3979,-283603.9433,-185204.2695,,-742858.95,3582106.8109,0,,,,0,87136.84,209909.0718,2472049.36,1482726.74
"Task Order","Unlbd. IDV",31866922.0494,113721347.159,64915804.932,50309843.8443,9369758.8332,10704506.9905,3313276.4204,204793.8799,350481.0062,635550.2187,-1361913.8701,797408.1718,0,415138,-1213.02,-3362.49,,0,,,,,0,,,
,,17916862,,,,0,0,,,,,,,,,,,,,,,,,,,,
