"SubCustomer.JPO","SubCustomer.sum","2001","2002","2003","2004","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Air Force","Air Force",,,,,1249518.5327,40417.0313,78850.617,,,,5599621,10534367.61,8227089.89,9198160.125,8767072.92,9047353.9099,10631684,478618.23,10747436.27,3476985,2313314,
"Army","Army",,,,25672,32760200,85178387.58,94535778.08,86091748.1723,80755179.3228,64670340.3535,65982848.19,86073553.71,68255362.3202,41343517.2308,52997371.7891,52408325.9536,44326248.8484,62148041.5497,45986622.2223,127116454.6789,58087787.5205,-106134.38
"DLA","Other DoD",,,,,,,,,,,,,,,,,54260528,48204820,50970156,48680001,50617666,84097121
"Navy","Navy",5292234,6687010,3275466,,,,,,18010,7038331,7181499,11606645,3862054,2738770,701.5,,,,,42749,262821.6563,
"Other DoD","Other DoD",,,,,,,-1042,,,,,,,,,-1101850.2727,-184409.15,-726906.98,-1083607.29,-215009.4454,-88979.19,0
