"Vehicle.AwardTask","Vehicle.sum7","2001","2002","2003","2004","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Award","Definitive",,,,25672,32760200,85178387.58,94535778.08,86091748.1723,80755179.3228,64670340.3535,60102843.69,47304286.89,48736552.0675,30636926.125,26737919.9063,28940599.22,16313474.69,25160467.25,9692904.28,3476985,2135793.74,-147705.97
"Task Order","BOA or BPA",,,,,,,,,,,,,484138,0,701.5,,,,,,,
"Task Order","Multi-Awd.",,,,,1249518.5327,40417.0313,78850.617,,,,,,,,,-13051.6201,,,,,,0
"Task Order","Single-Awd.",5292234,6687010,3275466,,,,-1042,,18010,7038331,18661124.5,60910279.43,31123816.1427,22643521.2308,35026524.8028,31426281.9909,92720577.0084,84944105.5497,96927702.9223,175624195.2335,109056816.2468,84138692.59
