"SimpleArea","2001","2002","2003","2004","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Products",5292234,6687010,3275466,,1249518.5327,40417.0313,77808.617,,18010,7038331,18661124.5,49920995.43,20264497.4825,21812562.2308,20851056.42,31413230.3708,38723318.8561,36894812.2216,46123546.9223,126977012.0851,58176328.5905,41571.59
"R&D",,,,25672,3318414,2993766,4380683,1510821.7849,549626.1211,415846.7207,438978.74,89057.1,19048173.82,685487.85,,-2486.41,-669.81,25408756,-62125.37,,438.12,6510.76
"Services",,,,,29441786,82184621.58,90155095.08,84580926.3874,80205553.2017,64254493.6328,59663864.95,58204513.79,41031834.9077,30782397.275,40914089.7891,28943085.63,70311402.6523,47801004.5781,60559185.65,52124168.1484,53015843.2763,83942904.27
