"SimpleArea","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Products",16038300,57118643,143841901,219073551,607754390,832749972,567540356,902864179.4967,1085673181.2391,1218545744.4545,1295290917.0939,1745493347.0083,1487069254.4775,1682145796.9429,1682135959.7913,1524060458.2238,1771316526.4275,1153669090.5228,1452141202.2972,1715601812.8328,2160051738.2647,2610458750.0656,2776943998.9484,2649264663.6155,2552016318.1101,2872480616.35
"R&D",,,,,,,,,600000,1981337,4506049,11831523,44399439,2974523,65675854.8125,14180095.0113,24650795.3703,14311983.6909,11006092.9376,15476528.39,4905212.2462,-3000000,-33106.98,-129639.17,,-30589.93
"Services",,,7542155,,88681805,170770603,135049808,80744555,90710292,68773473.7285,187163837.8924,183406076.6926,170315764.249,183086664.7223,166181638.49,147891628.0063,102775927.1557,48215621.9691,22701413.2468,10941296.5738,17945829.2426,13202188.9919,16596560.628,12850735.6646,23578207.1524,15256791.92
