"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",3291000,1987000,10570000,1884346,7810740.7909,18122351.6357,25475027.7646,26015000.4269,33580005.7,48192864.673,35304750.1378,83701212.1849,100422948.2252,94183538.77,128980512.14,335061162.71,62393620.5,51037612.6439,80710162.9539,73307747.9449,68930231.3811,90095775.6444,86724140.15,130534821.1742,83679057.98,13115870.98
"Cost or Effort-Based","T&M/LH/FPLOE",498000,3283000,1220843.4376,8208494.2421,211578099.5764,314907124.4641,268581400.7375,152814433.1435,129308762.3622,135204572.0725,130072883.0032,196467296.1009,188264693.1758,264948928.4567,329633516.9799,462675903.6203,513158658.57,658561971.0377,690469835.9754,710987596.416,810943971.2453,1106747063.648,1007406241.1514,1126079408.067,1327702334.99,317947004.6
"Crosscutting","Combination/Other",,799824.3,70686.81,5852994,34120636.9222,11159458.9703,33727800.3939,31945730.4111,26932320.6417,14524130.6207,5482508.9023,0,-545744.6876,-323496.9581,0,-31885.39,69531,,,,,,,,,
"Crosscutting","UCA",15864405.7188,73145000,17261000,46492201,15209800.58,16000895.42,18121326.6119,371537900.16,567289256.5023,177932094.0139,94808044.144,128809582.0851,146829638.8703,77875589.8471,38903611.2249,65465271.9715,66793370.3996,214808616.4908,138053423.0898,82504242.2283,308972355.8011,280592747.5545,103346111.1945,51515186.5544,98620151.68,101348861.93
"Crosscutting",,8500826.6406,2552802.82,2090456.6625,5890198.0764,19723651.872,14718300.1519,19654359.7075,51984214.844,205367713.6234,237789599.4679,128938183.0179,43159525.9776,17850932.9454,60488253.68,59635977.7115,36481831.4792,-501380.6202,187530210.0478,25433.48,30000,644505.24,0,380500,0,0,0
"Fixed-Price","FFP",3415691304.3615,3881898587.7871,4167823881.0686,6077493149.8623,6874602263.1715,8531863235.8876,9985510604.1859,11726977881.9868,13830988900.195,13788016547.5053,15328878542.1264,16392464384.085,15608960531.7585,16891706064.1567,17403884440.59,18421473774.5984,19543923040.4943,20225469938.8857,23910462553.7231,24490713445.2668,28998167107.9348,42644319308.7698,54368286847.3556,59257652408.1562,64191202453.0944,29437789415.87
"Fixed-Price","Other FP",442830369.6917,373958419.466,530769442.4045,697243642.2032,473259612.9516,258845177.9616,259611941.5863,331814830.9581,124281963.7333,404237512.8068,510322387.6027,359758139.4025,506741335.6533,602422172.4189,843589162.671,596152372.1561,670450360.8763,602275090.9314,737641804.7513,482699319.8675,419248531.9718,464109350.9384,439783497.9829,829621910.9266,902786968.81,407604045.14
"Incentive","Incentive",10217000,16941000,556421,7585017,2727873.6623,2260368.4801,1793721.6702,4220450.5049,1990511.4421,7278001.4575,5561071.8205,285032369.6668,689625324.3898,398100456.9148,244270311.12,237588029.3102,1775782929.81,4421375374.2398,1575966876.9556,2978022255.0356,8929108501.8427,3096226573.2568,367394549.5604,296484848.1697,286732453.88,177719339.47
