"Vehicle.AwardTask","Vehicle.sum7","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Award","Definitive",831164505.9219,745639756.66,811174477.31,1037050733.58,1177596094.85,1573964905.82,1491581125,2010120659.77,3302184468.71,3628682294.39,4127097057.8393,3953681970.759,3556659975.7731,3462363773.3231,2922543693.3396,2621568922.7407,2834882305.0359,2840473079.9604,2967349716.09,3106528933.07,2954806172.43,3244821796.26,3956544802.88,4731336307.65,4223005085.62,1448436115.34
"Award","Pur. Order",60985871.7066,70471318.67,97346587.31,152010250.4,318458777.16,737825744.32,1572671791.38,1731382337.31,2239981361.8,1380212145.15,1554925700.1969,1794748966.2806,1174169664.0692,1355664150.3992,1202155205.0196,1118400370.3119,1300427154.6145,1566003056.8415,1590264168.81,1622379108.49,2496761884.19,1900415727.26,2047617448.28,2232802737.93,1908519380.12,903166605.02
"Task Order","BOA or BPA",73328106.8917,112852701.2778,118481044.5589,155241541.6018,87599793.6724,87876173.0596,140494921.4507,229946025.1742,409374584.6889,581990916.0085,825014180.36,1211317374.9767,1198886867.3814,1234904601.3253,1029904870.9071,1210322042.192,1446374437.7963,1462319395.3253,1461574882.2317,1374378008.7591,1691566752.8865,1637685833.876,1461614577.9073,1432604312.7515,1259222850.37,828671518.18
"Task Order","FSS or GWAC",1873066509.6172,1732574962.4727,1732084457.3203,3564140417.3633,2077729915.8337,1525188127.1139,1913874843.5616,2692769020.8564,2847339394.7447,2781574998.127,3403855497.4866,3209022702.9022,3013675926.0999,3338509232.6781,3185652623.1364,2581980664.6005,2912950313.2637,2987379282.5432,3207668090.0051,3186355862.0896,4041209352.6446,4191987078.2716,4044231146.4184,4669037671.1753,5007728113.4744,2034292774.22
"Task Order","Multi-Awd.",46548046,78659225.228,210630682.9991,511515245.4512,535224926.3359,593397513.4534,665296543.6415,568558711.6527,479856781.8301,771784930.0375,975143071.0615,1391211436.0101,1939723297.1321,2849238449.0137,4061385192.2357,4555040281.515,5089758068.0596,6275777715.7938,8089369863.3067,8408288811.436,5521088395.9872,7199634527.6517,7982945703.0801,9039215664.0665,10742902641.64,4635561885.72
"Task Order","Single-Awd.",912234066.3146,1460326708.8611,1553396519.3012,1235280003.9519,3326629959.0005,4613073665.453,4794372789.0266,5436322197.7663,5624910232.0667,5655593250.5792,5348413515.2845,5926705926.8042,6374313177.1289,6148604591.9467,6647208751.4589,8067554179.0956,9047677852.26,11229037104.7123,9817103370.4856,11120333882.9144,22830582647.2785,29507545856.4926,36880368208.829,39586891889.4748,43749345349.21,20605395639.51
"Task Order","Unlbd. IDV",99565799.9606,154040961.2035,207248962.5837,195411850.0358,115793212.6744,36550783.7514,34184168.5974,28211489.9057,16092610.3596,13336788.3254,4919348.526,2704131.77,720752.7461,116708.6,47196.34,,,69179.1006,,,,,,,,
,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
