"SubCustomer.JPO","SubCustomer.sum","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Air Force","Air Force",42111675000,43815582000,39545885055,39957971414,44026483825,37789260369,39393811712.51,43071214393,41278050273,45233341240.67,37958921676.9792,40633046619.5646,47413884724.7769,55557135024.1209,55056695772.8358,55580069095.4808,63139443613.8063,69877137081.497,63650832496.9106,67807653951.5052,64907616713.9148,65476225770.1632,71494774005.5241,55167411498.5824,55803091071.5235,52855821371.6358,65049835659.9361,61419004040.2801,71868165429.6598,75814473840.6195,77957034535.1725,79169767074.4894,78801239912.0811,92753103729.3151,99859354794.5536,43817022708.15
"Army","Army",23216088134.53,35268260000,31428914998,30957822464,20798814908,29761242814,32029210551,37067947798.21,37638355362,43607320822.52,36832500828.7767,40556105509.793,46178863972.4357,64206590729.1569,76070511906.1153,95626896372.1701,101677927943.316,118362647693.621,153115860209.798,147184981503.3,141175890062.267,125525303444.975,109148363145.393,87698991049.4181,75373911966.1924,72930300832.5493,74197001335.8838,78622025175.0228,91452191508.7047,95041873715.44,100479498328.397,109800145451.404,112550602092.505,112002715187.04,104162099843.392,37568543072.68
"DLA","Other DoD",9209787000,11713307000,6907467039,7931460004,6692479944,6644824451,7292808729,8059156410,7839796546,9009714445,9580614163.6178,11426471526.7901,14591296027.8973,17678992692.3501,19619731983.3795,27914804283.873,32598809893.9357,30639765053.0485,35718777232.1062,38025569516.8371,35241646622.4366,36127582505.7791,43150233026.2016,34083497069.3136,32346366353.5999,30903691696.1845,30228927986.5049,35610979879.0438,45449940778.5474,44237628561.7852,42123895255.2061,39109571324.1429,48305520445.4362,50533052995.1319,53061881381.01,23566620091.08
"F-35 JPO","Navy",,,,,,,,101268812,651152375,695421838,178031456,268635741,6554622,239927692,196180520.0938,297828365,634208177,1065862779.7227,2725377093.3307,3681464083.0004,1874856013.4357,4877655064.5174,4691798600.1318,12181359822.95,3796342018.2,11232863388.03,10403767371.5552,24164351660.1826,15993414873.2521,17024265421.013,35959135989.5885,9846932188.5915,20737931626.8508,36167250027.113,12517289790.01,13779869218.89
"MDA","Other DoD",74831000,68100000,1661000,,343747860,251594273,310476090,431242526,747389215,945575248.63,1373879916,1673010916,2485964875.825,2671495076.0938,3382922964.5797,3841746261.1375,3492627141.4845,4929029621.6667,5760262873.5729,5673422751.5254,5356951769.0357,5382146529.484,6877002431.1045,7706159819.8678,6050847486.8864,4690777698.051,6589241607.8602,5412284919.1813,8293301633.6555,8819106629.0813,12327823652.2867,8817318506.7272,9841769591.9764,7078919042.8608,8459332539.52,4080439773.84
"Navy","Navy",44416973487.56,42246069844,41220475613,38245449962,41252757153.16,39421018145,36936668644,45447574678,48153173352.09,49423055067.05,40297993522.9593,41940611224.7212,47787997916.3768,56619600367.3633,60624157330.322,65286569811.1077,74295888295.115,84706463044.1103,93702135950.2294,92071694336.7673,86215459919.6005,99202069231.0295,89920968627.0367,82197957231.9337,80328218894.056,73506011252.4841,82806908395.2001,85448502706.427,92309015189.5638,104803457437.478,114380922838.22,101942241454.525,103254240851.706,115660194539.842,122029893223.152,54513915433.12
"Other DoD","Other DoD",3335887000,4015324000,6148282864,5964388298,5823333448,4520245942,4743335584,5644509758,7004011243.32,7686591749.53,5956028175.0544,7495657034.3578,11345958996.1904,14559345718.7002,14824923355.3426,17116563570.2447,19296642324.7179,18557538546.5454,23312286688.3719,27101376297.008,27923078096.5896,32019518639.1978,32506745707.4143,29165300997.5759,29697467386.1097,28104624235.2971,29076175060.0733,31197266828.3478,33995574095.4882,37867570834.5594,39306434422.25,38287999340.9711,40861139922.4935,42926421135.422,45199750340.83,21307017233.53
