DoD_Office_Info

Report Filter:
{Date Signed} (ID) Between 10/1/1989 and 9/30/1999 And {Contracting Department ID} (ID) = "9700"

"Fiscal Year","Contracting Agency ID","Contracting Agency Name","Contracting Department ID","Contracting Department Name","Contracting Office ID","Contracting Office Name","Contracting Office Region","Country Where Award Was Issued","Major Command Code","Major Command ID","Major Command Name","Organization Code","Organization ID","Parent Macom Code","Sub Command 1 Code","Sub Command 1 ID","Sub Command 1 Name","Sub Command 2 Code","Sub Command 2 ID","Sub Command 2 Name","Sub Command 3 Code","Sub Command 3 ID","Sub Command 3 Name","Sub Command 4 Code","Sub Command 4 ID","Sub Command 4 Name","Dollars Obligated","Number of Records"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA415","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$626,356,000.00","14"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA421","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$151,642,000.00","20"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA422","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$38,340,000.00","15"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA423","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$44,909,000.00","20"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA427","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$172,869,000.00","17"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA427","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~9700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$246,148,000.00","7"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA429","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$1,953,000.00","1"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4D0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$113,847,000.00","41"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4E0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$1,608,522,000.00","73"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4E0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~9700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$8,700,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4G0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$5,714,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4J0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$196,000.00","1"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4K0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$99,996,000.00","5"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4L0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$15,781,000.00","10"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4M0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$180,185,000.00","7"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AA4X0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$6,744,000.00","5"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC511","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$83,106,000.00","22"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC512","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$316,621,000.00","28"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC513","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$452,520,000.00","31"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC514","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$1,907,000.00","1"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC515","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$333,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC51S","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$100,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC521","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$41,846,000.00","16"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC522","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$24,324,000.00","7"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC523","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$34,924,000.00","5"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC524","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$20,979,000.00","7"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC525","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$64,742,000.00","6"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC526","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$12,804,000.00","4"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC531","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$35,807,000.00","22"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC532","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$119,237,000.00","26"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC533","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$157,940,000.00","19"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC534","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$7,984,000.00","6"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC535","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$3,164,000.00","3"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC541","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$37,250,000.00","1"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC544","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$3,500,000.00","1"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5G0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$121,349,000.00","22"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5G0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~9700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$130,910,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5G0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$13,713,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5J0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$44,387,000.00","27"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5M0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$232,822,000.00","5"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5M0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~9700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$58,702,000.00","3"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AC5R0","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$218,993,000.00","7"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD000","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$550,845,000.00","599"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AD117","DEFENSE CONTRACT MANAGEMENT AREA","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","S0512A","","","","","","","","","","","","","($503,000.00)","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AF419","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$75,000.00","1"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AL000","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N68520_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$298,792,000.00","470"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM611","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$69,879,000.00","19"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM612","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$42,350,000.00","17"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM613","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$231,000.00","1"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM614","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$181,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM615","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$101,425,000.00","18"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM616","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$324,994,000.00","22"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM621","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$177,411,000.00","11"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM622","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$7,354,000.00","9"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM624","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$15,392,000.00","12"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM625","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$67,759,000.00","11"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM627","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$42,787,000.00","117"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM628","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$59,082,000.00","262"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM631","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$68,445,000.00","17"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM631","NAVAL AIR SYSTEMS COMMAND","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$5,249,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM632","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","NAVAIR","ORG-2936","NAVAIR","~9700~1700~NAVAIR~NAVAIR HQS~~~~","~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","NAVAIR HQS","ORG-2947","NAVAIR HQS","","","","","","","","","","$70,442,000.00","24"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM632","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$5,200,000.00","2"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM633","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$100,738,000.00","26"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM634","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$45,505,000.00","32"
"1992","1700","DEPT OF THE NAVY","9700","DEPT OF DEFENSE","AM635","DOD/DEPARTMENT OF THE NAVY","NO REGION IDENTIFIED","USA","","","","~9700~1700~~~~~~","~~~~~~~~","N00019_NAVAIR HQS_N00019 _NAVAIR","","","","","","","","","","","","","$68,183,000.00","35"
