"program","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"EXIM",12569363445.42,14398943703.72,21021115995.42,24467802703.48,32727089508.54,35797343173.23,27396060657.99,20482897763.56,12699952541.22,5037093109.33,3430993723.4,3323203879.67,8214219399.19,5395203769.73,5765261287.14,5241956891.07,2067222036.38
