"program","Biotechnology","Computing","FutureG","High Technology","Microelectronics","Renewables","SensorCyber","Space","NA"
"EXIM",318283710.6,708932625.88,1928896083.89,1046998761.06,675638093.46,130363067.88,105787498,109555302,1620000
