"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",21488800004.4968,22990459721.8898,24793607817.8502,32001874859.132,24451531214.2596,24794996400.7992,25846748160.7399,23464118612.8543,22279939748.5161,28921840094.399,24043531708.1471,23883515856.8845,23845581508.3373,22882495477.8751,23797843066.6075,23096414912.6621,26783872518.0792,26895925737.3097,29970550448.155,30500112331.3023,33082635794.8427,33880769720.3125,36745949708.0898,40645605336.0284,41327575267.99,19967601750.26
"Cost or Effort-Based","T&M/LH/FPLOE",769433479.75,771396981.84,920352075.4815,1208649782.9124,1438811388.418,1413547239.5847,2223356183.2847,1865328954.0887,2003427529.1262,2850009743.6915,2337254260.4526,2041969074.6553,3450375340.8232,2419579680.3591,3065791581.0675,2631253046.2445,3058394591.3627,2668562574.3845,4353252424.448,2427183653.987,1591500224.4058,1210093386.5481,1704749195.0562,2267847606.5016,2292590350.89,964710128.83
"Crosscutting","Combination/Other",12605613.51,41592963.02,48532900.81,61055935.9372,165541415.4324,542793849.2092,1030983827.2675,2414717876.5358,3500469976.1929,3790486734.1094,213384028.813,31817236.0873,29857612.9749,14912246.0808,22112848.4912,15810480.765,4169271.9,-4501903.7063,-28776.7496,-583242.6983,-98979.9003,-462097.8547,-0.37,-218.97,0,-5500.39
"Crosscutting","UCA",332656963.7188,222920106.53,484557984.59,532837802.7501,689268046.819,392272987.6292,628300254.4475,744300713.4863,873875426.3738,2921895201.9468,2499827520.6412,836543295.1218,712477327.909,607217959.8935,605820755.7777,352553316.7211,1055013170.8168,828872891.5511,1252223495.5715,3349832146.769,3054049065.0213,1294016261.6412,1779734152.6602,1428652951.551,1204953215.0144,491087004.88
"Crosscutting",,1783693576.0468,1094691059.4417,1394490104.1757,1660446018.6275,1944212787.5615,1486895028.1129,1154768972.134,712113906.754,1266395986.4706,1131256198.0314,521165759.0906,154406832.3989,165648046.3166,113664117.3666,107246395.6144,117011378.4437,70664609.952,94733339.2864,18822185.9515,10997969.27,57643162.58,16282177.32,489778301.32,414448292.15,50423966.82,20624369.99
"Fixed-Price","FFP",24828258832.0715,27639182412.9376,32046232384.1659,38849345286.3624,37428586048.523,45909590516.9079,53307888074.2508,55894275050.7888,64795754239.1148,76146022741.0883,78903048214.5163,68192647003.5517,61788622580.4486,52231864269.0827,56436298648.8283,53232187275.0218,53522973673.1096,58342988506.1548,63984535564.6145,69943759925.5626,78507954905.309,73936727779.9347,83807062958.9162,95404564988.7365,92901291827.1738,30830117600.64
"Fixed-Price","Other FP",3376204063.8556,3541921720.8545,6964739374.7248,5883788483.8772,6434599795.7572,7306298668.6467,6690692119.5737,6475090233.4047,6120107595.0697,5341458478.848,7398620806.4089,5793332619.2593,2349244657.967,2028066587.1711,1821741087.4874,1710139777.549,1631336992.7468,1622906136.2661,1768368783.0458,2141916380.7884,2605811755.9464,2553118791.907,4325260954.0771,3569575491.1149,5166519184.61,1789862635.14
"Incentive","Incentive",1363172990.9375,2426894782.77,3222920553.8048,3942946447.564,3698913107.7998,4907943886.6166,4711977347.3517,4841449056.536,4889524453.679,4897803538.6932,6765184259.0003,5649165633.6293,5913436457.2461,4911672530.8214,4890909021.5814,4328077012.9618,3758146114.9575,3831854393.7687,4057277369.9849,4324090025.9929,4419722597.0288,4437019933.7947,4206043651.5504,4082849352.3481,4127527098.14,352828055.6
