"SimpleArea","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",3030925305.2432,3602715206.4911,4964454905.0984,6536442938.972,7251867944.2424,9088624339.6625,10442005168.0237,10667312891.9529,11312247259.6052,11784980940.7102,12209981691.2292,12010798415.0129,9943968705.6151,7815964600.289,8088352081.6564,8044004375.5084,8165585138.4771,9633637067.7466,10067040431.1704,10662920710.9108,11596017517.9797,12781426978.4162,12069874115.5828,12762361306.0761,12231615449.91,4223603878.96
"R&D",14047230830.0744,13326776689.84,14175587240.59,20824690271.8234,11433582903.8961,12395629175.4942,12727669820.2331,13315629557.8852,11700683259.9747,14820667194.0248,14289580484.4611,14055945962.9465,13705275347.6736,13471863164.7181,14438170002.7286,14027373103.652,16606812429.9211,13411169698.6415,13514308506.4102,11691282364.3986,12795020857.5478,12780309680.8696,14943764123.5846,16413609599.2494,15409341086.79,7266193639.29
"Services (Non-R&D)",36876669389.0694,41799567852.9525,50735391049.9145,56779811406.3674,57566012956.432,65270085062.3497,72425039950.793,72428451954.6105,82716564434.9632,99395124596.0726,96182454381.3797,80516653173.6287,74605999478.734,63921645103.6432,68221241321.0704,63412069721.2086,65112173374.5264,71236534908.6269,81823652557.441,90343106115.6645,98928180149.7062,91765829294.3177,106044940682.133,118637572894.135,119429924373.938,42927028526.7
