"Vehicle.AwardTask","Vehicle.sum7","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Award","Definitive",40538073.64,42991765.35,584283612.79,942775090.3,2084077555.55,3076876388.6,2282848429.44,1410504330.98,1752779776.92,1990943058.07,2619796558.2268,3318141684.5801,2399947663.6752,2713980553.4551,2933079874.5166,3599709983.3424,2689118100.46,3337454192.5915,3877804727.3,3881279423.17,3701555863.77,3821534566.45,3539708367.92,3669174299.83,3431334415.1,854753526.5
"Award","Pur. Order",30566166.8516,35319422.08,167780025.52,908079823.49,414847165.22,1571868109.33,1611690783.2,851665373.9,775039408.92,562814571.36,386517335.9349,435781409.0911,355362185.2324,327538601.595,369384602.246,384616760.0177,516655296.44,654733669.8346,697582711.8,603454649.54,668137933.76,551592751.2,507944727.37,612042829.2,614642129.73,175505025.98
"Task Order","BOA or BPA",3065957.0978,9131818.8125,4552597.58,46491189.9463,475253426.0085,989438126.3886,3005873996.9666,1671262609.8339,2117836130.1813,2151240619.3109,2309978555.3373,1971827968.8029,1849210619.4294,1536602792.3008,1462195872.6604,1581528382.3566,1596563421.88,1639079231.7268,1691872446.5779,1728403195.72,1744793058.2722,2390129994.0511,3091425097.5468,4282844377.6487,4791713072.94,1355215905.37
"Task Order","FSS or GWAC",28124000,41441896.9399,39931838.6748,725863920.1078,961520397.3342,1389166331.4304,1805995876.0811,1858331227.46,1765230047.9285,1765220205.7913,1735420850.1778,1446031144.4112,1477293311.8655,1531224083.4038,1631082368.2499,1478719288.0256,1396423282.1994,1376234866.178,1766462573.0196,2020192628.1144,2677701765.8975,3433398040.234,3843601014.7151,4218423224.383,4706430012.33,1734722106.53
"Task Order","Multi-Awd.",1033000,4252774.2,4231501,87112347.7776,128403204.595,1433501037.2679,1567393424.7993,1756606154.4209,2481183089.1022,2938253820.691,3048011492.7021,3749074931.3254,3274520255.9294,3029359371.0799,3066593193.2292,2799392957.2917,3024686807.0308,4446476093.2538,4721851225.8631,4268853000.6529,4491915609.4725,3482577325.7126,4482944641.9567,5335541286.6485,3781352803.09,1322596357.6
"Task Order","Single-Awd.",51964000,91754497,120855749.84,1126741208.0046,3388682739.2425,4116089788.7747,6061119800.5137,4758892419.9963,5070729812.298,4848586838.8814,3468899309.7501,3336965599.6226,3061995525.5284,3152447681.0543,3357440014.5675,3597910499.9899,4327016482.3,4848122658.9023,5468177578.9752,5143152009.9581,6374905794.0086,6127550769.2196,5716914821.4468,5957437392.0784,6299487196.31,3110564298.95
"Task Order","Unlbd. IDV",84388000,100070500,95104365.1299,275462273.5077,415762797.8604,241194212.1923,160667562.54,161557194.3732,69313170.4813,43364301.2746,18656494.2613,1364781.9962,-9908.8507,27701.42,138637.93,0,-283885.15,-100827.77,0,0,,0,,-16555.4199,0,-34.9
,,,,,0,0,10000,0,,0,,,,,,,-8375.61,,,0,,0,0,0,0,0,250
