"SimpleArea","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",28548000,36184409.1125,510709107.11,1390728560.9687,2430276607.8415,4117016523.5272,2897599534.4641,3403257954.9192,3123442548.1677,3193589856.7303,3192315950.9439,4137249895.1032,2815086933.9855,2996292362.7339,3280965226.9914,3004788027.388,3292170528.1352,4574849974.8399,4088246888.177,4226101984.8415,5105219043.5687,4364814918.4978,3787677558.7648,3860754045.0062,3857161421.82,1207351980.02
"R&D",,,1522105.75,263734060.5503,752207217.2602,987851870.7339,1252250385.3529,571691325.7034,1014873768.4888,651174491.148,514946854.3601,457799269.4012,314202894.422,317695576.27,263834909.7026,311629087.3712,475201502.3,349230809.7777,465679723.5515,554806629.6183,479469857.1001,378673213.972,395115480.4679,485296296.609,468967665.51,108388149.16
"Services (Non-R&D)",210091799.14,283688588.7,306930260.0147,2291437452.146,4675600964.6641,7601956886.1269,12263913535.7936,8436409871.8317,9839728917.7698,10427722854.8909,9864347970.4514,9662953894.3512,9289170561.7548,8977248914.175,9275119477.6756,10125454853.0947,9791416808.955,11378188439.9693,13669824651.8073,12864449181.8656,14074321124.512,15063295314.3975,16999745631.7227,19729396512.7535,19298830542.17,7237617306.85
"Unlabeled",1039398.4494,5089676.5699,197578217.66,166625779.469,10462496.0448,111318713.5959,81826417.9301,57460158.51,54066201.405,27936212.61,15669820.6349,1184460.9739,-140737.3527,-56068.87,-5050.97,-2472.44,-8609334.23,-269339.8699,0,-22889.17,0,0,,,0,0
