"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",102647000,101958751.15,423431376.27,778831083.4701,1400334981.9564,1202633531.0565,4169353045.3998,1599996454.4231,2255665724.8119,1935107244.8135,2090532765.0367,1704866987.154,1598192435.0256,1309251785.2755,1260025946.1272,1301727968.3925,1282142130.06,1172943657.5764,1307714731.3871,1055431403.3097,999091818.0211,1090459924.5722,1042069127.6361,990798570.7281,808346267.86,204906496.04
"Cost or Effort-Based","T&M/LH/FPLOE",41237000,72767495,70327202.375,298856758.9325,557416244.1112,955072431.2427,1917103756.3896,1686544174.0336,2393933711.6653,2497554108.5904,2444591677.0782,2538595059.0037,2590148783.8952,2335380148.7431,2343736599.6978,2226967693.6032,2669609252.285,3406253794.8336,4564592994.0789,3872854012.9087,3949349979.6796,3769326232.077,4007383734.5959,4343010962.0098,4904922500.57,1977701341.31
"Crosscutting","Combination/Other",0,,113290885.25,1409514.39,274643203.3999,290874721.9258,974043586.3043,1688176839.3828,1017899348.1477,643825823.1472,108775334.9921,74337224.0891,39836939.8112,590402.518399999,4779544.92,-2910916.73,-15497252.77,-7329067.5684,-2966297.9287,-21574.6596,-2286812.3105,-2532.8301,-61573.3192,-30000,-578159,11572.69
"Crosscutting","UCA",,,,137860009,155827888.27,219844154.28,142329546.68,46387725.08,61606583.7995,166253862.9748,181858490.893,53673184.2047,5804196.4177,44683185.34,3778179.5301,2833442.3198,32313447.45,82306018.4364,33265342.5953,48630098.2144,23428919.3788,128257873.122,41822446.9846,3683308.7476,130960181.42,15630923.26
"Crosscutting",,3041398.4494,5092804.2499,196917263.3199,145286855.654,284772411.9897,907876561.2904,1312937182.9257,1272853110.7718,1598908410.2137,1589349111.3923,652776036.4223,270539790.8969,116121162.6112,-2558269.2546,35187554.7421,113999213.9351,5313069.63,4994834.6098,-2961770.0622,-76150.0198,-428.23,147003.5,-150002.17,9999.98,-1544099.25,26500
"Fixed-Price","FFP",82562799.14,138147623.9825,127633165.3198,2429011988.7024,4319238775.1062,8262850907.2194,7069657359.8445,5098305601.3417,6066032262.2893,6503812044.5538,7263284329.8585,7728096718.521,7153090905.2215,7272343850.9965,7936189282.6319,8851198573.8936,8574338484.2052,11005188826.359,11392333015.4514,12055118835.4189,13661545688.4886,13863353818.5422,15330309272.5679,18033725131.3617,16906934680.96,6149363335.79
"Fixed-Price","Other FP",10191000,6996000,11371000,230676486.61,175742900.8734,299211034.9397,248185051.9771,211721196.2934,141907072.3144,374055307.5209,344182622.1707,497463945.0351,510514199.2144,384847399.94,284076810.0805,167106409.231,636639716.2,380996396.7854,367309488.1875,371352288.11,324737676.2005,368913496.4868,278934692.0776,349436065.1422,276648303.24,101388453.13
"Incentive","Incentive",,,73768798,90593156.375,700570880.1038,679780652.0294,661980344.0197,864834209.6379,496158322.5895,590465912.3863,501279339.9388,1391614610.925,404611030.6128,946642280.75,952140645.67,780947110.7687,365320658.1,256645423.6848,564463759.8265,242045993.8731,703143183.9527,586327631.3972,482230972.5825,354812816.3993,599269953.7,104328813.81
