"SimpleArea","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Products",17166093,185723773,351209543,477051230,819200113,1091546868,924317454,1329867276.9967,1611973815.4579,2374214746.9739,2727378701.9232,3312352880.2707,2755805986.4095,4470067370.2428,4204769505.2287,3374397565.8298,4208601199.869,2970822658.566,2707697124.808,2901997377.3225,2717817881.7194,3818443682.4002,3815308634.0886,3788845087.7249,3740639048.8793,3340730425.16
"R&D",,,,,5352275,25780699,32351417,46443746,95964228.1344,113508705.8622,143621084.0938,140403564.247,107655608.3349,76557850.1636,265403310.8064,213868722.0013,271646015.2421,291188089.6108,173116419.2927,249980278.2809,312898027.3574,364494063.8066,173948502.9831,40828305.82,60629035.04,24401924.07
"Services",,79283841,165638973,123413399,277265585,449079913,425471744,806787479,1431142171.9592,1295677238.7214,1723032092.8435,2000220878.1744,2104018729.8167,3954046289.3484,4200620758.8067,4140917081.7851,3527122345.6229,3855499546.0416,3039849890.3775,2453365118.1433,2473168211.8258,2587473603.2102,2236108107.0534,803122870.8769,851367335.156,413436118.76
