"SimpleArea","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",69312042115,73841048678,60777751088,60826130534,51812298085,50123285767,53087844567.51,62583341684.2,63371162587,68653163954.11,59593906260.5134,65031939557.7528,76869019705.1321,94870527528.6962,103856299515.527,123344307480.01,136246789314.78,158496594497.084,190006951331.674,173660873239.862,162297051154.091,173102989740.114,171673110865.335,148398643427.039,129277528823.625,130024174548.166,148242111137.543,163965715084.165,183684450292.025,192690208362.845,218255696904.225,193900948909.684,209618962116.655,226847061259.989,204686829180.545,99002075992.4
"R&D",21827543764,21425889499,22702243444,23557305228,23860172381,23464698562,21909771922,26550800572,24907722127,25745129374.03,20078299689.203,21799583722.3897,25924063080.6199,29603523611.5713,31280534843.1049,35779585215.4557,39328789558.2741,42255212340.2951,41153225990.2855,43765781673.0063,41467620636.7813,39034138935.4371,34969080053.2006,28021261001.3736,25846015196.7923,23830162343.2503,24660797780.0499,25758844146.1547,27135330736.078,30944389231.3831,31532127407.6225,32737659987.8826,35154371340.2271,43027844437.2665,44577233951.81,18053686100.88
"Services (Non-R&D)",31225655743.09,41859704667,41772692037,38673656380,43265146672.16,44795428468,45708306985,50654718509.06,55033030332.41,62171123927.26,52476256631.1324,57152176716.1419,66933354487.4554,86983295158.3376,94631211278.2508,106536782427.818,119449703538.383,127368725845.178,146824987177.944,164122788935.553,158931153105.575,156473513337.585,151147812494.544,131780922231.298,128276268100.828,120371986974.161,125445672974.055,132126613561.477,148541865087.789,159973447491.765,172746939002.311,160331002348.719,169552546800.424,187207956196.268,195573405131.743,81399194848.62
"Unlabeled",,,,,0,4773197,387836,33893609.95,13320,31603156,29507158.5386,9838575.9423,84083862.2947,75741000.1801,7078195.786,3802636.12,110264977.8082,18047584.62,368043.2172,986168.1493,-253919.658,-140825.1013,-6477.8001,-99723.1206,449040,30000,3581529.4309,31755,-212795.37,465885,10000,386316,0,10000,1114156.43,2370050.95
