"SimpleArea","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",988482000,696008000,394353864,352212293,266756389,300439028,345659244,431676542,491550806,403464692,266733768,414212179,909008019.64,826341315,1194108794,1174917874,1477929696,1612576360.3002,2930660645.3989,3870303185.5442,3187840031.7252,3297423361.3847,3953911181.5325,1681007607.54,2069549876.679,936202127.1475,1088928826.8696,400644270.6419,537632034.0415,1045878744.9713,638436190.6472,966451028.14,1344484786.9534,1184193623.47,277739066.7,153649768.71
"R&D",4134914000,3813592000,2665925895,3008804869,2900928713,2751438255,2184342168,4259226766,3048804600,3545736631,2818863206,3586603395,3461039703,4389439417.71,4976479729.22,5167249602.15,5935270507.6297,6348624970.9378,6003739099.8278,5821558374.2021,5756390584.2913,6918860951.7038,5876530375.2724,4486645009.17,3244191142.4069,3037472849.9092,3063681194.0841,3289864177.656,3496002419.5086,4100437213.8102,5149529979.4903,1247088264.6782,1077468024.9527,1591223032.4363,1939415317.17,924342638.44
"Services (Non-R&D)",132083000,181191000,202412248,480788104,764665627,577899537,518309730,681116710,620794852,528824032,97155149,153500144,123727814,73703415,108109992.9375,180128355,597284734.99,249207071.4601,643108304.0174,689173952.6348,259242737.7158,214867335.3807,276873515.1988,1567515089.9143,2690882899.8337,2008048249.9083,1861241990.0695,2340611925.7349,1824835233.6229,2066605796.3311,1535058335.5637,1412808136.1154,2216035423.0757,2355979267.1113,3709777383.22,484924932.35
