"Shiny.VendorSize","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Small",30.3396800983758,31.2683410747774,36.9959827525287,45.3383177147456,47.2636939094079,57.1916816671457,58.3139674415598,62.0362664997328,66.8512211904802,71.413433701202,69.2004394492645,65.8366159106844,64.4202673036855,53.06953773454,59.0240668704492,57.2841829989062,61.0093589207152,62.9278536157395,72.9383821723215,74.7274996528132,75.6469099653498
"Medium",45.8171123330018,55.7392158054605,55.8558346962363,65.9253065232278,65.3107280950008,76.220233578436,78.4322779295533,81.6933060362428,93.6300002065695,98.6544747945546,93.441573907648,92.6547783946992,84.6696554244611,69.5355418324541,61.1620983264231,58.0649187155975,58.1752031490562,62.9738587907875,72.5981580912371,79.4690156670808,81.9291136074574
"Large",53.955300331337,51.971539304663,60.249692446088,84.3875807806827,97.7758564332441,109.41480736244,117.844005593909,131.937164512106,160.059528842035,153.149768123032,148.169516243974,139.236572066167,136.720475059709,112.199977888006,101.458685154083,93.9363516488394,91.3311324618311,94.7679086318943,109.245591841916,110.622127291552,110.880344405169
"Big Five",63.1169892951942,66.1576585089022,84.9800781107967,97.4902960908163,98.9650251067028,97.4916625281854,113.063944268176,123.185286814328,128.064880621985,129.094447297394,115.692153671467,128.07638772691,120.941958580912,108.772171761002,90.7343942331466,89.5040885680089,111.404109323425,119.53995639153,117.860739981605,126.142377486639,152.800493026535
"Unlabeled",1.32557171124687,1.9175440491293,2.23411483233805,0.937961163701376,2.42201761618124,9.48994411320435,9.06425606046381,8.71182277182751,11.2202333662886,6.38095530995739,5.74214355779914,4.95986227652521,3.48419248875221,1.74025909490202,0.729560202859292,0.590422081998361,0.79868033280758,0.551352948497873,0.248213531528628,0.378491624555352,0.0797642325513
