"Shiny.VendorSize","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Big Five",42.8753708282254,45.9994199612397,60.0299271774668,70.1247699781242,72.8976374935973,73.9961718588927,88.5629875452623,99.1272002994898,105.179686454836,107.251666814675,96.9384555613224,109.46688859019,105.328351728117,96.4700391348329,82.0238923867645,81.8962410397281,102.881694960183,112.391466999317,113.26757222472,123.632452590874,152.784034072721,NA
"Large",36.6518355150772,36.1358112785322,42.5603827439166,60.6999868555451,72.0216958487276,83.0458387880916,92.3072095817089,106.169836282891,131.456891037964,127.236827356615,124.151237660826,119.005494964953,119.0698631765,99.5101603890129,91.7186513792909,85.9517617586881,84.344300828501,89.100787695707,104.972399991427,108.420771039411,110.879260312259,NA
"Medium",31.1235644078081,38.7554767495367,39.4565616294213,47.4200729821578,48.1078823147776,57.8511572860329,61.4360033022191,65.7386033673646,76.8983191696555,81.962137659316,78.2946947772183,79.1920390939494,73.7387720387335,61.6710720512035,55.2905368870865,53.1294006247717,53.7248001081534,59.2080220350984,70.0842988304812,77.8875822553059,81.9242813889499,264.992404725357
"Small",20.6097446908267,21.7408775492927,26.1339622163863,32.6118519322165,34.8144369336699,43.4084863853636,45.6773306969738,49.920583652335,54.9049079637414,59.3302807189586,57.9830482145387,56.270555618862,56.1036180147797,47.0673730167635,53.3577582348861,52.4150274439992,56.3421429632805,59.1647679695183,70.0758155428092,73.2403724097222,75.6403092385993,69.4236080466878
"Unlabeled",0.90046086345,1.3332683773596,1.5781787175636,0.6746754650504,1.7840581760791,7.2028675819221,7.1000317721613,7.0104037844896,9.2151776637328,5.3012976715126,4.8113420870799,4.2391942877461,3.0343832384543,1.5434357912686,0.6595224233848,0.5402362050285,0.7375812873478,0.5183820421777,0.2327057701764,0.3709596412267,0.0797642325513,1e-05
