"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"CARGO 3/4 TON M101",256,,,283750,813166,,,,,,,,,,,,,,,,,,,,
"CARGO 5 TON M54A2C",891,,,41300,,,,,,,,,,,,,,,,,,,,,
"CARRIER M113 MODS",1929,33284236,75610618,75669434,98185045,2052528,1845.5,,,0,-11850.5,,,-1204.77,,,,,,,,,,,
"CBDP",1344,,,,,,61151,32846,,,,,,,,,,,,,,,,,
"CRANE 5 TON 3/8 CU YD",219,38811,41232,11810,,,,,,,,,,,,,,,,,,,,,
"CRANE HYDRAULIC 25 TON (C",221,,,25463,245725,,,,,,,,,,,,,,,,,,,,
"CRANE WHEEL MTD 20T 3/4 C",220,,,,142180,,,,,,,,,,,,,,,,,,,,
"CRAWLER T-11 W/RIPPER CCE",253,25440,99310,,,,,,,,,,,,,,,,,,,,,,
"CRUSADER",1833,,,,,,,,129007.7969,,,,9039.4004,,,,,,,,,,,,
"DAD",2073,,1460213.7969,3809652,903793,2763076,1445033,2366640,77403.0391,-142216.7656,-143546.9219,-19134.4004,-466507.4063,,-285044.35,,-65586.0703,,,,,,,,
"DAL",1926,,,45100000,43508264,39053305,30053021,42983048,19875660.7509,10473032.3,-4834566.9531,,,-386181.9063,-6455150.08,0,,,,67273,,,,,
"DJM",1930,428116087,5550923,6088478,10702635,67514025,29962544,27211853,3720783.6875,5163263,-21342.1895,-2100.65,-229723.6838,-293279.4532,-837824.94,-17913882.07,,,,,,,,,
"DJN",1931,43819072,104808595,96177202.125,116881696,41533118,1166512,2598769,6802944,675770,-236498.2559,-465104.4215,-3185130.4414,-442824.6875,-223846.51,-36591.78,-21071.8496,-2110.6201,,,,,,-122448.2031,
"DKE",1932,885902,48665,318272,749843,,,,,,,,,,,-29117.11,,,0,,,,,,
"DPH",2075,,,,33024,1279,,,,,,,,,-16512,,,,,,,,,,
"DPPS",1950,,,,,,,,,2737.21,,,,,,,,,,,,,,,
"EDK",2079,,,,1300000,899000,,,0,-193.82,-141880.145,,,,,,,,,,,,,0,
"EFV (AAAV)",1812,,,,450915,107427388.718,46897451.7215,41415129.5601,11153905.7686,75414391.8828,164997529.5911,252333564.8424,147232280.5875,57501646.4336,45043178.13,65970316.35,50069632.2019,14252960.8668,64054613.3432,16563226.5532,1489736.48,-11360.0098,0,0,0
"FCS",1310,,,,,63033987,373103024,2951193673,3007710267.5,2997885625,2943580168.0137,1467149762.543,889961736.9204,-163269945.3828,-35789150.8562,14028448.87,-78505295.46,-231074878.67,-94558503.5469,-2042560.2891,-247085,-191869.375,-7939.8101,-18885.6309,
"FIRE SPT ADA CONVERSION",470,,,,20637,,,,,,,,,,,,,,,,,,,,
"FIV",678,,,,,35574,,-278258,,,,,,,,,,,,,,,,,
"FMTV",1857,,732044,58525.5698,1030739.8438,72292586.2855,305156825.1733,68351848.9219,117114446.8108,3944903878.1672,97549047.4026,202897243.055,68649891.1302,8348174.7322,30087528.11,-12637666.45,-23112940.62,-335200,-207048.6563,-125755.1072,,1135388.125,,0,
"FORK LIFT 10000 LB DD PT",268,,,76686,164000,,,,,,,,,,,,,,,,,,,,
"FORK LIFT 15000 LB",270,,495937,,,,,,,,,,,,,,,,,,,,,,
"FORK LIFT 4000 LB GE PT",267,107950,,208035,1503785,,,,,,,,,,,,,,,,,,,,
"FORK LIFT 50000 LB",272,407873,,5979892,59785731,,,,,,,-115435.1094,,,,,,,,,,,,,
"FORK LIFT 6000 LB GE PT",278,74970,,108080,476324,,,,,,,,,,,,,,,,,,,,
"FORK LIFT ATLAS",286,25275,,41994,28568085,,,,,,,,,,,,,,,,,,,,
"FSCS",684,,,,,,3518400,-31072,,,,,,,,,147366051.24,291373321.9032,571291938.4201,727178440.9883,2001238113.2594,1625999060.4572,1242859622.191,1143790701.3454,1173342064.2563
"Family Med Tact Veh (FMTV",190,,,,1493484,,,,,,,,,,,,,,,,,,,,
"GBSD",2187,,,,,,,,,,,,,,,,,,,142544,,-142544,,,
"GCSS-A INC 1",2178,,,,,,,,,,,,,,,,,,,87400,,,,,
"GCSS-A INC 2",2188,,,,,,,,,,,,,,,,,,2800000,,,3364822,3027031.9941,,
"GENERATING PLNTS TRL MTD",567,211143,,,,,,,,,,,,,,,,,,,,,,,
"H. MOB. MP WHEELED VEH (H",189,6139523,35450600,48603728,182523474,,,,,-2765.9099,-608703.9383,,,,,,,,,,,,,,
"HIGH MOBILITY TRAILER",261,83494,,,8594628,,,,,,,,,,,,,,,,,,,,
"HMMLTV",656,,,,,17993919,19313326.3984,42205365,92863711.2832,24669141.0785,17923124.6313,-825455.1934,75623992.4758,56352570.8117,12601898.47,6804705.11,-170182.4698,-24341.55,,585.58,,,,67500,68941.9609
"HMMWV",1927,,,448000,1257362,,-237934,,,-38077.9609,,,,,,,,,,,,,,,
"HVY EXPANDED MOB. TAC TRU",258,401779,5483876,22924267,36711226,,,,,,,-188757.7031,,,,,,,,,,,,,
"IMDS",1974,,,,,,,,,,,,,1862562,96134.52,0,,,,,,,,,
"INTGR FAMILY OF TEST EQUI",492,,,,3999530,,,,,,,,,,,,,,,,,,,,
"LAB PETROLEUM MODULAR BAS",595,,,,5520,,,,,,,,,,,,,,,,,,,,
"LANDING VEH TRACKED AMPHI",197,,47700,182004,31723,,,,,,,,,,,,,,,,,,,,
"LAV (ARMY)",71,,,,,,,65859.3398,755548.385,46387648.6126,45963604.5404,37549352.75,42299692.649,-9913571.3901,11079435.545,27900979.065,5639813.1752,8400000,5405154.2187,6816569.3868,-120524,,-71277.1719,0,
"LAV (NAVY)",1863,,,,,,2972058,7984444,24848276.8249,39700574.1086,46141633.2171,2107498508.027,424110882.4425,261490329.192,113179016.52,91301960.55,121633375.3447,132362170.3695,29260201.985,30282160.9942,29458863.993,29219439.9527,10560183.4763,-2054352.7805,-2418910.75
"LIGHT ARMORED VEHICLE (LA",249,1781361,8141742,15046081,32324680,1485,,,,,-586.31,0,,,,,,,,,,,,,
"LMP",2002,,,,,,,,,3998562.25,,,,,,,,,,,,,,,
"LOADER A/C 40K",1568,,97369,27444,186930,,,,,,,,,,,,,,,,,,,,
"LOADER SCOOP TYPE 4-6 CU",222,,766925,100558,1601861,,,,,,,,,,,,,,,,,,,,
"LOW BED 52 1/2 TON M747",228,,40599,,36361,,,,,,,,,,,,,,,,,,,,
"LOW SPEED(FT)DIESEL MEDIU",252,92658,,99624,,,,,,,,,,,,,,,,,,,,,
"LVTC-7",883,39375469,27288646,23504500,22517284,,,,,,,,,,,,,,0,,,0,0,,
"LVTP-7",882,86805706,91379439,18512364,2957448,,,,,,-2025.46,,,,,,,,0,,,,,,
"M-551 RANGE FINDER LASER",422,,,29510,,,,,,,,,,,,,,,,,,,,,
"M-60 COMBAT 105MM GUN",239,,,14955934,1793475,,,,,,,,,,,,,,,,,,,,
"M-857 SEMI-TRAILER",233,7035000,,,209601,,,,,,,,,,,,,,,,,,,,
"M1/M1A1 ABRAMS TANK",53,,,,,121756004,161076806,2160354.3516,285911990.4004,880304059.8243,848234902.4345,582250313.3446,336813145.9616,249564115.453,217304319.25,126242203.58,83459162.743,137264521.633,14494163.8894,-6087520.5828,54979836.3437,16171247.2667,37195420.1033,-8210768.2549,996846
"M102 105MM LT TOWED HOW",327,38040,70000,48300,77200,,,,,,,,,,,,,,,,,,,,
"M109 155MM MED SP HOW",329,7752392,6146223,20777104,31115587,,,,,,,-54040.4883,,,,,,,,,,,,,
"M60A2 TANK",1800,,,,,,,,13593044.5969,121071.4599,193759.8901,122783.3101,332089,202450,926338.7,222332.55,0,,0,,,,,,
"M871 22.5 TON",235,,95218,163600,150941,,,,,,,,,,,,,,,,,,,,
"M872 34 TON",236,29260,,676980,22852102,,,,,,0,,,,,,,,,,,,,,
"M88A2 Heavy Equipment Recovery Combat Utility Lift Evacuation System (M88A2 HERCULES)",2244,,,,,,,,,,,,,,,,,,,,1716459.5,9933027.2461,-488042.4688,0,128210928
"MK-56 ROCKET MOTOR",1156,100459,,,,,,,,,,,,,,,,,,,,,,,
"MNVR",2186,,,,,,,,,,,,,,,,,,,16768.8691,,,,,
"MSE",662,,,,,,,,,,,,,22736427.6995,5853555.52,-3412229.28,-596,,,,,,,,
"MULTI SYS TEST EQUIP (MTE",411,,,896193,-116137,,,,,,,,,,,,,,,,,,,,
"NON-SYSTEM TRAINING DEVIC",609,,,,38493,,,,,,,,,,,,,,,,,,,,
"PALLETIZED LOADING SYSTEM",187,188884,614374,2125514,9084373,,,,,,,,,,,,,,,,,,,,
"PLS (FHTV)",1858,,,,,,,,,221648.9063,92949.5,237641,,963359.9922,-19646.18,,,,,,,,,,
"RECOVERY VEHICLE M88 IMPR",185,18853684,28060225,22151863,45759743,,,,,,,,,,,,,,,,,,,,
"SEDAN 4 DR 4X2",1558,1069408,2063929,,,,,,,,,,,,,,,,,,,,,,
"SHOP EQUIPMENT MAINT TRK",600,,338237,695107,1713341,,,,,,,,,,,,,,,,,,,,
"SIMP TEST EQMT - INT COMB",599,75955,164304,99105,104077,,,,,,,,,,,,,,,,,,,,
"SPS",1961,,,,,,10000,283680,,19273.4102,73882.3789,225224.0938,9375.5498,,,,,,,,,,,,
"STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,349879.375,14359,577016.7735,437971.46,455143.46,301140
"STRYKER (IAV)",703,3580230,,,52797,264836201,585796786,273498659.1201,1110584544.6453,2062125904.3936,2448306441.3768,1498889483.7978,1229458425.8086,992927194.5404,767605509.91,759774784.9891,321930030.9838,72944081.6912,-2566421.0767,-6290786.0165,-13265630.5802,-3995359.8598,-1552942.2251,5089245.1191,96802168.0078
"Stryker Armored Vehicles",188,,,,8798532,,,,,,,,,,,,,,,,,,,,
"TANK (FUEL SVC) M131 SEMI",230,214149,130761,398113,745692,,,,,,,,,,,,,,,,,,,,
"TANK FUEL 5,000 GAL XM438",289,225717,,,231134,,,,,,,,,,,,,,,,,,,,
"TANK FUEL R-9 5000 GAL",1572,4134875,4343950,6855697,675042,,,,,,,,,,,,,,,,,,,,
"TANK WATER 4,000 GAL M149",292,,,,1002,,,,,,,,,,,,,,,,,,,,
"TANK WATER 400 GAL M149 T",263,,26321,26772,649211,,,,,,,,,,,,,,,,,,,,
"TOW FLIGHTLINE",1565,486690,,,,,,,,,,,,,,,,,,,,,,,
"TRACTOR M915 50,000 LB",290,1879335,12519883,6913736,7318562,,,,,-23959,,,,,,,,,,,,,,,
"TRACTOR M915A2/M916A LINE",295,220213,38063,293881,694599,,,,,,,,,,,,,,,,,,,,
"TRAILERS",237,7467161,1475277,4039381,9068965,,,,,,-129524.2448,,,,,,,,,,,,,,
"TRUCK CONCRETE",223,,,,2250,,,,,,,,,,,,,,,,,,,,
"TRUCKS 10T",1925,97854,378733,3622256,8478394,-19701,,,,-40301.8281,16215.7197,,,,,,,,,,,,,,
"TRUCKS 2 1/2T",181,18542365,15897327,3371813,5472902,,,,,,,,,,,,,,,,,,,,
"TRUCKS 5T",182,353869575,70356714,435607185,539161710,854379,,,,,,,-54778.1211,,,,,,,,0,,,,
"TRUCKS <1T",180,2451515,1274031,6288843,10273157,,,,,,-38903.4219,-1024447.375,,-4062.6299,,,,,,,,,,,
"TRUCKS >10T",184,9640248,5311426,5408292,40823529,,,,,,,,,,,,,,,,,,,,
"UNIVERSAL(FT)W/DOZER",254,6270178,2070752,6824268,26218246,36302,,,,,-15185.54,-65923.7998,-13878.2402,,,,,,0,,,0,,,
"VEHICLES",1924,,,,2011200.168,,,,,,,,,,,,,,,,,,,,
"VH-92A",429,,,,33625,,,,,,,,,,,,,,,,,,,,
"ZBL",2015,,,,,,,,,,,,,,,48135208.8672,70621982.625,272209.4541,0,,-1095133.25,67300,17142259,270012842,-14933929
,,1913906545.419,2462805074.4609,3472369705.6524,7701652395.4222,7633655815.9323,13085052421.7508,11724935124.2517,20121542331.1008,25286206350.6929,20801714216.7067,18401328953.3542,15490257086.2224,8549149706.2376,5809527373.198,4393687738.615,6598953352.0246,6726820020.3871,7387277727.7754,10737439457.3479,10103489232.0042,8858317096.8258,8132430921.0345,8852572756.3717,5394713605.932
