"Vehicle.AwardTask","Vehicle.sum7","2004","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Award","Definitive",0,,,21243078.82,193100033.7344,106758586.2442,86452724.4375,89167100.25,-16461048,-94695063.63,2834789.04,17960940,19333988.14,18984284.45,-950891.82,958334.42,0,0,0
"Award","Pur. Order",,5737,32190,-4365,,2500,,,,,,,,11381,,,,,
"Task Order","BOA or BPA",,,,,,,999826,173867883,202518682.35,201413138.73,235928772,361836,3254271.8594,-13225484.1226,-7460580.581,1227550.4532,-22710.9707,,
"Task Order","Multi-Awd.",,,70656554,86918750,72439467.7852,63313657,40970078.3125,46536594.25,25962949.51,-7643275.36,67240899.1328,66610206.875,74820199.9375,-6054449,3035298.62,-37331.1211,-4322055,-1128901.8594,
"Task Order","Single-Awd.",,,1501030,,,,,,875873,2198828.36,-894434.7188,-112907.8594,,,,,,,
