"Shiny.VendorSize","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",46727000,81349000,115467464,128536356,211247118,356021950,353586048,713976389,783318370,720495895,506875124.9317,500955413.32,523368411.4,623095936,655648077.2852,579374427.3101,616117661.2707,578266953.6252,610906190.6336,883378467.752,807941093.0315,840495827.4399,705210704.1918,740328586.3213,454246886.5488,259639021.0822,285172248.3674,603769151.8226,257469616.5716,182506054.9699,193581147.6218,352020888.6098,529430661.5761,1335587922.9858,797551864.9233,184767793.85
"Large",1231829000,1831491802,1984196888,1660100834,2506094117,2188986725,2805299785,2751067906,2713220312,3329850606,2996784311.9492,3478693560.4198,3834497021.0497,7893222092.7291,8187879255.1491,7584200226.0305,8386051039.6825,8560265573.5665,12365281356.8186,14379509631.0421,12837890175.5748,10056605935.8483,10084952376.9083,8620647830.4214,7546337708.424,6624639694.2364,6025364424.0335,5469908885.5782,7353334570.5072,10284015145.5089,10596325034.1684,8485878942.5339,8715961697.9647,9838554306.7899,9633987205.74,2848636419.29
"Medium",4908179627.47,8665907970,8524906578,8530743796,10074626585.16,10009404801,9556044532,11083242015,11034856062.02,12980698108.59,10315792615.7524,11148461431.7296,12655733969.8567,13914233852.5679,15191083373.6386,16309909453.3193,20063676136.4617,19533732829.8058,23399737962.1207,26202676206.6705,22692498913.0736,20446580877.9262,16053245807.9822,13785756464.785,15256788895.7108,13945837423.9186,14126521414.0562,15085034840.1622,17843708910.7694,20819093738.2895,26499256705.1782,20388744017.4364,24117375258.3499,25359169863.0782,25702146991.1933,9043429344.46
"Small",4839777450,6958796008,6459000346,6385325911,7154719256,7188949248,7147735740,6856064571,7242935364,8275617572,6733791991.4411,7670864641.629,8760912022.7485,11418653397.5912,10903064665.8688,13298611939.723,14387051950.2163,15631685270.9736,17548611972.4807,20779332668.4177,20404588213.6913,18321999155.1322,18439789028.7039,14107050952.5397,17409004302.6648,15188002744.8432,16263446760.8942,15694547178.6432,19635486333.1042,18987444559.89,20928112443.2439,20011685629.3152,22106555632.5133,25603907139.2006,25744007951.0816,7283259037.43
"To Be Labeled",27667541.09,21689000,331874000,24732000,25231000,25153000,23314000,85475422,71798042,283093935,245229746,265981264,259462532,520648375,503296760.9299,731863843.67,987177780.0487,830516718.4831,1613829978.5724,1142963814.075,2010067628.5957,2927684447.1,2138918204.3596,1657126836.0262,1219181906.2005,1512713761.2525,1349617797.7852,1268582510.7569,1525362356.7223,1245717285.0937,1829045307.8062,1752206452.5592,1655596430.6149,2471683433.9277,4122138839.28,2651860165.8
"Unlabeled",1215965769,987626088,619553654,540211972,441501881,484937758,610914480,607541755,410304964,52963469.4,1456019,1325397.1,28790999.21,77020296.21,262161088.7704,1056208392.2625,1109294065.6069,1062562841.408,1751443631.6431,2976305826.8598,2483039317.2369,1987831786.1533,1585868537.8567,608444376.7588,312054955.9471,564306239.3604,495416428.9107,358357590.5751,342504622.0642,559226275.1635,153684783.9443,323979630.8319,244196961.3203,422990964.2304,268502476.68,37280549.69
