"Vehicle.AwardTask","Vehicle.sum7","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Award","Definitive",,,,,,,,,,,7588795550.375,7772239695.2188,10170421178.6875,11041052637,10841503364.5,11068721928.7004,11064334234.028,12969824699.2898,13107247265.5501,12896073312.036,12691711812.4849,11502735931.9326,12254561110.1042,10206640078.3461,9434454301.3604,9794237411.2593,11169942905.4976,12612544608.3637,14017682682.7061,14723221525.3396,16582819977.4707,14295607926.2467,12238337982.7075,10072188278.8664
"Award","Pur. Order",,,,,,,,,,,33918970,51684911,69744466.3984,98349101,138093134,186222464.9014,146298587.2001,146100577.7703,167476260.9888,156928915.4697,163778516.5801,177866732.5146,114722512.7351,121974942.8232,104650683.3693,109841050.8865,121319280.6812,123684673.179,184217737.3251,189976927.6257,178339958.3847,129027682.5932,123254801.0254,65288540.8935
"Task Order","BOA or BPA",,,,,,,,,,,-201219,109645,-140884,-353647,-6216,491260,,,,20152.6498,39025476.8882,150607691.6996,325852361.4715,131029685.097,200532766.6948,228807160.3187,412893152.2807,687174965.0435,606764807.6964,615122908.5129,478746904.0682,363048406.2975,379493430.4499,162956724.9372
"Task Order","FSS or GWAC",,,,,,,,,,,11661688,10360917,33432153,37119127,62334535.5625,71569695.6672,67522411.1997,44314739.6548,37164453.4433,42515330.4629,42618719.3412,39808827.8382,28663356.7869,20917404.7667,27197305.0131,33695818.4207,25149752.2436,16287046.9756,26203533.2169,13237733.1167,19916283.1098,14919908.3793,17049798.0441,4269534.0136
"Task Order","Multi-Awd.",,,,,,,,,,,32824492,173986168,140200642,456724619.1094,447009338,447783742,428190219.1465,591233238.3485,650952124.7076,521230082.034,338051119.3968,623163194.4216,349894573.1401,560146468.1549,900212494.0676,747157481.1944,1275229971.4006,1240266279.4841,1375054737.5779,1398673021.7542,1199620685.386,1045964382.978,1621609208.7029,1228242313.759
"Task Order","Single-Awd.",,,,,,,,,,,1012019738.9,1111864187.1795,1940057452.2734,1930730159.9405,2604595794.0977,3067349593.9087,3319450007.6839,4195186541.2768,5243126765.2241,4302950517.9654,3411480804.1811,2931303479.1549,2605827148.2912,1999108549.0568,1909797163.0671,2336432018.5044,3471514050.7446,3364169213.8802,5462182883.024,6204382684.0126,5404191971.7406,6122368791.2627,6100205269.3865,3625841784.0251
"Task Order","Unlbd. IDV",,,,,,,,,,,2383016,527961,5305172,4214181,-37361,-3502467,,4384,80932,-4177369.75,229144.2507,636192.4476,413115.4258,795469.3,1258556.88,685789.7406,,585814.6167,,,,,,
,,11331278000,14834080775,13464555013,11175370345,8533017359,8543659793,8817441132,8032566815,8630834203,9161817835,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
