"SimpleArea","2001","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Products",0,7617500,36085703,63525122.2466,45129513.7277,41657426.0282,19637190.6967,53676820.2533,62820418.7573,59629598.549,61207186.98,28928278.09,42617123.39,46249411.0302,27518869.6183,48848634.0785,32964349.0859,111048838.1603,89053849.1274,100715314.6846,-41408993.5391,1509679.37
"Services",,,,,,,,,,,,,,0,0,0,0,0,0,56438,1541262.289,392809.96
