"SimpleArea","2001","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"R&D",,,,8145,5682398,6294502.79,5666696.83,9270886.12,2009998.9727,3665756.0938,1221306.7969,2957101.5438,926223.73,-18914.49,,439603.8388,,0,,-70506.86,-129639.17,0,-37100.69
"Services",7542155,28334825,558742,23602688,48351628,21435259.1095,31117075.6876,30256748.5627,45552674.5557,62808298.4364,123979321.9302,132271619.2892,96745465.6119,143121315.7944,334136798.7953,34202980.1912,9518039.1719,289931555.8568,50451282.5002,18028490.0459,15951793.1861,35348990.7436,68506825.11
