"Shiny.VendorSize","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",15827921707,16474737362,17694363615,17288620202,17955716132,15667368304,18103520038,16974814206,17922879005,19464424605.67,20722676885,21761488315.58,24007324142.7701,31137098622.9494,28603329406.1038,26047952257.3348,32624344250.5308,37339807010.5404,38068635602.9554,38461921242.3983,35332643658.9386,40619695510.3015,47632504812.5556,46765734560.2831,33270443206.309,36429749545.8934,51984003549.6268,62060997005.0931,54060731466.109,55010214002.4364,74705455125.4943,50787077818.1636,53523049215.7527,75153587136.0695,50164522111.9,30944687578.35
"Large",10346040107,8278793207,8213475723,8497722751,8108616677,6967494359,7778244300.51,8229009238,9442210810,9433339541.67,9089273659.53,9210715648.4291,9597079300.035,12975707925.6625,13535861829.9046,14630947846.4347,14948313423.4073,16735349592.477,21288304357.1147,19766116641.3591,19683756062.8413,20774009185.5857,20470756460.962,17503813744.0532,16583435230.935,16352408291.7491,14456112983.8353,13712608653.2629,17452625609.2254,20568703654.6503,17927022401.3884,10283346185.808,9778462910.3625,10479804086.4993,8955116820.36,4647716360.07
"Medium",2873595610,4123538003,3304654381,3457715960,2874178802,2744161977,2051664094,2480339374,2902098250,3059680876,3094932878,2592604720.62,2778267482.54,2515810225.81,2985692836.9598,3424806656.5712,3367341893.7592,3168613453.3276,3624548977.6669,3975356803.1638,4697805846.3638,5276477340.0276,6259064373.2046,5564469241.3896,4519895262.4871,5137640127.0178,4923863042.0854,6311512895.1014,7244245976.0516,8523433826.8008,7884167671.1483,6928428764.577,7288087285.6399,7075151728.6808,6735956598.53,2865907605.58
"Small",872458724,1387117135,995575445,1084288350,1070110203,1123537850,1229500467,1353522080,1720006960,2147865687,2211456401,1998295979.25,2450721128.8175,2559124262.8293,2566791216.009,2983996532.2959,2841422559.4952,2992214149.0077,3436795935.9279,3332443435.5547,3499912166.0944,3337278390.469,3459477960.0995,3405917301.0158,3456458744.9502,3479877555.6418,3727664344.2329,3956701284.5523,4824814118.5615,5007473152.7919,4031258780.0902,3618139823.2469,3746988204.2448,3008229234.3709,3174802258.11,1484250263.22
"To Be Labeled",630886000,-202924000,475450000,32701000,771498000,827836000,559590000,1262655061,1183776213,1913311097,277692201,556236072,191967200,52653583,99611647.35,185380784.7,154494621.36,229186998.1225,296336852.792,302955665.3626,356350043.635,313901532.2552,375819040.1749,375177727.7474,288172673.0793,199280222.6349,208263616.2884,125091399.8918,248752918.4148,596786771.6859,703360638.0663,636772523.8859,882681538.6165,1372192466.4299,2201406194.47,1453630204.31
"Unlabeled",1282765000,385462548,347463403,377972602,532769591,321850828,366414059,7161291,32127541,1998996,17823274,120000,530245,4625405,10839643,9514558,8289512.9609,2428801.9025,12999374.5775,7356479.694,43075509.1357,87192496.1457,12938649.4147,5883243.64,124894795.88,141659251.61,158994931.399,187508808.2032,162160636.9543,173731659.55,38584082.502,39509342.22,-16791803.5198,-6667803.96,498557.53,461723.99
