"SubCustomer.JPO","SubCustomer.sum","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Air Force","Air Force",17064264000,17667678000,17944234932,17777094009,19811262698,16094975307,18215014727.51,16129354114,15732102477,19018630742.67,17363817617,18760776896,21403163399.8175,25629544184.2319,22537651864.4548,20274951935.0225,24943309247.5247,29692705334.816,26233268754.1232,26298821117.5024,26752967890.4285,27570840340.4537,32259572463.8008,24261158312.255,22938365695.4206,21867812329.7966,29523616295.8853,25123636585.1946,29642668190.9748,29873703558.71,30582710956.7207,28761439624.9618,25156790253.6548,27926752026.1659,25646714021.43,12299374893.11
"Army","Army",4789185000,3756302000,3544004985,3407867705,2342794931,2690530705,2500024569,2500873742,3707396686,4156351914.67,7820341431.53,7737776345.25,6120423006.62,7292829540,9158613858.2889,8202415154.4794,8289438826.1878,8863691665.6738,13426758403.4561,10720767172.305,10814501826.3466,12348655101.2414,14454959219.8624,12349683270.0529,9611185751.4657,9341529506.7622,11205093913.4257,11338182883.964,9661683137.3102,9202089971.7,9750831359.5525,7026053093.1851,5870325083.6815,9745825140.8068,6740646338.16,4233918592.37
"DLA","Other DoD",133371000,281785000,173029706,135914064,191675468,303917690,423298119,643960146,944802574,1424872765,1308847901,1590494100,1829325311,1778040618,1591548738,1959610013,2254774860.129,1646689399.2694,2811895991.1574,3466416633.1225,4569339460.8474,4507095824.07,4744455511.0741,3908582862.1721,4078269964.3584,4048512631.9805,4770502811.5289,6284490996.7883,8256766092.2605,8714617624.5217,7333699124.0446,5471218937.4927,6116401777.191,5626636576.215,5310467894.78,2082451948.35
"F-35 JPO","Navy",,,,,,,,101268812,651152375,695421838,178031456,268635741,6554622,239927692,196180520.0938,297828365,634208177,1065862779.7227,2725377093.3307,3681464083.0004,1874856013.4357,4877655064.5174,4691798600.1318,12181359822.95,3796342018.2,11232863388.03,10403767371.5552,24164351660.1826,15993414873.2521,17024265421.013,35959135989.5885,9846932188.5915,20737931626.8508,36167250027.113,12517289790.01,13779869218.89
"MDA","Other DoD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015462.3215,301794.4688,-18449.4502,,,,,
"Navy","Navy",9845507148,8734976255,9362781172,9408856718,8913642151,8530188595,8902245942,10851002088,11969416658,10542840740,8583593857,7604791171.6291,9422425807.7251,14006118605.74,13871568093.0697,16110986425.4299,17383024858.1268,18650574918.92,20745443170.4399,20805441026.5657,18902305534.8805,20116260621.0262,21341828750.7145,20352959053.1531,17361212887.227,14777725527.6255,19038560784.8214,18619378523.8175,19284447885.7084,24066930348.9492,20679324748.3149,19837168875.8962,16158227468.1031,16619409007.6076,19644793872.15,8286658566.13
"Other DoD","Other DoD",1340000,5983000,6931772,9288369,53514157,32637021,48349601,81042348,198228009,182502803,159223036,156986482,243997352,298559385.2793,446563505.42,436806742.4048,439450292.5451,548075906.9758,784877688.5271,873240235.0365,699572561.0701,988047503.476,717946750.8277,567252497.546,457923596.9689,472171610.3522,517361290.2513,824379396.1577,1153335083.4891,998434348.5526,984164969.9185,1350461737.7741,1162801141.6154,996424070.1821,1372390624.37,714380516.67
