"SimpleArea","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",23490876032,21485106403,21426143065,19862469361,19840227318,15989315796,19055384842.51,19101920174,21062551379,25029706577.67,26114079621,27141861694.87,28270461299.42,33118637161.3393,32838231985.5516,31406675654.0656,36020736118.5847,41647399175.0093,46797083912.0416,44324342206.9198,43069928586.182,50440842714.8399,55658056269.741,54757011926.7539,40789195394.6003,43922454602.8496,56899150316.82,65811457797.1348,65253875193.6385,69159158753.2084,83711471404.5868,52063865286.4601,54768318042.2951,76994286930.4569,53615369887.04,32957278011.23
"R&D",5419031000,3424666142,4725958415,6390814723,6694424466,6792789568,6246512192,6155002248,6304558623,5750368264,3955330905,4089360177,5577396275,8328357309.05,8933780130.1513,9317912223.69,9870618182.0176,9608928648.5943,8759085210.7922,9025610011.7443,8610580565.7169,7299925376.6477,6515881370.631,5683626347.8194,3582822951.111,3976285787.7716,4031754557.4397,4108900483.3865,3177604040.0413,4424739162.815,4487532825.0551,3803337070.8336,3667431973.1877,4746635029.4777,4034102973.81,1162384612.62
"Services (Non-R&D)",2923760116,5536951710,4878881087,4485736781,4778237621,4870143954,4787035924,5050578828,5835988777,5240545961.67,5344440966,4888238864.0091,5178022413.6226,7798025554.8619,6030114463.6243,6558010757.581,8052851960.9111,9211272181.7741,11171451978.2006,12496198048.8684,11933034135.1099,12667786363.2971,16036623656.0393,13180357543.5558,13871281567.9293,13841874603.9258,14527997593.2081,16434061765.5834,15561851491.6368,16296445151.8919,17090844469.0476,16426072100.6077,16766727335.6138,15341374888.1558,13582829680.05,7276991111.67
"Unlabeled",,,,,,,,0,,,3806.53,0,9511.12,0,,,,0,0,,,,,,,,,,,,,,,,,
