"SimpleArea","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",4038541300.9976,3281198385.6609,5095153099.1851,10001346842.3962,8693628055.3009,14156294029.3569,13057148747.4909,24650520727.9551,36313052463.9972,25683265043.9522,24232514874.0921,19118866721.7918,11535146175.9403,7614482060.2671,6777104669.9211,8282001853.3018,8261185317.558,9159161927.6319,12114694877.373,12603852663.8662,11666547408.4796,9376781213.9636,10887336806.9835,13910538906.4022,12930033043.5532,6314893233.27
"R&D",209449385,412702576,390143838.8008,241577284,493535801.77,1036489709.5125,3459372735.7169,3481653834.3848,3339913637.2595,3310707991.0317,1803390514.8573,1223611779.1763,161321377.3427,222817682.8022,210582720.2094,131512971.9972,109397196.0009,17479270.992,283621435.0905,123414837.7078,379370984.1182,468449792.8695,481766303.0172,401635965.2288,406149124.6,181318186.61
"Services (Non-R&D)",461735363.2615,562380745.85,482858967.5203,649848545.3508,1044842996.6793,2991671822.5604,1806654442.6974,1749927195.8385,1723285266.2994,2057397887.6143,1143687591.6341,1064169376.0282,943351113.6484,1108740736.5839,802742437.6772,915678570.3997,1174010675.0071,1260958785.685,2726937757.4524,2417259816.3347,2009858355.2638,2187894873.0497,1905348946.8262,3105476477.8012,3428451604.7601,1678941902.15
"Unlabeled",,0,,,,,,,,,,,,,,,,,,,,,,,,
