"Shiny.VendorSize","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",838272431,655231455,1348606288.175,1130405893,1463387301.76,3179754972.8447,5465601859.3302,6839805851.4948,8072288862.969,6889235784.9606,4408882370.0996,3760060999.2201,2599219210.8039,1893928937.4013,1565848522.3798,940717014.9771,1092885714.6188,1751547812.405,2902214726.6704,2265037120.1207,2413293137.8422,3127490855.4042,4464852200.0905,4713710484.7588,3934333797.76,1478026563.31
"Large",2033017456,1617125217,1916162868.8008,2618420422.3606,3906060229.9524,5046917296.5411,5547985509.4873,13838170273.0496,21974889198.7092,15206212759.2429,16009401389.2489,11249218542.5669,6631381566.253,4105657421.0316,3451056527.89,4364222624.3136,4811388349.1081,4228836786.1768,7415853995.6682,7432296090.4896,7085984793.9309,5123028646.7302,4735892330.0394,6906370460.5033,6812984939.52,3745641520.4
"Medium",740410125.2615,1027307610.93,1186986280.8603,1390166065.8502,1617609338.9269,4781400177.7224,2499220688.9374,3559770408.3762,3922834298.4194,3516098143.288,3643049963.2409,2834035308.3146,1332947157.5594,1440778164.6703,946362157.651,1443238916.8654,1290319806.872,1567510811.8386,1721411128.0264,1934445956.2082,1624415686.0723,1430053126.082,1496085678.849,2187719393.2108,1928459751.1333,944626838.74
"Small",514083628.9976,503141517.5809,744831014.8001,1196170510.2762,1828351525.9983,2519688591.2079,2515409868.1876,2461140335.4829,2807020279.4994,2703143314.8556,1947061077.1952,2111293832.0735,1723551369.7705,1310184786.0609,1535094440.1441,1624179700.0874,1557234272.8049,1779197451.518,2257901245.8006,2261964191.6758,2211851158.9198,1766994124.9704,1917604435.1324,2357417274.6474,2790031390,1144508194.11
"To Be Labeled",583942408,452842780,770713598.57,4552348478.04,1413923307.0831,2596662669.2725,2158514450.9942,3098677905.7407,4459140581.5706,2571125792.69,899704235.1788,1201631925.6038,144860628.0128,74545803.7901,224972069.23,894597779.5005,740622391.5278,920264886.6656,561101270.0601,901963607.5222,581222289.4289,486268153.8065,625323595.3443,1236264898.5983,1277126941.41,855258684.81
"Unlabeled",0,633127,855854.3,5261302.22,2675150.0295,60031853.8412,136443548.9685,84536984.0342,140078146.3885,165555127.5611,271493945.6201,250407269.2174,207858734.5318,120945366.699,67096110.5128,62237359.9547,52142653.6344,190242235.7049,266771703.6902,348820351.8922,139009681.6675,99290972.8895,34693817.3713,16168837.7136,21696953.09,7091520.66
