"Shiny.VendorSize","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",3120608427,4997863777,4381865510.64,4570630592.07,6835290054.72,6346524033.09,7549722024.0119,7382213637.6594,9527044385.1596,11097706290.5691,9900483695.5167,11729609126.406,11729537570.254,9954075012.1,10439517162.3392,8176123603.9671,8465166374.1218,8019260759.4652,7274096677.2727,9610610913.3902,9776053202.2298,6897149044.5358,7585660876.2088,7645270361.1815,7340628994.09,2953239212.13
"Large",867330826,880193173,1159650537.87,1221429820.5488,2175664920.6173,2117970269.3269,2815599161.9026,2643597329.9069,2893899907.2639,3168022473.4008,3181882860.1192,2844214991.3373,2707332165.4848,2357277313.1803,2237641534.1376,3053571248.5373,3259736976.9932,3222504741.9286,3813714643.9951,3138916559.2531,3164455636.7833,3591739526.0484,4722261434.3599,5761690102.4759,6291807162.75,2102513017.06
"Medium",759557466.0938,857615444.21,935774768.83,1273042113.4186,2967861106.3223,3282006374.1457,3168251756.0656,3290836202.9003,3669579471.643,3409465879.3921,3497539351.4289,3591670957.5323,3645357070.2464,3229509700.5095,3684276696.7197,3396620684.8187,3905459061.8378,4246688276.6864,5018649704.6338,4099406155.879,4714357889.3225,3954917289.2437,1268408776.6358,4349910368.6444,3971691536.14,1543126897.77
"Small",480204912.7579,601254384.45,606151499.03,520635410.86,530744386.3931,547911852.4533,529962218.1772,536983871.3072,521947986.3358,643440045.8824,772830250.4753,713883960.0377,850608391.4638,887630443.9021,861163832.337,949847575.6175,1124470865.2289,1167579152.3922,1193723367.855,1456775635.438,1483025844.6224,896867414.3286,999063220.2563,863528488.6048,1137638219.1,502630103.32
"To Be Labeled",24304205,24780172,7951018,11543670.38,66517594,68069043.9,54843903.57,62245715.97,62139405.63,68088485.3301,68297594.0483,69605238.8516,74564814.1211,65272561.99,61775082,67541904.1837,71018192.3203,55246092.2197,70201456.6003,74100954.15,64190994.09,75034466.42,2679128147.1077,71100128.56,132841905.66,31968050.13
"Unlabeled",1e+05,71386.05,,,65962,93661746.34,131234.67,341861.0702,286897.74,530269.6601,902957.9377,2081114.5756,1624920.1273,1913382.62,2363561.49,2419901.02,1118738.87,1016124.8535,958862.84,-29110.7,0,-23287,-28002,,,45920
