"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",3249359538.7579,3474715598.8,4012525639.83,4506668836.6886,7826549487.3548,7856249506.5302,9660435786.5603,9480978902.887,10678913057.6003,12355884544.2715,11037543688.6942,10478944184.0905,9286917021.5003,9195576100.971,9047899636.6289,9245968043.142,10064069677.2318,10027054320.0332,10897419824.1738,10041548592.5246,9879521239.0076,7913770594.6603,8224572447.6308,8869146036.4768,8080228430.19,4054409073.6
"Cost or Effort-Based","T&M/LH/FPLOE",7654135,13498370,5193070,17578035,35623480,44895209,60193405.0898,46621198.6966,48385788.6649,31775745.6796,60117572.6983,42904184.4181,48095706.8679,48591524.3209,38867575.8988,72469915.3286,90223984.9509,92220052.2754,53965650.3186,51762511.7963,73897401.1639,-889347.045,3842652.89,7941190.305,7016886.17,17779963.78
"Crosscutting","Combination/Other",,,598339.28,,193280,1677078,46983210.97,199819258.1205,747837266.3281,1150750447.1787,7641263.4018,8750713.1806,8289767.1967,2999405.17,-383.57,-953.62,-25306.0303,-24002.6802,-16705.5297,-1500,,6796.04,,,,
"Crosscutting","UCA",233043961,543944362,640318533.19,934691630,1225292080.63,1142398386.46,1623105534.86,1575499909.63,2075053814.15,1017391312.2567,558156755.5786,912971435.0617,2348455401.9417,194908253.67,578576095.8,468542918.47,1077402588.9164,603405347.3385,539457403.15,1065131997.992,842027591.7707,204190810.1323,439315935.668,147212515.73,73035250.58,7379303.79
"Crosscutting",,89133310,5045783.05,8672403,10669517,4110777.4219,7010992.7988,3072979.3235,1756285.4675,22299858.1498,23120183.2957,2708427.5401,155042.5603,-256351.4385,0,2737500,-31780.56,2994835.1893,-387.602100000001,-40000,0,0,0,-10000,0,993722,391264
"Fixed-Price","FFP",1009801356.0938,1810482279.86,1587977652.39,1121400995.2088,1613639164.3497,2304166684.4369,1484296824.2845,1220071034.4924,1581997953.4392,2223219819.3199,3479263942.3683,4801401600.0575,4459572085.3491,4182159486.31,4017371147.8458,3547278799.2698,3423880275.9411,4005836367.0783,3882012186.3917,4656732247.695,5780967589.0927,4998942374.8495,5571941106.9597,6159341277.0811,7798964615.8,1655089719.01
"Fixed-Price","Other FP",213933296,149841175,99354501,79163257,6428336,90170252.61,4217392.39,-16182.63,-132452.3,-483762.1,1473568.3281,3291114.5207,-16992.8487,-270525.13,211257.47,31779.26,68941.0907,27131.4798,10159100.1,332379305.49,299719396.45,240661355.42,305459122.06,100444030.51,128775371.75,49808941.09
"Incentive","Incentive",449180240,1364250768,736753195.68,927109336.38,1864307418.2963,1009575209.42,1236205164.9192,1391488212.15,1520542767.74,1585595154.3325,2275031490.9167,2702647114.8511,2857968293.1289,2871714168.99,3601075038.95,2311866196.8539,2168355212.0821,1983776319.6227,1988387254.5925,2232227951.9124,2325950349.5631,2059001869.5194,2709373187.36,3407414399.3637,2785593541.25,1348664935.14
