"ContractingCustomer","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Defense",3182752123,4154315718,4493775536.64,5289484147.71,6278698516.1575,6522295831.15,8010484938.6197,8210408402.6981,9577508049.2441,10381035512.3811,9203473353.7323,10431151648.4692,10107315072.0037,7735167706.6243,8004623918.9196,5981723226.965,6013852011.0232,6031120374.0328,5858469687.173,7212921755.1126,7323024505.7012,3626347428.9336,4637988234.9818,5131395923.0176,5926931767.09,1562917339.5
"DHS",,,,,0,2651115.03,26061351.62,21466589.5734,10735580.5118,10045200.545,-488991.79,1518081.6602,-172517.4899,0,1214362.93,3165482.56,3603259.96,3590870.8498,1834033.6,-792669.44,1266065.71,-143051.92,-81514.08,,-18471.79,
"Energy",43798304,27574651.1,31234073.19,45698719,45992304,42453028.32,24242635.86,17847198,14409151.6,11532634.66,35308508.9141,19406525.8516,37820146.5,0,-322.43,952501.15,1412482.44,2555157.25,515161.06,0,14189540.82,17300000.15,28981024.48,30617500,37199750,9534200
"GSA",,,0,9625,98039.22,33115,33943,-93.65,6619,2,1e+06,,72741.2383,,,,3169709.35,-29985563.56,47275979.45,71330381.845,65594151.6014,33982410.6698,35779612.2094,40351673.0296,32911736.18,16620325.68
"HHS",,,,45600,,322.5,5293362.03,465514.88,42750,-16450,83333.2798,-18711.7598,0,136095.69,114201.77,,,,,52000,,,15206.79,,,
"NASA",2019365409.8517,3173240967.61,2560826724.54,2259796785.5674,6246957406.6652,5880856647.096,6046232752.1157,5662753441.7845,7069926867.0949,7981367394.5784,8172101662.3854,8488990080.4808,8851013897.4072,8748534115.7576,9275216195.4039,9655237911.5294,10801201594.2688,10701251292.4267,11442605694.4641,11082413555.8843,11795122197.9854,11731495925.0031,12542753791.7267,13481976931.7694,12867866770.16,5540652331.73
"Other Agencies",6190000,6472000,5557000,1960709,4333082,6906095.7399,6014710.9019,2935531.9178,1812972.1515,2592771.75,9184352.4884,7686697.419,11078087.0798,9773863.98,2825272.48,1838736.9499,2343422.85,1885111.4056,19165489.33,13418651.9684,2812818.5,5161937.74,9205377.1356,7419034.85,9669346.1,3753083.5
"State and IAP",,175000,,286021,64676.01,947164.42,23479.77,342033.6102,456064.17,687768.3201,1048220.8573,2331136.9195,1897504.9583,2041182.25,2744239.95,2837313.68,1375324.48,1877905.1407,1406668.1198,401432.04,74286.73,39803,591470.95,48286.8,46920,45920
"VA",,,,,,,123124.48,,,8610,226269.6588,-70.3,,25450,,369745.31,12405,,72000,36000,,1500000,-738751.625,-309900,,
