"Vehicle.AwardTask","Vehicle.sum7","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Award","Definitive",6903484077.6768,7152388125.92,9309649374.83,10316775732.08,10432107196.62,10383379963.48,9741542231.56,11700179136.08,11556361917.31,11179979785.09,10867174293.5434,10370344980.0866,11010530649.3743,9013084703.1511,8729702339.0091,8672938009.144,10211555119.4425,12471323502.2065,12768025257.62,14581804234.95,15715255930.17,12983811392.85,10968528740.51,17078180270.95,18308914911.45,7895375276
"Award","Pur. Order",38334647,68127182,78573301.4,106584082.9,146222351.75,206522557.12,170551810.97,177155787.79,191188414.7,180868741.43,192842362.8803,219104184.0955,140924400.4799,166119898.5349,156176643.1186,165432605.2502,165276484.9629,157015305.0791,218007554.14,231868741.07,214050075.76,160084469.37,169393266.84,205357839.59,206000445.67,102166863.14
"Task Order","BOA or BPA",-37054,1401145,4474116,3432732,666551.3394,692401.0306,3570166.8244,630397.6832,3166605.7361,747894.0905,40501897.0106,152660155.9413,328674733.8747,136619271.837,208547676.2052,241889352.4813,433016788.1477,699133306.1929,616075155.7597,620550535.1839,485167577.8556,371649655.7276,385450520.7718,589836933.2394,770022110.17,409859427.76
"Task Order","FSS or GWAC",13917858,10584824,33710559,40228314.5078,48147297.4626,68095317.7436,71154370.6214,64006348.944,51092889.5179,49940810.6498,51944488.3715,77613757.8388,37307398.6525,30497508.9168,38409794.4889,48062727.6514,37150420.1147,32963262.4299,40685791.951,26743015.1664,32046547.6237,33381738.9408,33874468.295,28269686.3032,49805546.26,17760022.74
"Task Order","Multi-Awd.",35481005,188511963.4004,151819642,465652399.1094,457571364.7642,463460084.8517,460939341.7,630369098.1438,688077062.5678,558548537.6352,383972069.6498,642034139.6776,363949617.6796,570378454.2603,916484175.9976,765894550.8454,1301890901.8866,1266885615.6946,1445369497.1129,1470671155.5311,1259560658.6769,1111297810.204,1689608268.0997,3411587205.3401,4107042474.94,843577099.97
"Task Order","Single-Awd.",1012351104.9,1116931756.1192,1918400163.2734,1943523170.9405,2210980312.4865,3066762605.9183,3309991610.5808,4208252399.8447,5295965973.8905,4328112157.2649,3404080915.7349,2991990532.4533,2663022383.5985,2061458576.8889,1895958039.4872,2332713218.684,3550198299.5458,3373521341.0583,5475760933.7408,6191445612.073,5384706174.5772,6098620635.3419,6078750113.2702,11517306938.0966,12280572596.04,4539818100.38
"Task Order","Unlbd. IDV",2569900,1402908,2463260,6219749,2125018.51,873671.4404,320466.2793,1641801.2213,81591.2,,7743.7598,,0,82019.8,,,,0,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
