"Shiny.VendorSize","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",4423526922.375,4579703395.22,6577791555.6,8492726924.25,8550799495.9791,7778337505.1081,7992393097.1145,9060739354.7149,9086122556.6123,8594778478.5288,7945198122.6062,7332800865.2257,7844173773.5524,6912067048.9177,6990159233.994,7272840843.5802,9987634540.2202,10930216009.2277,12700111593.7572,16111601034.3135,15925327410.3559,14177428355.3611,12169187069.9055,20649671770.2818,22692069677.01,8910779983.14
"Large",2250688402,2086999470.9397,2454477814.2734,1782895964.4402,1889338995.7154,2580984530.9751,2206596496.7563,2835696820.1412,3589501437.7592,2892226759.5273,2790306724.2137,3071736338.2016,2687525661.3134,2415004331.456,2214156008.4314,2132715241.4685,2419663175.8232,3356946228.9805,3357630676.6754,2114333692.9361,2376758275.6053,1880783223.0719,1743203784.3057,2779838903.441,3172011139.2,1029370329.89
"Medium",768013965.2018,1081732734.0399,1614366157.51,1494981192.6553,1402276925.9924,1774457661.5862,1507696506.305,2106188878.5915,2559693474.4595,2162660028.6609,1861167089.8795,2142499572.9091,1913717336.7547,1160455470.0284,1218344462.5306,1327005594.6682,1410403501.1602,1717579420.8843,2325193119.0608,2556282333.4331,2482926456.4546,2260640387.96,2751576400.8729,4161661654.7665,4215968662.25,1736517196.02
"Small",499728703,612730567.24,713838169.57,832074523.4022,1127481976.4358,1699247133.9552,1631918242.1001,2079690674.5988,2014680695.6196,1956918042.4312,1594762490.8962,1330250664.9102,1382257723.4789,932991397.5469,943914176.2336,891647407.5299,1388028457.395,1168697701.9072,1442759317.6504,1410811464.51,1297998568.6675,1494556975.7054,1672959583.0156,3002702243.7822,3200970911.67,1129444170.65
"To Be Labeled",64143546,178129330,137462773,279708470.79,327002320.7,350673941.75,406191911.11,693274694.5706,523721701.742,588203456.9849,683021420.0915,443562697.4949,685593337.9783,545166215.8,579204509.437,598320131.3348,491427815.5116,824768833.4242,737188723.3306,929295983.9017,1006936343.5501,944672040.9454,982744532.967,2236257273.1778,2440956054.86,1002382386.44
"Unlabeled",,52407,1153946.55,29105,920378.11,6085828.21,13273745.15,6644547.09,12214588.7297,103411160.0273,66067923.2632,132897611.3516,31141350.5818,12555969.64,-499722.32,4401245.4747,1930523.99,2634138.2374,1040759.85,758784.88,839910.03,764719.3905,5934006.72,407028.07,381639.54,62723.85
