"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",2583988049.375,2652111563.22,3036290008.8734,3731813864.7702,2959416534.02,2974741965.0178,2713113740.9949,3428314376.8755,2166886879.1536,1974179964.9681,2076393236.561,1972163425.4714,2073680780.0959,1861512372.4171,2259338409.847,2276734346.5686,2537021818.5051,2562885066.4459,3225530015.482,3167222634.1388,3132791109.7492,3009800731.455,2794475779.6967,3145379269.0924,4427218014.44,2189154035.66
"Cost or Effort-Based","T&M/LH/FPLOE",74322300,46750918,82575845,51463974.6328,79673134.8981,74955420.4968,111972797.0883,111526305.4221,93014977.0162,80193046.5859,108734914.9938,543775727.5452,524629924.6965,63403755.4019,91686932.3938,138353120.4704,151204966.0611,165881362.1788,249920900.8827,208873940.3344,205892672.3957,227018314.8561,220468018.5057,585634646.2441,664506952.73,347042502.24
"Crosscutting","Combination/Other",,,,24429.5801,721210.41,2258936.2699,42987654.6665,503418591.4682,605953426.5607,1330101481.9544,1531492.1002,-1252422.3197,-631009.4556,-1074121.75,-1066664.4,-252,0,0,0,0,65050.4219,0,,,0,0
"Crosscutting","UCA",175413271,363982618,223801671,630261178.25,1595156701,1673179811,857154074.62,720091644.27,647324852.4907,679718746.9402,1616747122.9915,1187999348.3038,1182543710.5815,288237349.1025,512808998.5605,659260509.75,2223204178.747,1926579597.0919,2790182065.5703,1983807749.3431,1832276544.6108,1594270620.9644,1464610363.2289,6500445848.6404,9279765401.91,1675818559.38
"Crosscutting",,829449599.9,15988979.9395,35755059.12,38517905,56899842.5289,239071067.4295,94146467.1303,3195323.1286,183279091.1608,83792691.9609,1296315.468,24003363.32,10661180.5508,316917.29,12402144.4461,5265992.1918,392284.8621,700561.3599,0,0,0,0,0,0,0,0
"Fixed-Price","FFP",2870760466.3018,3971383131.2801,6322525829.51,6094574049.3046,6893559072.1748,7594311793.2676,7765087033.2079,9422220273.2966,11625489086.0568,9904878622.1952,8745585252.2122,8539487926.3519,7916196551.7555,6637018629.9875,6682046020.2092,6638812995.9955,7734428200.1271,8921442479.2292,9405366962.1676,9922709905.0685,11184456070.169,10237784968.5795,10686706877.1942,16509512106.3787,14093156595.44,8092934573.88
"Fixed-Price","Other FP",126871065,164658476,167668131,140421895,335821139.2609,300915087.9223,419184947.2591,404862532.0372,464462376.7428,1135163080.1084,1135502115.0504,946430407.5721,1216598129.7339,976388077.03,490329591.11,498603282.31,499255002.1908,478320333.1018,607869555.5819,382575124.0445,400835692.1915,544243308.0391,485866772.4805,867632192.7647,1292867990.88,66555656.77
"Incentive","Incentive",1345296787,1324472218,1630473872,2195338884,1376572458.64,1330352520.1807,1754423283.5689,2188605923.2088,1999523765.7407,1110170291.4473,1254733321.5732,1241139973.8484,1620729915.701,2152437453.91,1897733236.14,2009900468.77,2553581563.607,3945032933.2538,4285054690.6399,7457893941.0451,6334469825.1253,5145727758.5402,3673477566.6807,5221934810.399,5964843129.13,1437051462.06
