"SimpleArea","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"R&D",4152641764,4537304367,5032342966,4890117888,4446316916,4654010888,4522586127,4860276388,5057910768,5411644296.4,4678159142.203,4398516647.0502,5435870220.4191,5881243313.3819,6502565798.3261,7486383879.6962,7285559671.6348,8095339103.612,8153969331.5376,10499736596.5687,10495583868.9737,10554530292.9937,10218655349.0252,8279745499.636,9008793995.869,7823446832.4768,8054874771.0337,8271007302.2137,9303166052.1967,10164819907.5447,10297112849.4463,16745049272.6601,19634074316.1479,26594588592.035,30204656994.25,12644542365.93
"Services (Non-R&D)",3630926617,3403805862,3785857484,3699068554,4036960538,4246608588,4813667043,6000797104.06,7408082787,8720608658.58,7745775802.8607,8025952285.8662,10401909405.6123,12544093908.9459,14036132512.3911,17939024710.5399,21435620000.1965,22200814094.0458,25639466817.908,28019878346.3916,29465951113.6887,29176075269.2493,29742694397.98,25651613919.2494,24304419193.3238,25219124179.8509,25208651371.7959,26722399620.3518,29385905588.4401,32197125989.3273,33790083834.6166,35417478270.7641,35379061989.9726,40823521083.7434,45965417751.0391,20975707906.45
