"","Fiscal.Year","NAICS_Code","Action.Obligation","Obligation.2016","vendor_count","hh_index","pct_sum_check","top4","top8","top12","top20","top50","GEO.id2","NAICS.id","NAICS.display-label","OPTAX.id","OPTAX.display-label","ESTAB","RCPTOT","PAYANN","EMP"
"18",2007,"72",839439261.739,963322540.439523,3790,182.268381282157,NA,0.201374450588168,0.305575590381598,0.375619154982648,0.472688663053032,0.651662499660037,NA,"72","Accommodation and food services","99","Total","634361","613795732","170826847","11600751"
"19",2007,"81",3094323984.2149,3550980014.01756,7594,452.437984944913,NA,0.387454809958801,0.501408796987177,0.57413049438947,0.650751796393702,0.766961490750619,NA,"81","Other services (except public administration)","A","All establishments","540148","405284048","99123269","3479011"
"20",2007,"92",3121287797.4285,3581923109.28219,953,3014.93493895893,NA,0.811748898271864,0.879798848614755,0.913896255721138,0.942256195708796,0.976392616237598,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2007,NA,4375093086.5266,5020763239.07115,877,551.910051962698,NA,0.406909664623888,0.569180368295086,0.662396777743621,0.775359516714843,0.906548279777865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2012,"11",15906612.8762,16600514.3771655,277,233.698142367613,NA,0.210086573761128,0.351370004005041,0.457643385406673,0.571259323123726,0.794599017042442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2012,"21",146044341.0518,152415300.617616,457,514.82550094254,NA,0.369461350866446,0.542567214570754,0.658883398486902,0.763961993657216,0.892300636321997,NA,"21","Mining, quarrying, and oil and gas extraction","99","Total","25417","529239818","59461950","848189"
"24",2012,"22",1250605291.6958,1305161022.43352,983,324.524052150539,NA,0.272459515601477,0.409224210342729,0.507071796718098,0.624882708295862,0.833989646434513,NA,"22","Utilities","99","Total","17595","531890695","58922951","651234"
"25",2012,"23",25742564083.3999,26865543814.8611,12622,33.94615268505,NA,0.0758069859145434,0.113842924455031,0.145964151270177,0.19343228585013,0.303014887244887,NA,"23","Construction","99","Total","598065","1366427090","272546238","5669623"
"26",2012,"31-33",168906186683.032,176274459072.252,77651,256.572250475948,NA,0.249326343669832,0.336173244780717,0.39668119826504,0.486159620735282,0.640097901109814,NA,"31-33","Manufacturing","99","Total","297191","5696729632","593397004","11214165"
"27",2012,"42",12095704958.4706,12623361467.8257,8640,747.306551685126,NA,0.462605946037904,0.592246037776694,0.659276840776888,0.757795384041632,0.876928855284952,NA,"42","Wholesale trade","00","Wholesale Trade","419464","7899978591","362121460","5881913"
"28",2012,"44-45",1297158695.2132,1353745246.51764,2701,1468.22686051029,NA,0.509231185617897,0.572120053782873,0.615997894601793,0.685691164787795,0.815727093706801,NA,"44-45","Retail trade","99","Total","1062083","4219821871","369001350","14703529"
"29",2012,"48-49",14487628462.2046,15119628952.4156,2757,308.379943085959,NA,0.270954401366262,0.411253771855748,0.519248869947865,0.655245247914856,0.822646330389258,NA,"48-49(104)","Transportation and warehousing(104)","99","Total","213809","730541303","183840920","4305464"
"30",2012,"51",7272579149.5882,7589834219.98351,4527,228.20300988776,NA,0.23905506714999,0.341181979096122,0.416294478791635,0.534179959375922,0.756939584241085,NA,"51","Information","99","Total","138341","1238463251","269069624","3321226"
"31",2012,"52",10590136803.119,11052115219.2851,94,2676.59775918112,NA,0.931816158862006,0.994803831108189,0.997747280489536,0.999430604052909,0.999985964633808,NA,"52","Finance and insurance","99","Total","468183","3636114357","523553280","6040880"
"32",2012,"53",476297071.8107,497074798.383114,2110,369.934240401672,NA,0.288755030975519,0.386337009800882,0.455622796717431,0.527590697859435,0.671099574440626,NA,"53","Real estate and rental and leasing","99","Total","354106","487655249","85325956","1923770"
"33",2012,"54",84842893627.4328,88544034259.479,19763,71.8683760620203,NA,0.102959924640219,0.177886308488953,0.237457663222466,0.32259006005273,0.482512815855086,NA,"54","Professional, scientific, and technical services","A","All establishments","856463","1480277061","581406127","8203735"
"34",2012,"55",12860.5196,13421.5399707785,1,10000,1,1,1,1,1,1,NA,"55","Management of companies and enterprises","99","Total","53765","115513632","308764261","3082292"
"35",2012,"56",18865617899.3733,19688601439.5463,9520,244.194811181466,NA,0.254886394867602,0.341117576377541,0.395301806070395,0.458184733205513,0.591861810529923,NA,"56","Administrative and support and waste management and remediation services","99","Total","386387","673036536","329013077","9774262"
"36",2012,"61",2178641797.1793,2273681691.90075,2873,249.815486495469,NA,0.245475415632815,0.357971031957963,0.419353743693079,0.498147653162867,0.641174346765598,NA,"61","Educational services","A","All establishments","67960","53360305","17283363","642334"
"37",2012,"62",3265167025.6383,3407604910.91453,2766,323.296198138908,NA,0.31129772426445,0.444764554118308,0.496455097978225,0.55901914614223,0.686827411244651,NA,"62","Health care and social assistance","A","All establishments","831303","2040441203","801239522","18414757"
"38",2012,"71",36320138.8968,37904549.0469631,1072,189.038305395115,NA,0.220712989490761,0.327461309973337,0.378457029089685,0.456142743867126,0.620388116270476,NA,"71","Arts, entertainment, and recreation","A","All establishments","124591","201193299","64051613","2081668"
"39",2012,"72",1066291091.1595,1112806398.6219,3636,542.57773009131,NA,0.363756102802035,0.483421517946134,0.55648517045407,0.651989699486514,0.777974994909987,NA,"72","Accommodation and food services","99","Total","662489","708138598","196103341","12007689"
"40",2012,"81",2490575370.0378,2599222886.70194,6916,295.303566294278,NA,0.277170081908879,0.425009828682644,0.503613491067816,0.596443846604711,0.716460430102246,NA,"81","Other services (except public administration)","A","All establishments","529691","426693675","108185736","3430711"
"41",2012,"92",1615412278.5282,1685882152.50282,794,1808.47158697276,NA,0.711060372039531,0.83435320347937,0.883405308024222,0.930623078948936,0.973618263997174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2012,NA,647836121.3497,676096974.900543,544,2684.31550142662,NA,0.794260019664509,0.875451131420301,0.91669845117229,0.960993288090781,0.996038463873771,NA,NA,NA,NA,NA,NA,NA,NA,NA
