"NAICS3","StartCY","def3_HHI_lag1","def3_obl_lag1","def3_ratio_lag1","US3_avg_sal_lag1","annual_action_obligation","annual_count","naics_action_obligation","naics_count","naics_dollar_rank","naics_count_rank","principalnaicscodeText","principalNAICS2DigitCode","principalNAICS3DigitCode","principalNAICS4DigitCode","NAICS_shorthand","NAICS_unabbreviated","CY"
"321",2010,1021.54282083623,159321608.2323,0.000830015743870996,33263.7244965155,190540264.2243,1386,794960234.4555,9465,57,45,"Wood Product Manufacturing","31-33",321,NA,"NA","NA",2009
"321",2011,1291.1619637624,196074672.6817,0.000830015743870996,33263.7244965155,81793612.4972,1189,794960234.4555,9465,57,45,"Wood Product Manufacturing","31-33",321,NA,"NA","NA",2010
"321",2012,340.571734754305,82078512.551,0.000830015743870996,33263.7244965155,107640749.009,1154,794960234.4555,9465,57,45,"Wood Product Manufacturing","31-33",321,NA,"NA","NA",2011
"321",2013,1435.7299271021,109832374.6059,0.00141102056341554,36970.3896458818,61534460.2899,844,794960234.4555,9465,57,45,"Wood Product Manufacturing","31-33",321,NA,"NA","NA",2012
"321",2014,1578.744963686,65694836.0449,0.00141102056341554,36970.3896458818,74997963.278,984,794960234.4555,9465,57,45,"Wood Product Manufacturing","31-33",321,NA,"NA","NA",2013
"321",2015,3337.13595233452,78018218.3976,0.00141102056341554,36970.3896458818,27490479.7192,1081,794960234.4555,9465,57,45,"Wood Product Manufacturing","31-33",321,NA,"NA","NA",2014
"322",2008,736.351352288207,43338360.9874,0.000245282356717865,49872.6069419306,42220836.7887,1500,409513867.5823,12577,64,41,"Paper Manufacturing","31-33",322,NA,"NA","NA",2007
"322",2009,454.726844803323,47477896.6334,0.000245282356717865,49872.6069419306,37860985.0969,1493,409513867.5823,12577,64,41,"Paper Manufacturing","31-33",322,NA,"NA","NA",2008
"322",2010,415.684249338624,40311035.8079,0.000245282356717865,49872.6069419306,48036141.0488,1512,409513867.5823,12577,64,41,"Paper Manufacturing","31-33",322,NA,"NA","NA",2009
"322",2011,571.998403844762,55859767.9774,0.000245282356717865,49872.6069419306,44570109.7697,1661,409513867.5823,12577,64,41,"Paper Manufacturing","31-33",322,NA,"NA","NA",2010
"322",2012,539.396947320433,45659956.6261,0.000245282356717865,49872.6069419306,80383313.2677,1765,409513867.5823,12577,64,41,"Paper Manufacturing","31-33",322,NA,"NA","NA",2011
"322",2013,894.044426897114,69129264.4811,0.000382753581713577,56855.8590459329,31766095.9116,1262,409513867.5823,12577,64,41,"Paper Manufacturing","31-33",322,NA,"NA","NA",2012
"322",2014,795.74174717618,34823850.6613,0.000382753581713577,56855.8590459329,54263582.3158,1572,409513867.5823,12577,64,41,"Paper Manufacturing","31-33",322,NA,"NA","NA",2013
"322",2015,1114.83685093145,73852132.8073,0.000382753581713577,56855.8590459329,70412803.3831,1812,409513867.5823,12577,64,41,"Paper Manufacturing","31-33",322,NA,"NA","NA",2014
"323",2008,509.565850343839,22798855.4708,0.000221308426254049,39860.7205698695,21362157.3266,1360,187775526.1638,12495,71,42,"Printing and Related Support Activities","31-33",323,NA,"NA","NA",2007
"323",2009,306.002439061548,21718553.9274,0.000221308426254049,39860.7205698695,27752826.9072,1296,187775526.1638,12495,71,42,"Printing and Related Support Activities","31-33",323,NA,"NA","NA",2008
"323",2010,330.120160419531,30589868.5156,0.000221308426254049,39860.7205698695,24405251.488,1383,187775526.1638,12495,71,42,"Printing and Related Support Activities","31-33",323,NA,"NA","NA",2009
"323",2011,322.649469222403,25302660.9095,0.000221308426254049,39860.7205698695,29692494.9514,1304,187775526.1638,12495,71,42,"Printing and Related Support Activities","31-33",323,NA,"NA","NA",2010
"323",2012,783.167155401466,33109667.785,0.000221308426254049,39860.7205698695,27691538.168,1290,187775526.1638,12495,71,42,"Printing and Related Support Activities","31-33",323,NA,"NA","NA",2011
"323",2013,455.385198437098,27742154.6402,0.000336459854205585,43209.4837454584,19911034.9945,704,187775526.1638,12495,71,42,"Printing and Related Support Activities","31-33",323,NA,"NA","NA",2012
"323",2014,529.195117495201,19195938.2517,0.000336459854205585,43209.4837454584,14313247.8016,1739,187775526.1638,12495,71,42,"Printing and Related Support Activities","31-33",323,NA,"NA","NA",2013
"323",2015,420.828651328963,15038607.9979,0.000336459854205585,43209.4837454584,22646974.5265,3419,187775526.1638,12495,71,42,"Printing and Related Support Activities","31-33",323,NA,"NA","NA",2014
"324",2008,747.420618763099,10805831058.6523,0.0175566392171903,80443.8666981801,12826115642.9423,1132,87406499022.2795,182721,5,12,"Petroleum and Coal Products Manufacturing","31-33",324,NA,"324 Petroleum
& Coal
Products
Manufacturing","324 Petroleum
& Coal
Products
Manufacturing",2007
"324",2009,905.449327451237,13020783315.4906,0.0175566392171903,80443.8666981801,11129868871.9156,679,87406499022.2795,182721,5,12,"Petroleum and Coal Products Manufacturing","31-33",324,NA,"324 Petroleum
& Coal
Products
Manufacturing","324 Petroleum
& Coal
Products
Manufacturing",2008
"324",2010,961.32314901736,11289251858.5875,0.0175566392171903,80443.8666981801,10032170438.3867,634,87406499022.2795,182721,5,12,"Petroleum and Coal Products Manufacturing","31-33",324,NA,"324 Petroleum
& Coal
Products
Manufacturing","324 Petroleum
& Coal
Products
Manufacturing",2009
"324",2011,934.862258006802,9397403116.9215,0.0175566392171903,80443.8666981801,14689817045.9833,1226,87406499022.2795,182721,5,12,"Petroleum and Coal Products Manufacturing","31-33",324,NA,"324 Petroleum
& Coal
Products
Manufacturing","324 Petroleum
& Coal
Products
Manufacturing",2010
"324",2012,488.377492733059,12730990075.0017,0.0175566392171903,80443.8666981801,14342701211.455,1753,87406499022.2795,182721,5,12,"Petroleum and Coal Products Manufacturing","31-33",324,NA,"324 Petroleum
& Coal
Products
Manufacturing","324 Petroleum
& Coal
Products
Manufacturing",2011
"324",2013,581.232614222306,16317125808.261,0.0191710022596266,92599.8676007075,6996106234.4578,3843,87406499022.2795,182721,5,12,"Petroleum and Coal Products Manufacturing","31-33",324,NA,"324 Petroleum
& Coal
Products
Manufacturing","324 Petroleum
& Coal
Products
Manufacturing",2012
"324",2014,483.491117788004,8821740692.8792,0.0191710022596266,92599.8676007075,10801461012.2388,82575,87406499022.2795,182721,5,12,"Petroleum and Coal Products Manufacturing","31-33",324,NA,"324 Petroleum
& Coal
Products
Manufacturing","324 Petroleum
& Coal
Products
Manufacturing",2013
"324",2015,559.226826105717,12345607992.7501,0.0191710022596266,92599.8676007075,6588258564.9,90879,87406499022.2795,182721,5,12,"Petroleum and Coal Products Manufacturing","31-33",324,NA,"324 Petroleum
& Coal
Products
Manufacturing","324 Petroleum
& Coal
Products
Manufacturing",2014
"325",2008,559.949775015308,1249016179.1458,0.0017440646038875,62765.9936277878,1083793530.0648,15957,12309836457.0276,332695,23,9,"Chemical Manufacturing","31-33",325,NA,"NA","NA",2007
"325",2009,311.494853517707,1142682481.6619,0.0017440646038875,62765.9936277878,1737711325.6831,19347,12309836457.0276,332695,23,9,"Chemical Manufacturing","31-33",325,NA,"NA","NA",2008
"325",2010,373.151827454542,1335965430.6595,0.0017440646038875,62765.9936277878,1095946230.3108,12779,12309836457.0276,332695,23,9,"Chemical Manufacturing","31-33",325,NA,"NA","NA",2009
"325",2011,328.207095210821,1260073724.2614,0.0017440646038875,62765.9936277878,970449830.3011,13262,12309836457.0276,332695,23,9,"Chemical Manufacturing","31-33",325,NA,"NA","NA",2010
"325",2012,398.000590850702,1227217369.0798,0.0017440646038875,62765.9936277878,822816263.2279,14448,12309836457.0276,332695,23,9,"Chemical Manufacturing","31-33",325,NA,"NA","NA",2011
"325",2013,409.345484920069,1119516633.4913,0.0014255915171285,72479.5099741283,1008962053.5091,18086,12309836457.0276,332695,23,9,"Chemical Manufacturing","31-33",325,NA,"NA","NA",2012
"325",2014,1038.9291833062,1387099246.4674,0.0014255915171285,72479.5099741283,2275936219.0681,51201,12309836457.0276,332695,23,9,"Chemical Manufacturing","31-33",325,NA,"NA","NA",2013
"325",2015,4228.50088486385,2615732286.4599,0.0014255915171285,72479.5099741283,3314221004.8627,187615,12309836457.0276,332695,23,9,"Chemical Manufacturing","31-33",325,NA,"NA","NA",2014
"326",2008,395.844065704447,372839456.7188,0.001781061423864,38731.6733199169,394325619.0627,7324,2769800595.2882,105952,37,16,"Plastics and Rubber Products Manufacturing","31-33",326,NA,"NA","NA",2007
"326",2009,589.405133141437,405275560.828,0.001781061423864,38731.6733199169,339452894.5315,6416,2769800595.2882,105952,37,16,"Plastics and Rubber Products Manufacturing","31-33",326,NA,"NA","NA",2008
"326",2010,468.66060550134,314903842.1624,0.001781061423864,38731.6733199169,294624185.3667,5870,2769800595.2882,105952,37,16,"Plastics and Rubber Products Manufacturing","31-33",326,NA,"NA","NA",2009
"326",2011,292.732782701696,306513244.1331,0.001781061423864,38731.6733199169,252595382.6411,7048,2769800595.2882,105952,37,16,"Plastics and Rubber Products Manufacturing","31-33",326,NA,"NA","NA",2010
"326",2012,394.146378903697,285660228.5216,0.001781061423864,38731.6733199169,468889851.8668,11536,2769800595.2882,105952,37,16,"Plastics and Rubber Products Manufacturing","31-33",326,NA,"NA","NA",2011
"326",2013,983.742060234769,443154055.8885,0.00202750235165016,44395.8286899721,321451552.8078,10654,2769800595.2882,105952,37,16,"Plastics and Rubber Products Manufacturing","31-33",326,NA,"NA","NA",2012
"326",2014,1320.61259188913,322919836.0278,0.00202750235165016,44395.8286899721,324911487.2008,17129,2769800595.2882,105952,37,16,"Plastics and Rubber Products Manufacturing","31-33",326,NA,"NA","NA",2013
"326",2015,1487.90160530011,331771140.6663,0.00202750235165016,44395.8286899721,373549621.8108,39975,2769800595.2882,105952,37,16,"Plastics and Rubber Products Manufacturing","31-33",326,NA,"NA","NA",2014
"327",2008,3420.08020656357,288186018.8693,0.00225183003172859,42393.3670185645,173198122.9389,1970,1007069436.3627,16526,49,36,"Nonmetallic Mineral Product Manufacturing","31-33",327,NA,"NA","NA",2007
"327",2009,1182.38739491358,210982201.6156,0.00225183003172859,42393.3670185645,204659832.5601,2005,1007069436.3627,16526,49,36,"Nonmetallic Mineral Product Manufacturing","31-33",327,NA,"NA","NA",2008
"327",2010,1477.83761936792,206314323.9425,0.00225183003172859,42393.3670185645,144432422.0289,2377,1007069436.3627,16526,49,36,"Nonmetallic Mineral Product Manufacturing","31-33",327,NA,"NA","NA",2009
"327",2011,530.857800401043,168205439.3731,0.00225183003172859,42393.3670185645,141823654.6066,2175,1007069436.3627,16526,49,36,"Nonmetallic Mineral Product Manufacturing","31-33",327,NA,"NA","NA",2010
"327",2012,614.692865671171,144865459.889,0.00225183003172859,42393.3670185645,157582222.0905,2314,1007069436.3627,16526,49,36,"Nonmetallic Mineral Product Manufacturing","31-33",327,NA,"NA","NA",2011
"327",2013,650.744689972775,152660828.9665,0.00154137061256983,46488.2073865571,47786399.2572,1440,1007069436.3627,16526,49,36,"Nonmetallic Mineral Product Manufacturing","31-33",327,NA,"NA","NA",2012
"327",2014,789.925971346083,43297410.4294,0.00154137061256983,46488.2073865571,87667104.7107,1644,1007069436.3627,16526,49,36,"Nonmetallic Mineral Product Manufacturing","31-33",327,NA,"NA","NA",2013
"327",2015,1099.80897623946,73433804.4094,0.00154137061256983,46488.2073865571,49919678.1698,2601,1007069436.3627,16526,49,36,"Nonmetallic Mineral Product Manufacturing","31-33",327,NA,"NA","NA",2014
"331",2008,1513.56546596405,520697356.7831,0.00202723464298443,51627.5554036347,480459265.4281,7048,1611419766.0465,58251,41,21,"Primary Metal Manufacturing","31-33",331,NA,"NA","NA",2007
"331",2009,1099.451795002,564419136.8613,0.00202723464298443,51627.5554036347,261328260.5313,6900,1611419766.0465,58251,41,21,"Primary Metal Manufacturing","31-33",331,NA,"NA","NA",2008
"331",2010,630.475564597503,277477029.5846,0.00202723464298443,51627.5554036347,251246099.6984,5676,1611419766.0465,58251,41,21,"Primary Metal Manufacturing","31-33",331,NA,"NA","NA",2009
"331",2011,508.856118821604,246119248.1235,0.00202723464298443,51627.5554036347,218838063.3194,5454,1611419766.0465,58251,41,21,"Primary Metal Manufacturing","31-33",331,NA,"NA","NA",2010
"331",2012,254.059239407,167224093.0891,0.00202723464298443,51627.5554036347,136509021.178,5364,1611419766.0465,58251,41,21,"Primary Metal Manufacturing","31-33",331,NA,"NA","NA",2011
"331",2013,344.344660698171,164750923.8331,0.000611230886752622,59203.6076892699,78947275.5573,4845,1611419766.0465,58251,41,21,"Primary Metal Manufacturing","31-33",331,NA,"NA","NA",2012
"331",2014,1057.48601054091,122713076.6507,0.000611230886752622,59203.6076892699,96601428.6115,7378,1611419766.0465,58251,41,21,"Primary Metal Manufacturing","31-33",331,NA,"NA","NA",2013
"331",2015,277.528030331901,102152557.0092,0.000611230886752622,59203.6076892699,87490351.7225,15586,1611419766.0465,58251,41,21,"Primary Metal Manufacturing","31-33",331,NA,"NA","NA",2014
"332",2008,163.879704725132,9269290975.8959,0.0268545362204967,42003.8344267126,8202562854.7557,77922,38533738762.6173,795053,9,3,"Fabricated Metal Product Manufacturing","31-33",332,NA,"NA","NA",2007
"332",2009,208.573454981786,9332388494.577,0.0268545362204967,42003.8344267126,7210728599.7434,71122,38533738762.6173,795053,9,3,"Fabricated Metal Product Manufacturing","31-33",332,NA,"NA","NA",2008
"332",2010,249.381659579701,9097775572.2591,0.0268545362204967,42003.8344267126,5135138597.2353,66301,38533738762.6173,795053,9,3,"Fabricated Metal Product Manufacturing","31-33",332,NA,"NA","NA",2009
"332",2011,279.306205740193,8817236662.235,0.0268545362204967,42003.8344267126,4714038893.1888,67277,38533738762.6173,795053,9,3,"Fabricated Metal Product Manufacturing","31-33",332,NA,"NA","NA",2010
"332",2012,376.284687857675,8124356762.2746,0.0268545362204967,42003.8344267126,4328492452.9931,66274,38533738762.6173,795053,9,3,"Fabricated Metal Product Manufacturing","31-33",332,NA,"NA","NA",2011
"332",2013,541.3275611336,9533868297.9238,0.0280468113393695,48757.7357675273,3092666790.4556,68515,38533738762.6173,795053,9,3,"Fabricated Metal Product Manufacturing","31-33",332,NA,"NA","NA",2012
"332",2014,340.492477166827,6628156014.6498,0.0280468113393695,48757.7357675273,3613084265.9581,119253,38533738762.6173,795053,9,3,"Fabricated Metal Product Manufacturing","31-33",332,NA,"NA","NA",2013
"332",2015,504.44263195128,8580939103.726,0.0280468113393695,48757.7357675273,2237026308.2873,258389,38533738762.6173,795053,9,3,"Fabricated Metal Product Manufacturing","31-33",332,NA,"NA","NA",2014
"333",2008,180.299186281192,5076245429.5314,0.0144828898380019,48709.5804929163,5540368213.4325,40652,31827099270.7555,364846,11,8,"Machinery Manufacturing","31-33",333,NA,"NA","NA",2007
"333",2009,200.228952018258,5845761909.4559,0.0144828898380019,48709.5804929163,5178568109.5496,35756,31827099270.7555,364846,11,8,"Machinery Manufacturing","31-33",333,NA,"NA","NA",2008
"333",2010,131.911236521045,5758437704.3598,0.0144828898380019,48709.5804929163,5726433198.4122,37700,31827099270.7555,364846,11,8,"Machinery Manufacturing","31-33",333,NA,"NA","NA",2009
"333",2011,157.803469324972,6160036629.7436,0.0144828898380019,48709.5804929163,4881358036.0194,40414,31827099270.7555,364846,11,8,"Machinery Manufacturing","31-33",333,NA,"NA","NA",2010
"333",2012,148.917231091743,5333017425.9504,0.0144828898380019,48709.5804929163,3845955148.1615,39642,31827099270.7555,364846,11,8,"Machinery Manufacturing","31-33",333,NA,"NA","NA",2011
"333",2013,130.888908777617,4994324343.5448,0.0124233621888553,56732.9022461462,2412574461.9898,38335,31827099270.7555,364846,11,8,"Machinery Manufacturing","31-33",333,NA,"NA","NA",2012
"333",2014,82.0455868210852,3407100723.1203,0.0124233621888553,56732.9022461462,2410058186.3018,51457,31827099270.7555,364846,11,8,"Machinery Manufacturing","31-33",333,NA,"NA","NA",2013
"333",2015,92.4044060608645,3730974202.2003,0.0124233621888553,56732.9022461462,1831783916.8887,80890,31827099270.7555,364846,11,8,"Machinery Manufacturing","31-33",333,NA,"NA","NA",2014
"334",2008,227.400574732782,25475208047.4935,0.0643753889783035,62190.7458995691,21245841875.4743,71919,117479062750.833,610292,3,5,"Computer and Electronic Product Manufacturing","31-33",334,NA,"334 Computer
& Electronic
Product
Manufacturing","334 Computer
& Electronic
Product
Manufacturing",2007
"334",2009,208.785225523597,27666713789.9023,0.0643753889783035,62190.7458995691,21255320451.5321,76307,117479062750.833,610292,3,5,"Computer and Electronic Product Manufacturing","31-33",334,NA,"334 Computer
& Electronic
Product
Manufacturing","334 Computer
& Electronic
Product
Manufacturing",2008
"334",2010,189.16103961163,23656568397.4592,0.0643753889783035,62190.7458995691,20597736936.0378,72480,117479062750.833,610292,3,5,"Computer and Electronic Product Manufacturing","31-33",334,NA,"334 Computer
& Electronic
Product
Manufacturing","334 Computer
& Electronic
Product
Manufacturing",2009
"334",2011,224.364464255381,26399869784.5734,0.0643753889783035,62190.7458995691,15727913703.4708,71082,117479062750.833,610292,3,5,"Computer and Electronic Product Manufacturing","31-33",334,NA,"334 Computer
& Electronic
Product
Manufacturing","334 Computer
& Electronic
Product
Manufacturing",2010
"334",2012,237.369594412223,22480478241.8604,0.0643753889783035,62190.7458995691,13913146476.6853,69467,117479062750.833,610292,3,5,"Computer and Electronic Product Manufacturing","31-33",334,NA,"334 Computer
& Electronic
Product
Manufacturing","334 Computer
& Electronic
Product
Manufacturing",2011
"334",2013,344.905234060971,24019456817.8201,0.0765548237691533,73435.2024809443,9534851339.5754,67761,117479062750.833,610292,3,5,"Computer and Electronic Product Manufacturing","31-33",334,NA,"334 Computer
& Electronic
Product
Manufacturing","334 Computer
& Electronic
Product
Manufacturing",2012
"334",2014,357.758876658072,16932332794.5605,0.0765548237691533,73435.2024809443,8553418083.2752,81123,117479062750.833,610292,3,5,"Computer and Electronic Product Manufacturing","31-33",334,NA,"334 Computer
& Electronic
Product
Manufacturing","334 Computer
& Electronic
Product
Manufacturing",2013
"334",2015,342.754015116451,17939810102.1179,0.0765548237691533,73435.2024809443,6650833884.7818,100153,117479062750.833,610292,3,5,"Computer and Electronic Product Manufacturing","31-33",334,NA,"334 Computer
& Electronic
Product
Manufacturing","334 Computer
& Electronic
Product
Manufacturing",2014
"335",2008,121.004448792624,1354725925.1741,0.010487112405861,44117.5716188423,1668854413.7348,19670,12606348956.113,249278,21,11,"Electrical Equipment, Appliance, and Component Manufacturing","31-33",335,NA,"NA","NA",2007
"335",2009,339.707971699072,1746490769.3887,0.010487112405861,44117.5716188423,1698122686.9955,18211,12606348956.113,249278,21,11,"Electrical Equipment, Appliance, and Component Manufacturing","31-33",335,NA,"NA","NA",2008
"335",2010,190.682310879824,1748782163.1794,0.010487112405861,44117.5716188423,1504533246.6646,24758,12606348956.113,249278,21,11,"Electrical Equipment, Appliance, and Component Manufacturing","31-33",335,NA,"NA","NA",2009
"335",2011,273.762269457833,1964508384.6884,0.010487112405861,44117.5716188423,1561109748.0652,22306,12606348956.113,249278,21,11,"Electrical Equipment, Appliance, and Component Manufacturing","31-33",335,NA,"NA","NA",2010
"335",2012,188.440295470451,1692818821.5209,0.010487112405861,44117.5716188423,1667978858.2936,21358,12606348956.113,249278,21,11,"Electrical Equipment, Appliance, and Component Manufacturing","31-33",335,NA,"NA","NA",2011
"335",2013,278.005593389963,1902816892.8216,0.0153928717999098,52251.945675093,1459972771.5557,23169,12606348956.113,249278,21,11,"Electrical Equipment, Appliance, and Component Manufacturing","31-33",335,NA,"NA","NA",2012
"335",2014,330.277492656359,1808922250.2262,0.0153928717999098,52251.945675093,1617133078.9471,35673,12606348956.113,249278,21,11,"Electrical Equipment, Appliance, and Component Manufacturing","31-33",335,NA,"NA","NA",2013
"335",2015,593.47321253328,1734313330.2993,0.0153928717999098,52251.945675093,1428644151.8565,84133,12606348956.113,249278,21,11,"Electrical Equipment, Appliance, and Component Manufacturing","31-33",335,NA,"NA","NA",2014
"336",2008,422.621299372492,80763067003.6125,0.108269120230084,55404.0043050236,57128733067.5053,90852,277862373874.958,754028,2,4,"Transportation Equipment Manufacturing","31-33",336,NA,"336
Transportation
Equipment
Manufacturing","336
Transportation
Equipment
Manufacturing",2007
"336",2009,374.502313189608,118556140509.683,0.108269120230084,55404.0043050236,55347086607.7688,82565,277862373874.958,754028,2,4,"Transportation Equipment Manufacturing","31-33",336,NA,"336
Transportation
Equipment
Manufacturing","336
Transportation
Equipment
Manufacturing",2008
"336",2010,374.938256018247,87847748593.1012,0.108269120230084,55404.0043050236,45267476613.4047,87550,277862373874.958,754028,2,4,"Transportation Equipment Manufacturing","31-33",336,NA,"336
Transportation
Equipment
Manufacturing","336
Transportation
Equipment
Manufacturing",2009
"336",2011,439.745012732583,101959903512.943,0.108269120230084,55404.0043050236,41964559092.0924,85468,277862373874.958,754028,2,4,"Transportation Equipment Manufacturing","31-33",336,NA,"336
Transportation
Equipment
Manufacturing","336
Transportation
Equipment
Manufacturing",2010
"336",2012,477.794307929592,99697782237.8108,0.108269120230084,55404.0043050236,36062546314.5825,73818,277862373874.958,754028,2,4,"Transportation Equipment Manufacturing","31-33",336,NA,"336
Transportation
Equipment
Manufacturing","336
Transportation
Equipment
Manufacturing",2011
"336",2013,673.59349014446,113928227751.838,0.145004783503661,62730.2199356875,18256054635.2182,71015,277862373874.958,754028,2,4,"Transportation Equipment Manufacturing","31-33",336,NA,"336
Transportation
Equipment
Manufacturing","336
Transportation
Equipment
Manufacturing",2012
"336",2014,632.430161177067,80132895701.7973,0.145004783503661,62730.2199356875,13407911485.135,93688,277862373874.958,754028,2,4,"Transportation Equipment Manufacturing","31-33",336,NA,"336
Transportation
Equipment
Manufacturing","336
Transportation
Equipment
Manufacturing",2013
"336",2015,647.126536272091,86756956109.1782,0.145004783503661,62730.2199356875,10428006059.251,169072,277862373874.958,754028,2,4,"Transportation Equipment Manufacturing","31-33",336,NA,"336
Transportation
Equipment
Manufacturing","336
Transportation
Equipment
Manufacturing",2014
"337",2008,185.276041970157,717366913.7692,0.00843473061355713,34159.0462865849,788224419.2379,14256,5227050008.9388,78770,28,19,"Furniture and Related Product Manufacturing","31-33",337,NA,"NA","NA",2007
"337",2009,180.119455731411,788824501.4828,0.00843473061355713,34159.0462865849,882055263.8459,14027,5227050008.9388,78770,28,19,"Furniture and Related Product Manufacturing","31-33",337,NA,"NA","NA",2008
"337",2010,218.731753341032,879903125.2597,0.00843473061355713,34159.0462865849,948426932.1794,12495,5227050008.9388,78770,28,19,"Furniture and Related Product Manufacturing","31-33",337,NA,"NA","NA",2009
"337",2011,314.563969513173,919368346.8991,0.00843473061355713,34159.0462865849,822097571.1667,10547,5227050008.9388,78770,28,19,"Furniture and Related Product Manufacturing","31-33",337,NA,"NA","NA",2010
"337",2012,268.339370706822,860320810.7122,0.00843473061355713,34159.0462865849,593454584.2747,8512,5227050008.9388,78770,28,19,"Furniture and Related Product Manufacturing","31-33",337,NA,"NA","NA",2011
"337",2013,185.485421888032,599128125.5515,0.00894052854191302,37803.8009086602,381474670.3781,5193,5227050008.9388,78770,28,19,"Furniture and Related Product Manufacturing","31-33",337,NA,"NA","NA",2012
"337",2014,252.781683345122,420508160.293,0.00894052854191302,37803.8009086602,462458222.659,7117,5227050008.9388,78770,28,19,"Furniture and Related Product Manufacturing","31-33",337,NA,"NA","NA",2013
"337",2015,154.450258866246,524208133.648,0.00894052854191302,37803.8009086602,348858345.1971,6623,5227050008.9388,78770,28,19,"Furniture and Related Product Manufacturing","31-33",337,NA,"NA","NA",2014
"339",2008,61.1678986977791,2484402173.0358,0.0166835388220472,43710.8076751182,3171873108.658,75253,15232202229.9481,518435,15,6,"Miscellaneous Manufacturing","31-33",339,NA,"NA","NA",2007
"339",2009,85.1776331562291,3156213224.2906,0.0166835388220472,43710.8076751182,2123158919.7433,42285,15232202229.9481,518435,15,6,"Miscellaneous Manufacturing","31-33",339,NA,"NA","NA",2008
"339",2010,149.38690640724,2113124639.2476,0.0166835388220472,43710.8076751182,2097294336.0193,39773,15232202229.9481,518435,15,6,"Miscellaneous Manufacturing","31-33",339,NA,"NA","NA",2009
"339",2011,232.68869287083,2261998837.5328,0.0166835388220472,43710.8076751182,1977730516.5347,37883,15232202229.9481,518435,15,6,"Miscellaneous Manufacturing","31-33",339,NA,"NA","NA",2010
"339",2012,127.150575196991,1906428233.1037,0.0166835388220472,43710.8076751182,1659727445.9025,30465,15232202229.9481,518435,15,6,"Miscellaneous Manufacturing","31-33",339,NA,"NA","NA",2011
"339",2013,130.132229837073,1850287527.8314,0.0124050530053017,51031.5244306108,1320848495.8572,26660,15232202229.9481,518435,15,6,"Miscellaneous Manufacturing","31-33",339,NA,"NA","NA",2012
"339",2014,230.028323934744,1560039895.4739,0.0124050530053017,51031.5244306108,1485507303.2802,60151,15232202229.9481,518435,15,6,"Miscellaneous Manufacturing","31-33",339,NA,"NA","NA",2013
"339",2015,284.889910449328,1567991400.2089,0.0124050530053017,51031.5244306108,1396062103.9529,205965,15232202229.9481,518435,15,6,"Miscellaneous Manufacturing","31-33",339,NA,"NA","NA",2014
"421",2008,NA,NA,NA,NA,15027953.3011,147,17910471.216,184,92,91,NA,"42",421,NA,"NA","NA",2007
"421",2009,NA,NA,NA,NA,2259623.6744,22,17910471.216,184,92,91,NA,"42",421,NA,"NA","NA",2008
"421",2010,NA,NA,NA,NA,234683.7695,8,17910471.216,184,92,91,NA,"42",421,NA,"NA","NA",2009
"421",2011,NA,NA,NA,NA,41189.411,3,17910471.216,184,92,91,NA,"42",421,NA,"NA","NA",2010
"421",2013,NA,NA,NA,NA,24298.6,2,17910471.216,184,92,91,NA,"42",421,NA,"NA","NA",2012
"421",2015,NA,NA,NA,NA,322722.46,2,17910471.216,184,92,91,NA,"42",421,NA,"NA","NA",2014
"422",2008,NA,NA,NA,NA,3109168.2273,49,8552698.1319,159,99,92,NA,"42",422,NA,"NA","NA",2007
"422",2009,NA,NA,NA,NA,2078108.6982,29,8552698.1319,159,99,92,NA,"42",422,NA,"NA","NA",2008
"422",2010,NA,NA,NA,NA,875316.4161,24,8552698.1319,159,99,92,NA,"42",422,NA,"NA","NA",2009
"422",2011,NA,NA,NA,NA,530297.5406,25,8552698.1319,159,99,92,NA,"42",422,NA,"NA","NA",2010
"422",2012,NA,NA,NA,NA,474092.7608,11,8552698.1319,159,99,92,NA,"42",422,NA,"NA","NA",2011
"422",2013,NA,NA,NA,NA,88579.24,9,8552698.1319,159,99,92,NA,"42",422,NA,"NA","NA",2012
"422",2014,NA,NA,NA,NA,129161.6,8,8552698.1319,159,99,92,NA,"42",422,NA,"NA","NA",2013
"422",2015,NA,NA,NA,NA,1267973.6489,4,8552698.1319,159,99,92,NA,"42",422,NA,"NA","NA",2014
"423",2008,258.716537574389,3173566280.9203,0.00109505380916137,57151.2394284854,3565067458.3282,98643,28483073125.3014,1421745,13,2,"Merchant Wholesalers, Durable Goods","42",423,NA,"NA","NA",2007
"423",2009,274.977026997373,3512000996.1798,0.00109505380916137,57151.2394284854,3943357235.9422,105736,28483073125.3014,1421745,13,2,"Merchant Wholesalers, Durable Goods","42",423,NA,"NA","NA",2008
"423",2010,197.129394052313,4004490482.4472,0.00109505380916137,57151.2394284854,5056595485.6949,109314,28483073125.3014,1421745,13,2,"Merchant Wholesalers, Durable Goods","42",423,NA,"NA","NA",2009
"423",2011,286.76546608065,5049630208.463,0.00109505380916137,57151.2394284854,4305040023.4631,91971,28483073125.3014,1421745,13,2,"Merchant Wholesalers, Durable Goods","42",423,NA,"NA","NA",2010
"423",2012,389.302466401927,4333834036.5485,0.00109505380916137,57151.2394284854,3380114670.3225,75808,28483073125.3014,1421745,13,2,"Merchant Wholesalers, Durable Goods","42",423,NA,"NA","NA",2011
