"Fiscal_Year","PlatformPortfolioUAV","IsRemotelyOperated","EntityID","Action_Obligation_Then_Year","NumberOfActions","AnySmall","AllSmall","EntityText","EntityCategory","EntitySizeCode","IsEntityAbove2016constantOneMillionThreshold","IsEntityAbove2018constant10ThousandThreshold","IsEntityAbove2016constantReportingThreshold","IsEntityAbove1990constantReportingThreshold","AnyEntityUSplaceOfPerformance","AnyEntityForeignPlaceOfPerformance","ObligatedAmountIsSmall","Top100Federal","Top6","UnknownCompany","EntitySizeText","EntitySmall","EntitySizeText.sum","Action_Obligation_OMB23_GDP21","dFYear","EntityCount","pos","pct"
1996,"Remotely Operated",1,557573,29546,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",48532.0563323828,1996-01-01,1,32,0.00041899293588631
1996,"Remotely Operated",1,659760,31000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",50920.386729299,1996-01-01,1,30,0.000439612164505368
1996,"Remotely Operated",1,659846,3826683,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",6285683.16936884,1996-01-01,1,4,0.0542663353711579
1996,"Remotely Operated",1,662054,323856,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",531963.637567866,1996-01-01,1,11,0.00459261410155001
1996,"Remotely Operated",1,665531,27472326,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",45125853.6862379,1996-01-01,1,2,0.38958608699539
1996,"Remotely Operated",1,668856,748767,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1229919.52290765,1996-01-01,1,7,0.0106182929541997
1996,"Remotely Operated",1,674372,3902102,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",6409565.89990874,1996-01-01,1,3,0.0553358550432492
1996,"Remotely Operated",1,674622,1338083,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",2197925.93019034,1996-01-01,1,5,0.0189754052876721
1996,"Remotely Operated",1,683233,94989,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",156028.277904174,1996-01-01,1,16,0.00134704257723227
1996,"Remotely Operated",1,1217006,25960,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",42641.7174029871,1996-01-01,1,35,0.000368139735179334
1997,"Remotely Operated",1,1619,204170,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",328503.019062935,1997-01-01,1,17,0.00180141878250436
1997,"Remotely Operated",1,8351,30000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",48269.0433064997,1997-01-01,1,29,0.00026469394854842
1997,"Remotely Operated",1,45991,32002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",51490.1974631535,1997-01-01,1,28,0.000282357858048218
1997,"Remotely Operated",1,66615,39600,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",63715.1371645797,1997-01-01,1,25,0.000349396012083914
1997,"Remotely Operated",1,122188,29700,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",47786.3528734347,1997-01-01,1,30,0.000262047009062936
1997,"Remotely Operated",1,132916,834924,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1343366.09045453,1997-01-01,1,13,0.00736664434326136
1997,"Remotely Operated",1,165996,59829,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",96262.9530661524,1997-01-01,1,23,0.000527879141590113
1997,"Remotely Operated",1,216937,292820,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",471138.042033642,1997-01-01,1,16,0.00258358940046494
1997,"Remotely Operated",1,220688,600819,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",966698.611012262,1997-01-01,1,14,0.00530110511576377
1997,"Remotely Operated",1,283663,151250,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",243356.42667027,1997-01-01,1,19,0.00133449865726495
1997,"Remotely Operated",1,370217,110281,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",177438.612162803,1997-01-01,1,21,0.000973023777995609
1997,"Remotely Operated",1,416765,2774000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",4463277.53774101,1997-01-01,1,10,0.0244753671091105
1997,"Remotely Operated",1,419351,50075,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",80569.0781190992,1997-01-01,1,24,0.000441818315785404
1997,"Remotely Operated",1,540782,34130,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",54914.0816016945,1997-01-01,1,27,0.000301133482131919
1997,"Remotely Operated",1,541220,106960,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",172095.229068774,1997-01-01,1,22,0.000943722157891299
1997,"Remotely Operated",1,551437,39425,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",63433.5677452917,1997-01-01,1,26,0.000347851964050715
1997,"Remotely Operated",1,552738,5528482,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",8895151.23590681,1997-01-01,1,8,0.0487785243352955
1997,"Remotely Operated",1,649310,18750000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",30168152.0665623,1997-01-01,1,2,0.165433717842762
1997,"Remotely Operated",1,651250,8092812,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",13021076.4299787,1997-01-01,1,5,0.0714039454380011
1997,"Remotely Operated",1,658914,7372804,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",11862606.5188778,1997-01-01,1,7,0.0650512200877861
1997,"Remotely Operated",1,659846,15315937,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",24642854.2110874,1997-01-01,1,3,0.135134528008295
1997,"Remotely Operated",1,662054,128808,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",207247.964340787,1997-01-01,1,20,0.00113648993748749
1997,"Remotely Operated",1,665531,30024408,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",48308315.0001339,1997-01-01,1,1,0.264909303544959
1997,"Remotely Operated",1,668856,840768,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1352768.90009064,1997-01-01,1,12,0.00741820672443859
1997,"Remotely Operated",1,671157,9330347,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",15012230.7802557,1997-01-01,1,4,0.0823228796252301
1997,"Remotely Operated",1,673157,7898845,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",12708989.7125443,1997-01-01,1,6,0.0696925490673981
1997,"Remotely Operated",1,674372,920369,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1480844.370632,1997-01-01,1,11,0.00812053682438535
1997,"Remotely Operated",1,674622,197819,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",318284.462594949,1997-01-01,1,18,0.00174538307359666
1997,"Remotely Operated",1,682369,3135572,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",5045035.35528827,1997-01-01,1,9,0.0276655644545955
1997,"Remotely Operated",1,686584,411487,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",662069.460768722,1997-01-01,1,15,0.00363060396021145
1998,"Remotely Operated",1,1619,122200,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",194986.714455751,1998-01-01,1,19,0.000512070108448822
1998,"Remotely Operated",1,8351,30000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",47869.0788352907,1998-01-01,1,28,0.000125712792581544
1998,"Remotely Operated",1,25164,88992,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",141998.835457006,1998-01-01,1,23,0.000372914427913892
1998,"Remotely Operated",1,93796,73415,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",117143.614089762,1998-01-01,1,26,0.000307640155579135
1998,"Remotely Operated",1,99979,25140,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",40114.2880639736,1998-01-01,1,30,0.000105347320183334
1998,"Remotely Operated",1,134635,-28349,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",-45234.6838633886,1998-01-01,1,31,NA
1998,"Remotely Operated",1,173833,267172,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",426309.25101941,1998-01-01,1,17,0.00111956460731988
1998,"Remotely Operated",1,202284,67438,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",107606.497949811,1998-01-01,1,27,0.000282593976870472
1998,"Remotely Operated",1,216937,121898,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",194504.832395476,1998-01-01,1,20,0.000510804599670168
1998,"Remotely Operated",1,220688,1026448,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1637837.34107755,1998-01-01,1,10,0.00430125481732469
1998,"Remotely Operated",1,283663,328918,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",524833.389078205,1998-01-01,1,16,0.00137830667701121
1998,"Remotely Operated",1,365897,2717592,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",4336287.52300518,1998-01-01,1,8,0.0113878693139088
1998,"Remotely Operated",1,370217,581456,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",927792.103441761,1998-01-01,1,12,0.00243654858410981
1998,"Remotely Operated",1,419351,79463,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",126794.020382957,1998-01-01,1,24,0.000332983854563574
1998,"Remotely Operated",1,448890,104234,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",166319.518777257,1998-01-01,1,22,0.000436784907398155
1998,"Remotely Operated",1,522030,28872,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",46069.2014710838,1998-01-01,1,29,0.000120985991580478
1998,"Remotely Operated",1,551437,167345,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",267021.699923058,1998-01-01,1,18,0.000701246909151949
1998,"Remotely Operated",1,552738,27187689,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",43381654.2696789,1998-01-01,1,3,0.113928010267617
1998,"Remotely Operated",1,649310,136716255,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",218149372.955357,1998-01-01,1,1,0.572899406911349
1998,"Remotely Operated",1,658914,385963,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",615856.442483511,1998-01-01,1,14,0.00161734955210502
1998,"Remotely Operated",1,659846,3629885,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",5791975.04093464,1998-01-01,1,6,0.0152107660033286
1998,"Remotely Operated",1,662054,118453,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",189007.866509223,1998-01-01,1,21,0.000496368580655388
1998,"Remotely Operated",1,665531,32201847,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",51382425.089499,1998-01-01,1,2,0.134939470421787
1998,"Remotely Operated",1,668195,74334,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",118610.003538083,1998-01-01,1,25,0.00031149115745855
1998,"Remotely Operated",1,668856,8762319,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",13981471.2996989,1998-01-01,1,5,0.0367178530326774
1998,"Remotely Operated",1,671157,381197,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",608251.641492544,1998-01-01,1,15,0.00159737797979023
1998,"Remotely Operated",1,673157,16357635,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",26100830.645797,1998-01-01,1,4,0.0685454658626535
1998,"Remotely Operated",1,674372,3446278,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",5499005.10901094,1998-01-01,1,7,0.0144413743797446
1998,"Remotely Operated",1,683750,484500,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",773085.623189945,1998-01-01,1,13,0.00203026160019193
1998,"Remotely Operated",1,683957,2261263,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",3608152.56047754,1998-01-01,1,9,0.00947565621637733
1998,"Remotely Operated",1,686584,800997,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",1278099.61799438,1998-01-01,1,11,0.00335651899064797
1999,"Remotely Operated",1,165996,79907,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",125988.738712904,1999-01-01,1,20,0.000602456069852907
1999,"Remotely Operated",1,196118,98375,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",155107.089127135,1999-01-01,1,19,0.000741694918740282
1999,"Remotely Operated",1,203146,30088,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",47439.5130638601,1999-01-01,1,23,0.000226847438018375
1999,"Remotely Operated",1,216937,104199,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",164289.744141889,1999-01-01,1,18,0.000785604765822807
1999,"Remotely Operated",1,264271,190800,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",300832.860030062,1999-01-01,1,15,0.00143853001774481
1999,"Remotely Operated",1,344990,27940,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",44052.7783503141,1999-01-01,1,24,0.000210652666120493
1999,"Remotely Operated",1,365897,3296117,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",5196961.76154983,1999-01-01,1,9,0.0248509604114202
1999,"Remotely Operated",1,552738,6342076,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",9999501.37111119,1999-01-01,1,6,0.0478158632118393
1999,"Remotely Operated",1,649310,1631971,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",2573115.84599644,1999-01-01,1,11,0.0123041890544498
1999,"Remotely Operated",1,650378,121136,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",190994.178892042,1999-01-01,1,17,0.000913300693026915
1999,"Remotely Operated",1,653876,67575,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",106544.971260647,1999-01-01,1,21,0.00050947938128462
1999,"Remotely Operated",1,659760,131468,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",207284.562067255,1999-01-01,1,16,0.000991198450591587
1999,"Remotely Operated",1,659846,7620895,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",12015805.2350042,1999-01-01,1,5,0.0574574749453949
1999,"Remotely Operated",1,665531,26532301,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",41833270.4036084,1999-01-01,1,2,0.200039368073064
1999,"Remotely Operated",1,668856,6282570,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",9905678.72871628,1999-01-01,1,7,0.0473672197776888
1999,"Remotely Operated",1,671157,4152000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",6546425.75914475,1999-01-01,1,8,0.0313038607635034
1999,"Remotely Operated",1,673157,22362168,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",35258254.4859158,1999-01-01,1,3,0.168598794181617
1999,"Remotely Operated",1,674372,14649172,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",23097234.3282616,1999-01-01,1,4,0.11044692692404
1999,"Remotely Operated",1,674622,35140120,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",55405150.9507316,1999-01-01,1,1,0.264937722469365
1999,"Remotely Operated",1,675009,250000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",394173.034630584,1999-01-01,1,13,0.0018848663754518
1999,"Remotely Operated",1,678419,39172,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",61762.184450197,1999-01-01,1,22,0.000295335942636791
1999,"Remotely Operated",1,682369,433065,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",682810.180969176,1999-01-01,1,12,0.00326507862754013
1999,"Remotely Operated",1,683063,250000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",394173.034630584,1999-01-01,1,13,0.0018848663754518
1999,"Remotely Operated",1,686584,2802282,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unlabeled Vendor","Unlabeled Vendor","Unlabeled Vendor",4418335.99932265,1999-01-01,1,10,0.0211277084653352
2000,"Remotely Operated",1,47757,145000,1,0,0,"002103166","PDuns-2+","N",1,1,1,1,1,0,8503597,NA,NA,NA,"Sometimes Small Vendor","Sometimes Small Vendor","Sometimes Small Vendor",222901.809357936,2000-01-01,1,17,0.00100681132860496
2000,"Remotely Operated",1,60250,2852111,7,0,0,"002417004","PDuns-2+","N",1,1,1,1,1,0,9146193,NA,NA,NA,"Sometimes Small Vendor","Sometimes Small Vendor","Sometimes Small Vendor",4384418.63717016,2000-01-01,1,9,0.0198037080361299
2000,"Remotely Operated",1,216937,1211000,8,0,0,"080255961","PDuns-1","S",1,1,1,1,1,0,6793266,NA,NA,NA,"Always Small Vendor","Always Small Vendor","Always Small Vendor",1861614.42160318,2000-01-01,1,11,0.00840861047545249
2000,"Remotely Operated",1,365968,2417404,1,0,0,"275374015","PDuns-2+","N",1,1,1,1,1,1,1620792,NA,NA,NA,"Sometimes Small Vendor","Sometimes Small Vendor","Sometimes Small Vendor",3716163.62447664,2000-01-01,1,10,0.0167853085035514
2000,"Remotely Operated",1,405475,252252,2,0,0,"200074565","PDuns-1","M",0,1,1,1,1,1,NA,NA,NA,NA,"Medium Vendor","Other Than Small","Medium",387775.360097642,2000-01-01,1,16,0.00175151842250524
2000,"Remotely Operated",1,448890,35335,1,0,0,"780553129","PDuns-1","S",0,1,1,1,1,0,1208128,NA,NA,NA,"Always Small Vendor","Always Small Vendor","Always Small Vendor",54318.8650597426,2000-01-01,1,18,0.000245349505491423
2000,"Remotely Operated",1,552738,6405333,6,0,0,"787790906","PDuns-1","M",1,1,1,1,1,0,NA,NA,NA,NA,"Medium Vendor","Other Than Small","Medium",9846622.86372482,2000-01-01,1,6,0.0444755988130153
2000,"Remotely Operated",1,649310,964287,3,0,0,"GENERAL ATOMICS","PID","N",1,1,1,1,1,0,NA,1,0,0,"Sometimes Small Vendor","Sometimes Small Vendor","Sometimes Small Vendor",1482353.91062301,2000-01-01,1,12,0.00669555224569996
2000,"Remotely Operated",1,659846,6148919,9,0,0,"LOCKHEED MARTIN","PID","B",1,1,1,1,1,1,NA,1,1,0,"Big Five","Other Than Small","Large",9452449.45307167,2000-01-01,1,7,0.0426951814336159
2000,"Remotely Operated",1,660888,595551,3,0,0,"MARCONI","PID","N",1,1,1,1,1,0,385817,0,0,0,"Sometimes Small Vendor","Sometimes Small Vendor","Sometimes Small Vendor",915513.07217192,2000-01-01,1,13,0.00413522409353113
2000,"Remotely Operated",1,665531,4434052,8,0,0,"NORTHROP GRUMMAN","PID","B",1,1,1,1,1,1,NA,1,1,0,"Big Five","Other Than Small","Large",6816263.54198053,2000-01-01,1,8,0.0307879571394724
2000,"Remotely Operated",1,668856,15886701,5,0,0,"RAYTHEON","PID","B",1,1,1,1,1,1,NA,1,1,0,"Big Five","Other Than Small","Large",24421892.3974382,2000-01-01,1,4,0.110309727868688
2000,"Remotely Operated",1,671157,394926,4,1,1,"SIERRA NEVADA","PID","S",1,1,1,1,1,1,48288198,1,0,0,"Always Small Vendor","Always Small Vendor","Always Small Vendor",607101.516982706,2000-01-01,1,15,0.00274217910869409
